pitch_type,game_date,release_speed,player_name,batter,events,description,zone,b_swings,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hit_distance_sc,launch_speed,launch_angle,game_pk,estimated_ba_using_speedangle,launch_speed_angle,pitch_number,pitch_name,home_score,away_score,post_away_score,post_home_score,if_fielding_alignment,of_fielding_alignment,delta_run_exp,bat_win_exp
FF,8/9/2025,94.8,"Schneider, Davis",676914,strikeout,swinging_strike,12,R,L,LAD,TOR,S,2,,1,2,2025,,,,2,7,Top,,,,776808,,,4,4-Seam Fastball,9,0,0,9,Standard,Standard,-0.182,0.001
SI,8/9/2025,97.5,"Kirk, Alejandro",672386,field_out,hit_into_play,11,R,R,LAD,TOR,X,6,ground_ball,1,2,2025,,,,1,6,Top,3,42.5,-43,776808,0.176,1,7,Sinker,3,0,0,3,Standard,Standard,-0.18,0.10899999999999999
FF,8/9/2025,97.3,"Clement, Ernie",676391,strikeout,swinging_strike,12,R,L,LAD,TOR,S,2,,0,2,2025,,,,1,1,Top,,,,776808,,,3,4-Seam Fastball,0,0,0,0,Standard,Standard,-0.163,0.472
FF,8/9/2025,93.9,"Kennedy, Buddy",671083,field_out,hit_into_play,8,R,L,LAD,TOR,X,8,fly_ball,3,2,2025,,,,0,7,Top,347,95.9,35,776808,0.165,3,6,4-Seam Fastball,9,0,0,9,Standard,Standard,-0.345,0.002
FF,8/9/2025,94.7,"France, Ty",664034,strikeout,called_strike,6,R,R,LAD,TOR,S,2,,1,2,2025,,,,0,9,Top,,,,776808,,,4,4-Seam Fastball,9,1,1,9,Standard,Standard,-0.189,0.001
CU,8/9/2025,82.4,"Schneider, Davis",676914,strikeout,swinging_strike,13,R,L,LAD,TOR,S,2,,0,2,2025,,,,0,1,Top,,,,776808,,,3,Curveball,0,0,0,0,Standard,Standard,-0.165,0.491
SL,8/8/2025,87.7,"Bichette, Bo",666182,grounded_into_double_play,hit_into_play,14,R,L,LAD,TOR,X,6,ground_ball,1,2,2025,,,665489,0,6,Top,43,104.4,0,776823,0.466,4,6,Slider,2,1,1,2,Standard,Standard,-0.258,0.383
SL,8/8/2025,84.3,"Straw, Myles",664702,strikeout,swinging_strike,13,R,L,LAD,TOR,S,2,,0,2,2025,,,662139,0,5,Top,,,,776823,,,3,Slider,0,1,1,0,Standard,Standard,-0.148,0.661
CU,8/8/2025,70.8,"Kirk, Alejandro",672386,field_out,hit_into_play,14,R,L,LAD,TOR,X,5,line_drive,0,2,2025,,,,0,4,Top,134,90.5,10,776823,0.618,4,3,Curveball,0,1,1,0,Standard,Standard,-0.165,0.614
SL,8/8/2025,85.7,"Guerrero Jr., Vladimir",665489,strikeout,swinging_strike,14,R,L,LAD,TOR,S,2,,0,2,2025,,676914,,1,3,Top,,,,776823,,,3,Slider,0,1,1,0,Standard,Standard,-0.185,0.617
SL,8/8/2025,86,"Straw, Myles",664702,double_play,hit_into_play,8,R,L,LAD,TOR,X,6,line_drive,0,2,2025,680718,664034,662139,1,2,Top,145,98.5,9,776823,0.701,4,3,Slider,0,1,1,0,Infield shade,Standard,-0.048,0.667
FF,8/8/2025,89.5,"Varsho, Daulton",662139,single,hit_into_play,1,L,L,LAD,TOR,X,9,line_drive,2,2,2025,,680718,664034,1,2,Top,238,96.9,11,776823,0.884,4,6,4-Seam Fastball,0,1,1,0,Standard,Standard,0.508,0.634
CU,8/8/2025,71.9,"Barger, Addison",680718,single,hit_into_play,5,L,L,LAD,TOR,X,9,ground_ball,1,2,2025,666182,,,1,2,Top,60,102.9,1,776823,0.478,4,4,Curveball,0,0,1,0,Strategic,Standard,0.567,0.531
ST,8/8/2025,87.4,"Bichette, Bo",666182,strikeout,swinging_strike_blocked,14,R,R,LAD,TOR,S,2,,1,2,2025,,665489,,2,8,Top,,,,776823,,,4,Sweeper,5,1,1,5,Standard,Standard,-0.208,0.020000000000000018
SL,8/8/2025,85.1,"Varsho, Daulton",662139,single,hit_into_play,13,L,L,LAD,TOR,X,9,line_drive,2,2,2025,,,,2,7,Top,210,81.6,16,776823,0.98,4,5,Slider,2,1,1,2,Strategic,Standard,0.362,0.22899999999999998
FC,8/8/2025,93.2,"Guerrero Jr., Vladimir",665489,double,hit_into_play,9,R,R,LAD,TOR,X,9,line_drive,2,2,2025,,,,2,8,Top,302,93.8,15,776823,0.884,4,5,Cutter,5,1,1,5,Strategic,Standard,0.615,0.015000000000000013
SL,8/8/2025,85.8,"France, Ty",664034,field_out,hit_into_play,5,R,L,LAD,TOR,X,7,fly_ball,3,2,2025,,,,1,7,Top,330,103.9,44,776823,0.144,5,7,Slider,2,1,1,2,Standard,Standard,-0.332,0.272
SL,8/8/2025,86.8,"Guerrero Jr., Vladimir",665489,strikeout,called_strike,8,R,L,LAD,TOR,S,2,,2,2,2025,,,,2,1,Top,,,,776823,,,5,Slider,0,0,0,0,Standard,Standard,-0.224,0.45999999999999996
CU,8/8/2025,80.2,"Loperfido, Joey",694388,strikeout,called_strike,2,L,R,LAD,TOR,S,2,,3,2,2025,,,,0,8,Top,,,,776823,,,7,Curveball,5,1,1,5,Strategic,Standard,-0.345,0.040000000000000036
FF,8/8/2025,95.6,"Barger, Addison",680718,field_out,hit_into_play,2,L,R,LAD,TOR,X,4,ground_ball,2,2,2025,,,,1,9,Top,113,85.8,8,776823,0.438,4,6,4-Seam Fastball,5,1,1,5,Strategic,Standard,-0.228,0.005
SL,8/8/2025,85.4,"Schneider, Davis",676914,strikeout,swinging_strike,13,R,L,LAD,TOR,S,2,,1,2,2025,,,,0,1,Top,,,,776823,,,5,Slider,0,0,0,0,Infield shade,Standard,-0.189,0.493
SL,8/8/2025,85.9,"Barger, Addison",680718,strikeout,swinging_strike,13,L,L,LAD,TOR,S,2,,2,2,2025,,,,0,7,Top,,,,776823,,,5,Slider,2,1,1,2,Infield shade,Standard,-0.232,0.30100000000000005
KC,8/6/2025,83.7,"Guerrero Jr., Vladimir",665489,strikeout,swinging_strike_blocked,13,R,L,COL,TOR,S,2,,1,2,2025,,,,0,5,Top,,,,776836,,,4,Knuckle Curve,1,3,3,1,Standard,Standard,-0.189,0.746
FF,8/6/2025,90.8,"Clement, Ernie",676391,strikeout,swinging_strike,2,R,L,COL,TOR,S,2,,0,2,2025,,623168,664702,2,4,Top,,,,776836,,,3,4-Seam Fastball,1,3,3,1,Infield shade,Standard,-0.178,0.71
FF,8/6/2025,91,"Schneider, Davis",676914,field_out,hit_into_play,6,R,L,COL,TOR,X,3,popup,0,2,2025,,623168,664702,1,4,Top,129,90.9,72,776836,0.003,3,3,4-Seam Fastball,1,3,3,1,Standard,Standard,-0.157,0.745
KC,8/6/2025,81.9,"Lukes, Nathan",664770,strikeout,swinging_strike,13,L,L,COL,TOR,S,2,,0,2,2025,,,,0,4,Top,,,,776836,,,3,Knuckle Curve,1,3,3,1,Infield shade,Standard,-0.165,0.722
FF,8/6/2025,91.5,"Kennedy, Buddy",671083,field_out,hit_into_play,1,R,L,COL,TOR,X,8,fly_ball,0,2,2025,,,664034,2,3,Top,359,90.9,29,776836,0.03,3,5,4-Seam Fastball,1,3,3,1,Standard,Standard,-0.173,0.683
KC,8/6/2025,81.9,"Heineman, Tyler",623168,field_out,hit_into_play,9,R,L,COL,TOR,X,6,ground_ball,1,2,2025,,,664034,2,2,Top,3,76,-33,776836,0.036,2,4,Knuckle Curve,1,0,0,1,Standard,Standard,-0.183,0.361
FF,8/6/2025,95.5,"Schneider, Davis",676914,strikeout,swinging_strike,11,R,R,COL,TOR,S,2,,2,2,2025,,,,1,7,Top,,,,776836,,,10,4-Seam Fastball,1,10,10,1,Standard,Standard,-0.228,0.998
FF,8/6/2025,91.5,"Kennedy, Buddy",671083,field_out,hit_into_play,3,R,L,COL,TOR,X,8,line_drive,2,2,2025,,,664034,0,2,Top,346,98.8,20,776836,0.311,5,5,4-Seam Fastball,1,0,0,1,Standard,Standard,-0.2,0.43100000000000005
FA,8/6/2025,57.8,"Heineman, Tyler",623168,single,hit_into_play,5,L,R,COL,TOR,X,7,ground_ball,3,2,2025,,,,2,9,Top,92,85,4,776836,0.28,2,6,Other,1,16,16,1,Strategic,Standard,0.258,0.999
FF,8/6/2025,98.2,"Barger, Addison",680718,single,hit_into_play,8,L,R,COL,TOR,X,7,ground_ball,2,2,2025,,,664034,1,8,Top,13,92.6,-6,776836,0.238,2,7,4-Seam Fastball,1,11,11,1,Strategic,Standard,0.439,0.999
KC,8/6/2025,82.4,"Bichette, Bo",666182,field_out,hit_into_play,14,R,L,COL,TOR,X,6,ground_ball,0,2,2025,,676914,,2,1,Top,83,77.9,5,776836,0.269,2,3,Knuckle Curve,0,0,0,0,Standard,Standard,-0.192,0.471
FF,8/6/2025,96.2,"Straw, Myles",664702,field_out,hit_into_play,2,R,R,COL,TOR,X,9,fly_ball,3,2,2025,,,,0,7,Top,299,85.3,42,776836,0.013,3,7,4-Seam Fastball,1,10,10,1,Standard,Standard,-0.345,0.998
FF,8/6/2025,94.3,"Schneider, Davis",676914,field_out,hit_into_play,3,R,R,COL,TOR,X,6,ground_ball,2,2,2025,680718,623168,664702,2,8,Top,18,86.7,-8,776836,0.119,2,6,4-Seam Fastball,1,12,12,1,Standard,Standard,-0.235,0.999
KC,8/6/2025,81.9,"Guerrero Jr., Vladimir",665489,field_out,hit_into_play,13,R,L,COL,TOR,X,5,ground_ball,1,2,2025,,676914,,1,1,Top,4,76.3,-23,776836,0.042,2,5,Knuckle Curve,0,0,0,0,Infield shade,Standard,-0.185,0.509
FF,8/6/2025,97.4,"Bichette, Bo",666182,strikeout,called_strike,14,R,R,COL,TOR,S,2,,3,2,2025,,,,0,8,Top,,,,776836,,,6,4-Seam Fastball,1,11,11,1,Standard,Standard,-0.345,0.999
FF,8/6/2025,94,"Heineman, Tyler",623168,single,hit_into_play,2,L,R,COL,TOR,X,8,ground_ball,2,2,2025,664770,,,2,5,Top,97,90.5,4,776836,0.451,4,6,4-Seam Fastball,1,5,6,1,Infield shade,Standard,0.808,0.891
KC,8/6/2025,81.9,"Clement, Ernie",676391,strikeout,swinging_strike_blocked,13,R,L,COL,TOR,S,2,,1,2,2025,,676914,,0,1,Top,,,,776836,,,4,Knuckle Curve,0,0,0,0,Standard,Standard,-0.241,0.5469999999999999
CH,8/6/2025,90,"Heineman, Tyler",623168,field_out,hit_into_play,8,L,R,COL,TOR,X,8,line_drive,1,2,2025,,,664770,2,6,Top,298,88.4,21,776836,0.385,3,4,Changeup,1,10,10,1,Infield shade,Standard,-0.182,0.995
CH,8/5/2025,85.7,"Varsho, Daulton",662139,home_run,hit_into_play,5,L,R,COL,TOR,X,,fly_ball,3,2,2025,,,672386,0,6,Top,467,108.3,33,776854,1,6,6,Changeup,2,5,7,2,Infield shade,Standard,0.987,0.883
FF,8/5/2025,95.4,"Loperfido, Joey",694388,single,hit_into_play,8,L,R,COL,TOR,X,8,line_drive,2,2,2025,,,,0,5,Top,219,81.2,16,776854,0.965,4,7,4-Seam Fastball,2,3,3,2,Infield shade,Standard,0.465,0.634
FF,8/5/2025,95.8,"Lukes, Nathan",664770,home_run,hit_into_play,14,L,R,COL,TOR,X,,fly_ball,3,2,2025,,,,2,3,Top,399,96.4,32,776854,0.206,5,7,4-Seam Fastball,2,0,1,2,Infield shade,Standard,2.528,0.248
CU,8/5/2025,82.8,"France, Ty",664034,field_out,hit_into_play,9,R,R,COL,TOR,X,6,ground_ball,2,2,2025,,,,1,3,Top,36,103.1,-1,776854,0.392,4,6,Curveball,2,0,0,2,Standard,Standard,-0.228,0.261
SL,8/5/2025,87.4,"Clement, Ernie",676391,field_out,hit_into_play,5,R,R,COL,TOR,X,5,ground_ball,1,2,2025,,662139,,2,9,Top,75,99.8,3,776854,0.501,4,5,Slider,4,10,10,4,Standard,Standard,-0.206,0.997
CH,8/5/2025,85.8,"Loperfido, Joey",694388,strikeout,swinging_strike,7,L,R,COL,TOR,S,2,,3,2,2025,,,,0,3,Top,,,,776854,,,6,Changeup,2,0,0,2,Infield shade,Standard,-0.345,0.29400000000000004
SL,8/5/2025,89.7,"Bichette, Bo",666182,field_out,hit_into_play,9,R,R,COL,TOR,X,6,ground_ball,2,2,2025,,664702,664770,2,6,Top,6,88.7,-18,776854,0.096,2,6,Slider,2,7,7,2,Standard,Standard,-0.203,0.95
CH,8/5/2025,85.4,"Barger, Addison",680718,field_out,hit_into_play,5,L,R,COL,TOR,X,6,fly_ball,2,2,2025,666182,665489,,0,9,Top,170,80.8,62,776854,0.013,3,7,Changeup,4,8,8,4,Strategic,Standard,-0.145,0.994
FF,8/5/2025,94.9,"Varsho, Daulton",662139,field_out,hit_into_play,5,L,R,COL,TOR,X,3,ground_ball,3,2,2025,,,665489,2,7,Top,91,90.8,5,776854,0.473,4,6,4-Seam Fastball,4,7,7,4,Infield shade,Standard,-0.295,0.883
FF,8/5/2025,96.3,"Barger, Addison",680718,strikeout,called_strike,7,L,R,COL,TOR,S,2,,2,2,2025,,,,0,2,Top,,,,776854,,,5,4-Seam Fastball,2,0,0,2,Infield shade,Standard,-0.232,0.29900000000000004
SI,8/5/2025,98.1,"Guerrero Jr., Vladimir",665489,double,hit_into_play,8,R,R,COL,TOR,X,9,line_drive,0,2,2025,664770,,666182,0,9,Top,340,98.4,19,776854,0.329,4,4,Sinker,4,7,8,4,Strategic,Standard,0.745,0.981
CH,8/5/2025,88.8,"France, Ty",664034,field_out,hit_into_play,14,R,R,COL,TOR,X,5,ground_ball,1,2,2025,,664702,,1,6,Top,19,67,-2,776854,0.058,2,4,Changeup,2,7,7,2,Standard,Standard,-0.185,0.954
ST,8/5/2025,80.5,"Barger, Addison",680718,strikeout,called_strike,1,L,R,COL,TOR,S,2,,2,2,2025,,,665489,0,7,Top,,,,776854,,,6,Sweeper,4,7,7,4,Standard,Standard,-0.201,0.905
CH,8/5/2025,88.9,"Clement, Ernie",676391,strikeout,swinging_strike,13,R,R,COL,TOR,S,2,,1,2,2025,,,,0,6,Top,,,,776854,,,4,Changeup,2,7,7,2,Standard,Standard,-0.189,0.951
FF,8/4/2025,92.3,"Schneider, Davis",676914,double,hit_into_play,6,R,R,COL,TOR,X,7,fly_ball,3,2,2025,,,694388,1,3,Top,393,107.5,24,776872,0.897,6,8,4-Seam Fastball,0,6,7,0,Standard,Standard,0.726,0.94
FF,8/4/2025,92.5,"Loperfido, Joey",694388,single,hit_into_play,6,L,R,COL,TOR,X,8,fly_ball,2,2,2025,676391,,,1,3,Top,244,71.1,29,776872,0.792,4,7,4-Seam Fastball,0,5,6,0,Strategic,Standard,0.542,0.919
CH,8/4/2025,84.1,"Barger, Addison",680718,single,hit_into_play,7,L,R,COL,TOR,X,9,ground_ball,1,2,2025,,,665489,0,3,Top,12,95.8,-10,776872,0.243,2,4,Changeup,0,2,2,0,Standard,Standard,0.547,0.732
FF,8/4/2025,91.3,"Schneider, Davis",676914,strikeout,swinging_strike,11,R,L,COL,TOR,S,2,,0,2,2025,,,694388,0,8,Top,,,,776872,,,3,4-Seam Fastball,1,14,14,1,Standard,Standard,-0.148,0.999
FF,8/4/2025,92.1,"Loperfido, Joey",694388,single,hit_into_play,13,L,L,COL,TOR,X,5,ground_ball,3,2,2025,,,,0,8,Top,138,86.9,7,776872,0.481,4,7,4-Seam Fastball,1,14,14,1,Strategic,Standard,0.353,0.999
SL,8/4/2025,83.4,"Guerrero Jr., Vladimir",665489,single,hit_into_play,7,R,R,COL,TOR,X,7,line_drive,1,2,2025,,,,0,3,Top,271,77.8,22,776872,0.886,4,4,Slider,0,2,2,0,Standard,Standard,0.508,0.7070000000000001
CU,8/4/2025,81,"Barger, Addison",680718,single,hit_into_play,13,L,L,COL,TOR,X,3,ground_ball,1,2,2025,,,,1,6,Top,5,78.2,-14,776872,0.074,2,4,Curveball,1,9,9,1,Strategic,Standard,0.489,0.991
FF,8/4/2025,93.8,"Bichette, Bo",666182,field_out,hit_into_play,6,R,R,COL,TOR,X,4,ground_ball,3,2,2025,,,676914,2,2,Top,3,81.8,-36,776872,0.043,2,7,4-Seam Fastball,0,2,2,0,Strategic,Standard,-0.295,0.679
CU,8/4/2025,77.2,"Guerrero Jr., Vladimir",665489,field_out,hit_into_play,8,R,L,COL,TOR,X,5,popup,0,2,2025,,,,0,6,Top,66,72.6,75,776872,0.005,3,3,Curveball,1,9,9,1,Standard,Standard,-0.165,0.992
FF,8/4/2025,92.1,"Clement, Ernie",676391,field_out,hit_into_play,2,R,L,COL,TOR,X,4,ground_ball,0,2,2025,,672386,662139,2,7,Top,56,96.6,0,776872,0.471,2,5,4-Seam Fastball,1,14,14,1,Standard,Standard,-0.178,0.999
FF,8/4/2025,94.6,"Loperfido, Joey",694388,strikeout,swinging_strike,12,L,R,COL,TOR,S,2,,2,2,2025,664702,676391,,2,9,Top,,,,776872,,,5,4-Seam Fastball,1,15,15,1,Infield shade,Standard,-0.219,0.999
FF,8/4/2025,94,"Schneider, Davis",676914,single,hit_into_play,8,R,R,COL,TOR,X,7,line_drive,2,2,2025,,676391,,1,2,Top,246,91.9,17,776872,0.742,4,5,4-Seam Fastball,0,1,2,0,Standard,Standard,0.588,0.617
FS,8/4/2025,85.3,"Clement, Ernie",676391,double,hit_into_play,8,R,R,COL,TOR,X,,fly_ball,2,2,2025,664034,,664702,2,9,Top,405,99.4,26,776872,0.408,6,6,Split-Finger,1,14,15,1,Standard,Standard,0.992,0.999
FF,8/4/2025,91.9,"Guerrero Jr., Vladimir",665489,field_out,hit_into_play,8,R,L,COL,TOR,X,4,line_drive,3,2,2025,,,,1,7,Top,210,108.5,8,776872,0.732,4,6,4-Seam Fastball,1,13,13,1,Standard,Standard,-0.332,0.999
FS,8/4/2025,86.2,"Straw, Myles",664702,single,hit_into_play,7,R,R,COL,TOR,X,9,fly_ball,1,2,2025,,,664034,2,9,Top,208,65.1,32,776872,0.803,4,5,Split-Finger,1,14,14,1,Standard,Standard,0.434,0.999
FF,8/4/2025,92.8,"Kirk, Alejandro",672386,field_out,hit_into_play,4,R,L,COL,TOR,X,1,ground_ball,0,2,2025,,,,1,4,Top,1,47.7,-61,776872,0.137,1,5,4-Seam Fastball,0,9,9,0,Standard,Standard,-0.163,0.989
FS,8/4/2025,83.9,"Heineman, Tyler",623168,strikeout,swinging_strike,8,L,R,COL,TOR,S,2,,3,2,2025,,,664034,1,9,Top,,,,776872,,,6,Split-Finger,1,14,14,1,Strategic,Standard,-0.32,0.999
FF,8/4/2025,93.1,"Kirk, Alejandro",672386,single,hit_into_play,13,R,R,COL,TOR,X,9,line_drive,1,2,2025,,,666182,2,1,Top,235,76.7,25,776872,0.661,4,4,4-Seam Fastball,0,1,1,0,Standard,Standard,0.434,0.567
ST,8/4/2025,75.9,"Schneider, Davis",676914,strikeout,swinging_strike,13,R,L,COL,TOR,S,2,,0,2,2025,676391,,694388,0,7,Top,,,,776872,,,3,Sweeper,1,9,9,1,Standard,Standard,-0.241,0.998
FF,8/4/2025,93.8,"Barger, Addison",680718,strikeout,swinging_strike,2,L,R,COL,TOR,S,2,,1,2,2025,,,666182,1,1,Top,,,,776872,,,4,4-Seam Fastball,0,1,1,0,Infield shade,Standard,-0.178,0.591
ST,8/3/2025,81.3,"Loperfido, Joey",694388,single,hit_into_play,5,L,R,TOR,KC,X,8,line_drive,3,2,2025,,676391,,2,5,Bot,242,95.7,15,776893,0.797,4,8,Sweeper,1,1,1,2,Standard,Standard,0.685,0.549
SI,8/3/2025,92.7,"Barger, Addison",680718,field_out,hit_into_play,4,L,R,TOR,KC,X,7,line_drive,3,2,2025,,,,1,4,Bot,345,98,21,776893,0.296,5,6,Sinker,1,1,1,1,Infield shade,Standard,-0.332,0.537
FC,8/3/2025,91.3,"Guerrero Jr., Vladimir",665489,field_out,hit_into_play,14,R,R,TOR,KC,X,5,ground_ball,2,2,2025,,,,2,3,Bot,1,,-61,776893,,,7,Cutter,1,0,0,1,Strategic,Standard,-0.224,0.632
CU,8/3/2025,80,"Loperfido, Joey",694388,strikeout,swinging_strike_blocked,13,L,R,TOR,KC,S,2,,1,2,2025,,,,1,3,Bot,,,,776893,,,5,Curveball,1,0,0,1,Standard,Standard,-0.18,0.643
SV,8/3/2025,80.4,"Straw, Myles",664702,single,hit_into_play,9,R,R,TOR,KC,X,7,line_drive,0,2,2025,666182,662139,676391,2,2,Bot,200,95.6,13,776893,0.959,4,3,Slurve,0,0,0,1,Standard,Standard,0.616,0.546
SV,8/3/2025,78.5,"Kirk, Alejandro",672386,field_out,hit_into_play,14,R,R,TOR,KC,X,3,popup,2,2,2025,,,666182,1,2,Bot,30,68.3,81,776893,0.005,3,7,Slurve,0,0,0,0,Strategic,Standard,-0.223,0.55
CU,8/3/2025,79.4,"Barger, Addison",680718,strikeout,swinging_strike_blocked,14,L,R,TOR,KC,S,2,,0,2,2025,,,666182,0,2,Bot,,,,776893,,,3,Curveball,0,0,0,0,Infield shade,Standard,-0.148,0.575
FF,8/3/2025,97.8,"Bichette, Bo",666182,single,hit_into_play,5,R,R,TOR,KC,X,9,ground_ball,1,2,2025,,,665489,2,8,Bot,110,104,4,776893,0.62,4,4,4-Seam Fastball,2,2,2,2,Strategic,Standard,0.434,0.535
FF,8/3/2025,97.2,"Guerrero Jr., Vladimir",665489,field_out,hit_into_play,5,R,R,TOR,KC,X,2,popup,2,2,2025,,,664770,1,10,Bot,39,81.6,84,776893,0.005,3,9,4-Seam Fastball,3,7,7,3,Strategic,Standard,-0.223,0.016
SI,8/3/2025,91.9,"Guerrero Jr., Vladimir",665489,strikeout_double_play,called_strike,14,R,R,TOR,KC,S,2,,3,2,2025,,,694388,1,1,Bot,,,,776893,,,8,Sinker,0,0,0,0,Standard,Standard,-0.32,0.556
FF,8/3/2025,93.7,"Straw, Myles",664702,field_out,hit_into_play,6,R,L,TOR,KC,X,8,fly_ball,3,2,2025,,,,2,7,Bot,295,89.5,22,776893,0.197,3,6,4-Seam Fastball,2,1,1,2,Standard,Standard,-0.328,0.756
SI,8/3/2025,93.8,"Kirk, Alejandro",672386,field_out,hit_into_play,9,R,R,TOR,KC,X,9,line_drive,2,2,2025,,,,2,6,Bot,244,80.1,21,776893,0.846,4,5,Sinker,2,1,1,2,Strategic,Standard,-0.224,0.701
SL,8/3/2025,87.9,"Clement, Ernie",676391,single,hit_into_play,7,R,R,TOR,KC,X,5,ground_ball,3,2,2025,,,,2,9,Bot,35,91.1,-1,776893,0.299,2,6,Slider,2,2,2,2,Standard,Standard,0.258,0.54
SL,8/3/2025,85.1,"Loperfido, Joey",694388,strikeout,swinging_strike_blocked,14,L,R,TOR,KC,S,2,,2,2,2025,,,,1,8,Bot,,,,776893,,,5,Slider,2,2,2,2,Standard,Standard,-0.228,0.557
CH,8/3/2025,88.2,"Loperfido, Joey",694388,strikeout,swinging_strike,5,L,R,TOR,KC,S,2,,3,2,2025,,,664770,0,10,Bot,,,,776893,,,6,Changeup,3,7,7,3,Infield shade,Standard,-0.315,0.051
FF,8/3/2025,93.1,"Loperfido, Joey",694388,single,hit_into_play,2,L,R,TOR,KC,X,7,line_drive,1,2,2025,,,,1,1,Bot,165,71.4,16,776893,0.597,4,4,4-Seam Fastball,0,0,0,0,Infield shade,Standard,0.489,0.521
FF,8/3/2025,94.4,"Barger, Addison",680718,strikeout,swinging_strike,2,L,R,TOR,KC,S,2,,1,2,2025,,,,1,6,Bot,,,,776893,,,4,4-Seam Fastball,2,1,1,2,Strategic,Standard,-0.18,0.714
SI,8/3/2025,93.8,"Varsho, Daulton",662139,strikeout,swinging_strike,2,L,L,TOR,KC,S,2,,3,2,2025,,,,0,7,Bot,,,,776893,,,7,Sinker,2,1,1,2,Strategic,Standard,-0.345,0.793
FF,8/3/2025,97.8,"Varsho, Daulton",662139,strikeout,swinging_strike,12,L,R,TOR,KC,S,2,,0,2,2025,,,,1,9,Bot,,,,776893,,,3,4-Seam Fastball,2,2,2,2,Strategic,Standard,-0.163,0.564
FF,8/3/2025,97.9,"Lukes, Nathan",664770,field_out,hit_into_play,3,L,R,TOR,KC,X,6,ground_ball,1,2,2025,,,,0,8,Bot,88,86.5,4,776893,0.348,2,5,4-Seam Fastball,2,2,2,2,Standard,Standard,-0.189,0.594
CH,8/3/2025,88.7,"Lukes, Nathan",664770,single,hit_into_play,9,L,R,TOR,KC,X,8,line_drive,1,2,2025,,664702,,0,10,Bot,214,84,15,776893,0.947,4,4,Changeup,2,7,7,3,Standard,Standard,0.62,0.017
CU,8/3/2025,79.4,"Lukes, Nathan",664770,field_out,hit_into_play,9,L,R,TOR,KC,X,7,fly_ball,1,2,2025,,,,0,1,Bot,232,75.4,39,776893,0.172,3,4,Curveball,0,0,0,0,Strategic,Standard,-0.189,0.541
FC,8/2/2025,87.5,"Sánchez, Ali",645305,single,hit_into_play,1,R,L,TOR,KC,X,7,line_drive,3,2,2025,,,,0,7,Bot,262,100.4,16,776900,0.587,4,8,Cutter,3,2,2,3,Strategic,Standard,0.353,0.793
CU,8/2/2025,84.4,"Straw, Myles",664702,strikeout,swinging_strike_blocked,14,R,L,TOR,KC,S,2,,2,2,2025,,,666182,2,6,Bot,,,,776900,,,5,Curveball,3,1,1,3,Standard,Standard,-0.216,0.827
SL,8/2/2025,84.6,"Barger, Addison",680718,field_out,hit_into_play,5,L,L,TOR,KC,X,8,line_drive,0,2,2025,,,666182,0,6,Bot,359,101.1,20,776900,0.365,5,3,Slider,3,1,1,3,Standard,Standard,-0.146,0.857
CU,8/2/2025,81.6,"Schneider, Davis",676914,field_out,hit_into_play,3,R,L,TOR,KC,X,8,fly_ball,2,2,2025,,,,0,5,Bot,231,94.1,54,776900,0.015,3,5,Curveball,3,0,0,3,Strategic,Standard,-0.232,0.883
FF,8/2/2025,94.2,"France, Ty",664034,single,hit_into_play,5,R,L,TOR,KC,X,7,line_drive,3,2,2025,,,,0,4,Bot,192,84.1,14,776900,0.873,4,6,4-Seam Fastball,3,0,0,3,Strategic,Standard,0.353,0.862
CU,8/2/2025,82.3,"Clement, Ernie",676391,field_out,hit_into_play,4,R,L,TOR,KC,X,8,fly_ball,0,2,2025,,676914,,1,3,Bot,300,92.2,40,776900,0.02,3,3,Curveball,2,0,0,2,Standard,Standard,-0.172,0.769
CU,8/2/2025,82,"Schneider, Davis",676914,single,hit_into_play,5,R,L,TOR,KC,X,9,fly_ball,3,2,2025,664702,623168,,1,3,Bot,206,65.3,35,776900,0.701,4,8,Curveball,0,0,0,2,Infield shade,Standard,0.494,0.653
FC,8/2/2025,89.6,"France, Ty",664034,field_out,hit_into_play,11,R,L,TOR,KC,X,3,ground_ball,2,2,2025,,,,2,2,Bot,39,44.4,4,776900,0.128,1,7,Cutter,0,0,0,0,Strategic,Standard,-0.224,0.509
SL,8/2/2025,87,"Straw, Myles",664702,strikeout,swinging_strike,14,R,R,TOR,KC,S,2,,1,2,2025,,680718,,2,8,Bot,,,,776900,,,4,Slider,4,2,2,4,Standard,Standard,-0.208,0.932
SL,8/2/2025,87.6,"Barger, Addison",680718,force_out,hit_into_play,14,L,R,TOR,KC,X,3,ground_ball,2,2,2025,,,666182,0,8,Bot,7,49.9,-15,776900,0.107,1,7,Slider,4,2,2,4,Infield shade,Standard,-0.294,0.947
CU,8/2/2025,82,"Clement, Ernie",676391,field_out,hit_into_play,6,R,L,TOR,KC,X,9,fly_ball,2,2,2025,,,,1,1,Bot,285,86.5,32,776900,0.018,3,5,Curveball,0,0,0,0,Standard,Standard,-0.228,0.524
CH,8/2/2025,89,"Bichette, Bo",666182,single,hit_into_play,4,R,R,TOR,KC,X,7,line_drive,2,2,2025,,,,0,8,Bot,267,97,15,776900,0.782,4,6,Changeup,4,2,2,4,Strategic,Standard,0.465,0.937
