"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","b_rbi","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_gnd_into_dp","b_hit_by_pitch","b_intent_walk","b_sac_bunt","b_sac_fly","xba","xslg","woba","xwoba","xobp","xiso","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"McCarthy, Jake",664983,2023,25,276,312,67,53,7,5,2,62,26,19.9,8.3,".243",".326",".318","0.644","0.083","16","90","4","26","4","5","0","4","1",".241",".336",".289",".295",".318",".095","85.3","7.5",32,5,2.3,6.8,23.7,23.7,"95.717509423","91.881453188",22.6,51.1
"Suwinski, Jack",669261,2023,24,447,534,100,51,21,2,26,172,75,32.2,14,".224",".454",".339","0.793","0.230","74","203","2","13","2","6","2","0","6",".214",".465",".341",".346",".334",".250","90.5","22.4",34.2,44,15.7,7.5,17.8,43.4,"102.173377122","95.316292734",30.1,39
"Jung, Josh",673962,2023,25,478,515,127,78,25,1,23,151,30,29.3,5.8,".266",".467",".315","0.782","0.201","70","223","3","1","7","5","0","0","2",".254",".481",".334",".334",".304",".227","91.8","15",41.9,39,11.9,7.9,27.1,47.4,"101.620526098","95.373200793",29.7,51.8
"LeMahieu, DJ",518934,2023,34,497,562,121,81,22,3,15,125,60,22.2,10.7,".243",".390",".327","0.717","0.147","44","194","2","2","14","3","2","0","2",".252",".394",".315",".323",".336",".142","89.6","3.8",31.6,22,5.9,6.4,28.6,43,"100.265359786","94.32212244",19.7,39.2
"Meneses, Joey",608841,2023,31,611,657,168,118,36,1,13,130,38,19.8,5.8,".275",".401",".321","0.722","0.126","89","245","0","0","15","5","0","0","3",".244",".365",".314",".289",".293",".122","89.4","9.4",32.9,26,5.4,5,26.2,41.7,"99.929364091","94.237468244",23.6,47.6
"Nimmo, Brandon",607043,2023,30,592,682,162,102,30,6,24,146,74,21.4,10.9,".274",".466",".363","0.829","0.192","68","276","3","3","6","11","0","1","4",".257",".457",".359",".352",".350",".200","91.8","12.2",33.5,43,9.5,6.4,23.7,47.9,"101.50757","95.462726837",22,42.4
"Suzuki, Seiya",673548,2023,28,515,583,147,90,31,6,20,130,59,22.3,10.1,".285",".485",".357","0.842","0.200","74","250","7","6","8","2","3","0","7",".278",".475",".358",".357",".354",".197","91.4","10.8",36.5,41,10.5,8.2,27.3,48,"102.157061122","95.610201816",21.3,40.9
"Moncada, Yoán",660162,2023,28,334,357,87,55,20,1,11,107,20,30,5.6,".260",".425",".305","0.730","0.165","40","142","0","1","6","2","0","0","1",".253",".431",".315",".315",".298",".178","89.4","12.3",42.5,23,10.1,8.3,27.2,39,"99.983863509","94.177039383",30.7,46.8
"Hoerner, Nico",663538,2023,26,619,688,175,135,27,4,9,83,49,12.1,7.1,".283",".383",".346","0.729","0.100","68","237","7","43","12","14","0","1","5",".272",".361",".322",".313",".338",".089","86.6","10.5",33.2,10,1.8,4.2,24.9,33.4,"97.320472852","92.695131651",12.5,45.6
"Caratini, Victor",605170,2023,29,201,226,52,41,4,0,7,45,19,19.9,8.4,".259",".383",".327","0.710","0.124","25","77","1","1","8","3","0","0","3",".256",".377",".312",".309",".325",".121","91.3","10.8",23.3,8,5,3.8,30.2,44.7,"101.5286345","95.04057195",21.1,45.3
"Sabol, Blake",666165,2023,25,310,344,73,50,10,0,13,117,24,34,7,".235",".394",".301","0.695","0.159","44","122","2","4","4","6","0","2","2",".196",".373",".303",".281",".267",".177","89.1","16.1",31,22,11.2,6.1,18.3,38.6,"100.063637128","94.216608032",35.6,52.3
"Davis, Henry",680779,2023,23,225,255,48,31,10,0,7,69,25,27.1,9.8,".213",".351",".302","0.653","0.138","24","79","5","3","3","4","2","0","1",".219",".345",".287",".290",".307",".126","88.6","12.5",35,11,7,5.7,25.5,41.4,"100.600949494","94.584235478",27,44.5
"Franco, Wander",677551,2023,22,442,491,124,78,23,6,17,69,42,14.1,8.6,".281",".475",".344","0.819","0.194","58","210","10","30","18","3","3","0","4",".296",".488",".349",".365",".360",".192","89.4","8.9",35,29,7.7,5,30,43,"99.940366243","94.232389735",14.8,45.2
"Duvall, Adam",594807,2023,34,320,353,79,32,24,2,21,110,22,31.2,6.2,".247",".531",".303","0.834","0.284","58","170","0","4","0","6","1","0","5",".207",".441",".347",".305",".270",".233","88.8","28.9",33,28,13,5.6,20.9,39.1,"100.072491121","94.161800748",31,48.3
"Moniak, Mickey",666160,2023,25,311,323,87,50,21,2,14,113,9,35,2.8,".280",".495",".307","0.802","0.215","45","154","3","6","4","3","1","0","0",".244",".450",".339",".307",".272",".206","89","19.7",38.9,25,12.6,3.5,29.3,39.2,"100.288235","94.38207288",38.8,61.7
"Bellinger, Cody",641355,2023,27,499,556,153,97,29,1,26,87,40,15.6,7.2,".307",".525",".356","0.881","0.218","97","262","6","20","7","5","3","0","12",".266",".436",".370",".328",".324",".170","87.9","17.2",38,26,6.1,5.4,26.7,31.4,"97.661544057","92.874372388",20.1,49.9
"Hedges, Austin",595978,2023,30,185,212,34,28,5,0,1,47,11,22.2,5.2,".184",".227",".234","0.461","0.043","16","42","0","1","7","2","0","10","3",".216",".295",".209",".256",".271",".078","87.2","15.4",29.1,1,0.7,4,29.1,31.1,"97.087257286","92.598786763",28,52.1
"Garcia, Maikel",672580,2023,23,464,515,126,98,20,4,4,115,38,22.3,7.4,".272",".358",".323","0.681","0.086","50","166","7","23","9","2","0","1","10",".270",".397",".299",".320",".327",".127","91.8","6.1",36.9,14,3.9,9.4,31.7,50.6,"101.538604663","95.500565408",19.5,43.1
"Merrifield, Whit",593160,2023,34,547,592,149,111,27,0,11,101,36,17.1,6.1,".272",".382",".318","0.700","0.110","67","209","10","26","15","3","2","0","6",".241",".340",".304",".278",".290",".099","85.1","14.4",37.2,11,2.4,5.3,26.5,24.3,"94.880835796","91.453019024",19.5,51.1
"Drury, Brandon",592273,2023,30,485,523,127,68,30,3,26,136,25,26,4.8,".262",".497",".306","0.803","0.235","83","241","2","0","14","8","0","0","5",".247",".443",".339",".317",".294",".196","89.9","11.8",35,39,11,7.6,22.6,46.3,"101.80875267","95.132794574",30.2,51.6
"Pasquantino, Vinnie",686469,2023,25,231,260,57,31,17,0,9,31,25,11.9,9.6,".247",".437",".324","0.761","0.190","26","101","0","0","7","2","2","0","1",".277",".457",".327",".349",".353",".180","89.3","17.4",37.8,15,7.5,8.5,27.4,40.3,"99.9938884","94.167852814",17.4,46.5
"Thaiss, Matt",642136,2023,28,262,307,56,41,6,0,9,83,36,27,11.7,".214",".340",".319","0.659","0.126","31","89","0","2","4","6","1","0","3",".227",".412",".295",".332",".334",".185","88.5","9.2",34.6,19,10.4,6.6,23.1,40.7,"100.494365275","94.474114254",34.2,46
"Arcia, Orlando",606115,2023,28,488,533,129,87,25,0,17,102,39,19.1,7.3,".264",".420",".321","0.741","0.156","65","205","0","1","14","3","0","0","3",".242",".396",".321",".306",".302",".154","88.2","5.4",30.6,27,6.9,4.6,21.9,41.1,"99.189217927","93.735384508",24.3,46.2
"Perdomo, Geraldo",672695,2023,23,407,495,100,70,20,4,6,86,64,17.4,12.9,".246",".359",".353","0.712","0.113","47","146","4","16","2","6","1","14","4",".203",".277",".319",".277",".318",".074","85.7","16.4",35.4,3,0.9,4.4,20.1,19.5,"94.552794268","91.28665535",15.1,39.1
"Taveras, Leody",665750,2023,24,511,554,136,88,31,3,14,117,35,21.1,6.3,".266",".421",".312","0.733","0.155","67","215","4","14","3","1","0","3","4",".266",".412",".316",".320",".316",".146","90.1","10.2",35.2,29,7.2,5.5,28.7,43.1,"100.592817638","94.514120854",24.2,49.4
"Lindor, Francisco",596019,2023,29,602,687,153,87,33,2,31,137,66,19.9,9.6,".254",".470",".336","0.806","0.216","98","283","4","31","8","12","1","0","7",".250",".462",".346",".346",".335",".212","91.2","19.2",35.8,49,10.4,7.2,23.3,43.9,"100.821281314","94.916417775",22.8,48
