pitch_type,game_date,release_speed,player_name,batter,events,description,zone,b_swings,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hit_distance_sc,launch_speed,launch_angle,game_pk,estimated_ba_using_speedangle,launch_speed_angle,pitch_number,pitch_name,home_score,away_score,post_away_score,post_home_score,if_fielding_alignment,of_fielding_alignment,delta_run_exp,bat_win_exp
FF,9/29/2024,90.3,"Grichuk, Randal",545341,home_run,hit_into_play,6,R,R,AZ,SD,X,,fly_ball,3,2,2024,,677950,,2,8,Bot,392,102.7,31,747147,0.626,6,9,4-Seam Fastball,9,2,2,11,Standard,Standard,1.593,0.999
KN,9/29/2024,75.9,"Carroll, Corbin",682998,field_out,hit_into_play,11,L,R,AZ,SD,X,4,fly_ball,2,2,2024,,,,0,8,Bot,191,80.2,59,747147,0.026,3,5,Knuckleball,9,2,2,9,Infield shade,Standard,-0.227,0.999
KN,9/29/2024,77.8,"Marte, Ketel",606466,field_out,hit_into_play,8,L,R,AZ,SD,X,8,line_drive,1,2,2024,,664983,,2,7,Bot,380,106.2,18,747147,0.444,6,4,Knuckleball,9,2,2,9,Infield shade,Standard,-0.212,0.997
KN,9/29/2024,78.5,"Perdomo, Geraldo",672695,strikeout,called_strike,4,L,R,AZ,SD,S,2,,2,2,2024,,,664983,1,7,Bot,,,,747147,,,5,Knuckleball,9,2,2,9,Infield shade,Standard,-0.229,0.997
KN,9/29/2024,83,"McCarthy, Jake",664983,single,hit_into_play,9,L,R,AZ,SD,X,3,ground_ball,1,2,2024,,,,0,7,Bot,9,90.1,-11,747147,0.173,2,4,Knuckleball,9,2,2,9,Standard,Standard,0.516,0.997
FF,9/29/2024,90.3,"Suárez, Eugenio",553993,home_run,hit_into_play,2,R,R,AZ,SD,X,,fly_ball,2,2,2024,,,,0,7,Bot,438,106.8,28,747147,1,6,7,4-Seam Fastball,8,2,2,9,Strategic,Standard,1.142,0.993
FF,9/29/2024,90,"Marte, Ketel",606466,field_out,hit_into_play,11,R,L,AZ,SD,X,8,fly_ball,2,2,2024,,672515,,1,3,Bot,320,91.5,40,747147,0.008,3,6,4-Seam Fastball,0,1,1,0,Standard,Standard,-0.203,0.454
KN,9/29/2024,81.1,"Carroll, Corbin",682998,force_out,hit_into_play,1,L,R,AZ,SD,X,6,ground_ball,0,2,2024,,,606466,1,6,Bot,15,102.6,-10,747147,0.316,2,3,Knuckleball,7,2,2,7,Infield shade,Standard,-0.222,0.973
FF,9/29/2024,90.9,"Marte, Ketel",606466,force_out,hit_into_play,2,L,R,AZ,SD,X,6,ground_ball,1,2,2024,,,672695,0,6,Bot,36,97.2,-4,747147,0.296,2,7,4-Seam Fastball,7,2,2,7,Infield shade,Standard,-0.295,0.976
SI,9/29/2024,90.6,"Perdomo, Geraldo",672695,single,hit_into_play,5,L,R,AZ,SD,X,9,line_drive,2,2,2024,,,,0,6,Bot,228,102.8,14,747147,0.745,4,6,Sinker,7,2,2,7,Strategic,Standard,0.476,0.974
FC,9/29/2024,82.2,"McCarthy, Jake",664983,strikeout,swinging_strike,14,L,L,AZ,SD,S,2,,0,2,2024,,,,2,2,Bot,,,,747147,,,3,Cutter,0,1,1,0,Strategic,Standard,-0.157,0.395
SI,9/29/2024,89.8,"Suárez, Eugenio",553993,strikeout,called_strike,13,R,L,AZ,SD,S,2,,3,2,2024,,,,1,2,Bot,,,,747147,,,6,Sinker,0,1,1,0,Standard,Standard,-0.332,0.422
KN,9/29/2024,80.1,"Moreno, Gabriel",672515,strikeout,swinging_strike,14,R,R,AZ,SD,S,2,,1,2,2024,,664983,,2,5,Bot,,,,747147,,,4,Knuckleball,7,1,1,7,Standard,Standard,-0.213,0.976
ST,9/29/2024,83,"Suárez, Eugenio",553993,strikeout,swinging_strike,14,R,R,AZ,SD,S,2,,1,2,2024,,545341,,1,5,Bot,,,,747147,,,4,Sweeper,6,1,1,6,Standard,Standard,-0.198,0.962
CU,9/29/2024,78.4,"Walker, Christian",572233,grounded_into_double_play,hit_into_play,14,R,L,AZ,SD,X,5,ground_ball,0,2,2024,,606466,666971,1,1,Bot,35,82.4,0,747147,0.192,2,3,Curveball,0,0,0,0,Standard,Standard,-0.22,0.569
FC,9/29/2024,84.6,"Carroll, Corbin",682998,strikeout,swinging_strike,7,L,L,AZ,SD,S,2,,0,2,2024,,,606466,0,1,Bot,,,,747147,,,3,Cutter,0,0,0,0,Infield shade,Standard,-0.15,0.57
SI,9/29/2024,90.5,"Marte, Ketel",606466,single,hit_into_play,6,R,L,AZ,SD,X,7,ground_ball,2,2,2024,,,,0,1,Bot,17,107.2,-9,747147,0.349,2,5,Sinker,0,0,0,0,Standard,Standard,0.476,0.545
KN,9/29/2024,77.4,"Gurriel Jr., Lourdes",666971,field_out,hit_into_play,14,R,R,AZ,SD,X,6,ground_ball,1,2,2024,,682998,,2,4,Bot,106,83.5,6,747147,0.361,4,5,Knuckleball,6,1,1,6,Standard,Standard,-0.211,0.942
ST,9/28/2024,83.6,"Gurriel Jr., Lourdes",666971,strikeout,swinging_strike,14,R,R,AZ,SD,S,2,,0,2,2024,682998,592626,,2,6,Bot,,,,747146,,,3,Sweeper,0,0,0,0,Strategic,Standard,-0.176,0.551
FC,9/28/2024,89.1,"Walker, Christian",572233,strikeout,swinging_strike,6,R,R,AZ,SD,S,2,,3,2,2024,,682998,592626,1,6,Bot,,,,747146,,,7,Cutter,0,0,0,0,Infield shade,Standard,-0.299,0.642
FC,9/28/2024,89.2,"Carroll, Corbin",682998,double,hit_into_play,8,L,R,AZ,SD,X,9,line_drive,0,2,2024,,,,0,6,Bot,270,106.9,15,747146,0.666,5,5,Cutter,0,0,0,0,Infield shade,Standard,0.784,0.562
SI,9/28/2024,94,"Suárez, Eugenio",553993,field_out,hit_into_play,5,R,R,AZ,SD,X,9,fly_ball,2,2,2024,,,,0,5,Bot,356,102,40,747146,0.278,5,5,Sinker,0,0,0,0,Strategic,Standard,-0.227,0.562
FF,9/28/2024,94.8,"McCarthy, Jake",664983,field_out,hit_into_play,5,L,R,AZ,SD,X,7,line_drive,2,2,2024,,,572233,2,4,Bot,272,80.8,27,747146,0.174,3,5,4-Seam Fastball,0,0,0,0,Infield shade,Standard,-0.234,0.524
FF,9/28/2024,93.5,"Gurriel Jr., Lourdes",666971,field_out,hit_into_play,6,R,R,AZ,SD,X,9,fly_ball,1,2,2024,,,572233,1,4,Bot,263,89.8,47,747146,0.001,3,4,4-Seam Fastball,0,0,0,0,Standard,Standard,-0.186,0.552
ST,9/28/2024,84.2,"Pederson, Joc",592626,field_out,hit_into_play,8,L,R,AZ,SD,X,9,fly_ball,1,2,2024,,,,0,4,Bot,263,98.5,51,747146,0.008,3,4,Sweeper,0,0,0,0,Infield shade,Standard,-0.186,0.552
FC,9/28/2024,90.1,"Carroll, Corbin",682998,field_out,hit_into_play,4,L,R,AZ,SD,X,6,ground_ball,3,2,2024,,672695,,1,3,Bot,3,90.3,-44,747146,0.116,2,6,Cutter,0,0,0,0,Infield shade,Standard,-0.273,0.58
ST,9/28/2024,82.8,"Perdomo, Geraldo",672695,force_out,hit_into_play,7,L,R,AZ,SD,X,4,ground_ball,1,2,2024,,,672515,0,3,Bot,32,88.6,-1,747146,0.259,2,4,Sweeper,0,0,0,0,Infield shade,Standard,-0.295,0.584
FC,9/28/2024,90.3,"Suárez, Eugenio",553993,strikeout,called_strike,4,R,R,AZ,SD,S,2,,3,2,2024,,,,2,2,Bot,,,,747146,,,8,Cutter,0,0,0,0,Standard,Standard,-0.325,0.513
SL,9/28/2024,85,"Suárez, Eugenio",553993,strikeout,swinging_strike,14,R,L,AZ,SD,S,2,,3,2,2024,572233,,,2,9,Bot,,,,747146,,,7,Slider,0,5,5,0,Standard,Standard,-0.252,0.002
CH,9/28/2024,89.3,"Marte, Ketel",606466,force_out,hit_into_play,14,R,L,AZ,SD,X,6,ground_ball,1,2,2024,,,672695,1,8,Bot,5,100.4,-15,747146,0.22,2,4,Changeup,0,0,0,0,Standard,Standard,-0.244,0.591
SI,9/28/2024,95,"Pederson, Joc",592626,strikeout,called_strike,3,L,R,AZ,SD,S,2,,1,2,2024,,,606466,1,1,Bot,,,,747146,,,4,Sinker,0,0,0,0,Infield shade,Standard,-0.182,0.542
SI,9/28/2024,95.1,"Moreno, Gabriel",672515,strikeout,swinging_strike,6,R,R,AZ,SD,S,2,,2,2,2024,,,,2,7,Bot,,,,747146,,,5,Sinker,0,0,0,0,Strategic,Standard,-0.219,0.518
FS,9/28/2024,86.7,"Bell, Josh",605137,strikeout,swinging_strike,14,R,L,AZ,SD,S,2,,2,2,2024,,,572233,1,9,Bot,,,,747146,,,5,Split-Finger,0,5,5,0,Standard,Standard,-0.229,0.006
FF,9/27/2024,93.5,"Walker, Christian",572233,field_out,hit_into_play,3,R,R,AZ,SD,X,9,line_drive,1,2,2024,,,,0,6,Bot,329,99.5,19,747145,0.326,4,4,4-Seam Fastball,2,5,5,2,Strategic,Standard,-0.186,0.155
SL,9/27/2024,88.1,"Gurriel Jr., Lourdes",666971,single,hit_into_play,9,R,R,AZ,SD,X,8,line_drive,1,2,2024,,,,0,4,Bot,191,106,9,747145,0.792,4,6,Slider,2,5,5,2,Strategic,Standard,0.516,0.208
ST,9/27/2024,84.3,"Walker, Christian",572233,strikeout,swinging_strike,14,R,R,AZ,SD,S,2,,3,2,2024,,,,2,3,Bot,,,,747145,,,6,Sweeper,2,4,4,2,Strategic,Standard,-0.325,0.284
SL,9/27/2024,89.6,"Carroll, Corbin",682998,strikeout,swinging_strike_blocked,14,L,R,AZ,SD,S,2,,0,2,2024,,,672515,2,2,Bot,,,,747145,,,3,Slider,2,4,4,2,Infield shade,Standard,-0.17,0.302
ST,9/27/2024,84.4,"Perdomo, Geraldo",672695,strikeout,swinging_strike,14,L,R,AZ,SD,S,2,,2,2,2024,,,672515,1,2,Bot,,,,747145,,,5,Sweeper,2,4,4,2,Infield shade,Standard,-0.229,0.339
ST,9/27/2024,85.9,"Suárez, Eugenio",553993,strikeout,swinging_strike,9,R,R,AZ,SD,S,2,,2,2,2024,,,,0,2,Bot,,,,747145,,,6,Sweeper,2,4,4,2,Strategic,Standard,-0.227,0.337
CH,9/27/2024,91.6,"Marte, Ketel",606466,strikeout,called_strike,14,L,R,AZ,SD,S,2,,2,2,2024,,,682998,1,9,Bot,,,,747145,,,6,Changeup,3,5,5,3,Infield shade,Strategic,-0.229,0.102
SL,9/27/2024,83.6,"Moreno, Gabriel",672515,field_out,hit_into_play,14,R,R,AZ,SD,X,6,ground_ball,1,2,2024,,,553993,2,8,Bot,5,83.1,-27,747145,0.038,2,4,Slider,3,5,5,3,Standard,Standard,-0.197,0.106
SI,9/27/2024,97.9,"Grichuk, Randal",545341,double,hit_into_play,6,R,L,AZ,SD,X,8,fly_ball,3,2,2024,,,,2,7,Bot,408,104.1,23,747145,0.64,6,7,Sinker,3,5,5,3,Standard,Standard,0.545,0.157
FS,9/27/2024,84.7,"Perdomo, Geraldo",672695,field_out,hit_into_play,7,L,R,AZ,SD,X,4,ground_ball,0,2,2024,553993,672515,,2,6,Bot,11,81.6,-10,747145,0.088,2,3,Split-Finger,3,5,5,3,Infield shade,Standard,-0.177,0.241
CH,9/27/2024,88.2,"Gurriel Jr., Lourdes",666971,field_out,hit_into_play,5,R,R,AZ,SD,X,5,ground_ball,3,2,2024,,,,0,8,Bot,41,77.8,0,747145,0.133,2,6,Changeup,3,5,5,3,Standard,Standard,-0.333,0.179
SL,9/27/2024,89.6,"Smith, Pavin",656976,strikeout,called_strike,7,L,R,AZ,SD,S,2,,1,2,2024,,666971,,1,6,Bot,,,,747145,,,8,Slider,2,5,5,2,Infield shade,Standard,-0.198,0.169
SI,9/27/2024,99.3,"Perdomo, Geraldo",672695,field_out,hit_into_play,8,L,R,AZ,SD,X,8,line_drive,2,2,2024,,,,0,9,Bot,336,101.3,16,747145,0.595,4,8,Sinker,3,5,5,3,Infield shade,Standard,-0.227,0.088
SI,9/27/2024,96.8,"Carroll, Corbin",682998,field_out,hit_into_play,3,L,L,AZ,SD,X,7,fly_ball,1,2,2024,,,,0,7,Bot,297,94.1,47,747145,0.008,3,4,Sinker,3,5,5,3,Infield shade,Standard,-0.186,0.209
ST,9/27/2024,79.5,"Walker, Christian",572233,strikeout,swinging_strike_blocked,14,R,R,AZ,SD,S,2,,0,2,2024,,545341,,2,7,Bot,,,,747145,,,3,Sweeper,3,5,5,3,Standard,Standard,-0.195,0.169
ST,9/25/2024,82.3,"Suárez, Eugenio",553993,strikeout,swinging_strike,12,R,R,AZ,SF,S,2,,0,2,2024,572233,666971,664983,1,3,Bot,,,,747144,,,4,Sweeper,3,1,1,3,Standard,Standard,-0.16,0.81
ST,9/25/2024,82.6,"Walker, Christian",572233,force_out,hit_into_play,12,R,R,AZ,SF,X,4,ground_ball,2,2,2024,,,592626,0,3,Bot,6,78.3,-31,747144,0.052,2,6,Sweeper,3,1,1,3,Standard,Standard,-0.34,0.786
SI,9/25/2024,93.3,"Moreno, Gabriel",672515,single,hit_into_play,4,R,R,AZ,SF,X,8,ground_ball,1,2,2024,,664983,553993,1,2,Bot,39,95.9,-1,747144,0.344,2,4,Sinker,1,1,1,2,Standard,Standard,0.544,0.579
SI,9/25/2024,94.8,"Gurriel Jr., Lourdes",666971,grounded_into_double_play,hit_into_play,6,R,R,AZ,SF,X,4,ground_ball,3,2,2024,,592626,572233,1,4,Bot,112,103.4,5,747144,0.608,4,7,Sinker,5,1,1,5,Standard,Standard,-0.364,0.926
FF,9/25/2024,97.6,"Walker, Christian",572233,strikeout,swinging_strike,11,R,L,AZ,SF,S,2,,1,2,2024,,682998,545341,2,6,Bot,,,,747144,,,4,4-Seam Fastball,5,1,1,5,Strategic,Standard,-0.189,0.947
CH,9/25/2024,89.1,"Marte, Ketel",606466,field_out,hit_into_play,11,L,R,AZ,SF,X,8,fly_ball,1,2,2024,,672695,682998,1,8,Bot,366,95.3,26,747144,0.211,5,6,Changeup,5,2,2,5,Standard,Standard,-0.175,0.975
SI,9/25/2024,93.1,"Moreno, Gabriel",672515,strikeout,foul_tip,3,R,L,AZ,SF,S,2,,2,2,2024,,,,2,5,Bot,,,,747144,,,5,Sinker,5,1,1,5,Strategic,Standard,-0.219,0.921
SI,9/25/2024,93.1,"Walker, Christian",572233,double,hit_into_play,2,R,R,AZ,SF,X,,fly_ball,3,2,2024,,,,0,2,Bot,353,100,23,747144,0.395,5,7,Sinker,0,1,1,0,Strategic,Standard,0.614,0.449
SI,9/25/2024,92.9,"Suárez, Eugenio",553993,field_out,hit_into_play,1,R,L,AZ,SF,X,5,ground_ball,3,2,2024,,,,1,5,Bot,11,56.6,-15,747144,0.075,1,6,Sinker,5,1,1,5,Infield shade,Standard,-0.332,0.926
SL,9/25/2024,90,"Suárez, Eugenio",553993,strikeout,swinging_strike,7,R,R,AZ,SF,S,2,,1,2,2024,,,,2,7,Bot,,,,747144,,,4,Slider,5,1,1,5,Strategic,Standard,-0.18,0.965
FF,9/25/2024,96.5,"Marte, Ketel",606466,field_out,hit_into_play,1,R,L,AZ,SF,X,5,popup,2,2,2024,,,682998,1,6,Bot,85,73.1,73,747144,0.001,3,5,4-Seam Fastball,5,1,1,5,Infield shade,Standard,-0.233,0.95
FF,9/25/2024,94.7,"Pederson, Joc",592626,strikeout,called_strike,6,L,R,AZ,SF,S,2,,0,2,2024,,,,2,1,Bot,,,,747144,,,3,4-Seam Fastball,0,0,0,0,Standard,Standard,-0.157,0.506
SI,9/25/2024,93.1,"McCarthy, Jake",664983,field_out,hit_into_play,4,L,L,AZ,SF,X,6,ground_ball,2,2,2024,,,,0,5,Bot,13,103.9,-10,747144,0.368,2,7,Sinker,5,1,1,5,Standard,Standard,-0.227,0.93
SI,9/25/2024,92.9,"Marte, Ketel",606466,strikeout_double_play,swinging_strike,2,L,R,AZ,SF,S,2,,3,2,2024,,,682998,0,1,Bot,,,,747144,,,6,Sinker,0,0,0,0,Infield shade,Standard,-0.346,0.591
SL,9/25/2024,89.8,"Gurriel Jr., Lourdes",666971,strikeout,swinging_strike,13,R,R,AZ,SF,S,2,,1,2,2024,,,,0,7,Bot,,,,747144,,,7,Slider,5,1,1,5,Strategic,Standard,-0.186,0.97
SI,9/25/2024,95.4,"Perdomo, Geraldo",672695,field_out,hit_into_play,2,L,R,AZ,SF,X,8,fly_ball,3,2,2024,666971,664983,672515,2,3,Bot,333,94.2,25,747144,0.153,3,6,Sinker,4,1,1,4,Standard,Standard,-0.368,0.858
SL,9/25/2024,84.4,"Carroll, Corbin",682998,force_out,hit_into_play,7,L,L,AZ,SF,X,1,ground_ball,0,2,2024,,,672695,0,6,Bot,2,64.3,-47,747144,0.312,2,3,Slider,5,1,1,5,Standard,Standard,-0.262,0.955
FC,9/25/2024,92.7,"Moreno, Gabriel",672515,strikeout,swinging_strike,2,R,R,AZ,SF,S,2,,0,2,2024,,,,0,8,Bot,,,,747144,,,3,Cutter,5,2,2,5,Strategic,Standard,-0.163,0.971
CH,9/24/2024,87.7,"Pederson, Joc",592626,field_out,hit_into_play,13,L,R,AZ,SF,X,6,ground_ball,2,2,2024,,606466,,1,6,Bot,,,,747149,,,5,Changeup,0,10,10,0,Standard,Standard,-0.199,0.003
CH,9/24/2024,86.7,"Marte, Ketel",606466,double,hit_into_play,7,L,R,AZ,SF,X,8,fly_ball,1,2,2024,,,,1,6,Bot,406,103,23,747149,0.594,6,4,Changeup,0,10,10,0,Strategic,Standard,0.731,0.002
CH,9/24/2024,88.6,"Carroll, Corbin",682998,strikeout,swinging_strike,7,L,R,AZ,SF,S,2,,1,2,2024,,,,0,6,Bot,,,,747149,,,4,Changeup,0,10,10,0,Standard,Standard,-0.186,0.003
ST,9/24/2024,85.7,"Perdomo, Geraldo",672695,strikeout,swinging_strike,8,L,R,AZ,SF,S,2,,1,2,2024,,,,2,5,Bot,,,,747149,,,4,Sweeper,0,10,10,0,Standard,Standard,-0.18,0.003
SI,9/24/2024,93.3,"Moreno, Gabriel",672515,field_out,hit_into_play,8,R,R,AZ,SF,X,4,ground_ball,3,2,2024,,,,1,5,Bot,11,105.9,-10,747149,0.294,2,8,Sinker,0,10,10,0,Strategic,Standard,-0.332,0.003
ST,9/24/2024,85.1,"Walker, Christian",572233,field_out,hit_into_play,9,R,R,AZ,SF,X,8,fly_ball,2,2,2024,,,,1,4,Bot,342,94.1,35,747149,0.063,3,5,Sweeper,0,8,8,0,Strategic,Standard,-0.225,0.017
SI,9/24/2024,94.4,"Pederson, Joc",592626,field_out,hit_into_play,13,L,R,AZ,SF,X,6,ground_ball,2,2,2024,,,,0,4,Bot,94,106.4,4,747149,0.571,4,5,Sinker,0,8,8,0,Standard,Standard,-0.227,0.02
ST,9/24/2024,85.7,"Marte, Ketel",606466,field_out,hit_into_play,9,L,R,AZ,SF,X,3,ground_ball,2,2,2024,,682998,,2,3,Bot,4,85.1,-25,747149,0.055,2,5,Sweeper,0,7,7,0,Standard,Standard,-0.248,0.038
SI,9/24/2024,93.7,"Carroll, Corbin",682998,single,hit_into_play,4,L,R,AZ,SF,X,8,ground_ball,1,2,2024,,,,2,3,Bot,30,108.9,-3,747149,0.432,4,4,Sinker,0,7,7,0,Standard,Standard,0.408,0.032
FC,9/24/2024,92.3,"Perdomo, Geraldo",672695,strikeout,swinging_strike,1,L,R,AZ,SF,S,2,,0,2,2024,,,,1,3,Bot,,,,747149,,,6,Cutter,0,7,7,0,Standard,Standard,-0.162,0.036
ST,9/24/2024,85,"Newman, Kevin",621028,field_out,hit_into_play,6,R,R,AZ,SF,X,9,fly_ball,0,2,2024,,605137,656976,2,9,Bot,321,91.7,34,747149,0.05,3,3,Sweeper,0,11,11,0,Strategic,Standard,-0.185,0.001
ST,9/24/2024,84.5,"Moreno, Gabriel",672515,field_out,hit_into_play,6,R,R,AZ,SF,X,6,ground_ball,2,2,2024,,,,0,3,Bot,6,65.6,-23,747149,0.039,2,5,Sweeper,0,7,7,0,Strategic,Strategic,-0.227,0.044
FC,9/24/2024,91.4,"McCarthy, Jake",664983,field_out,hit_into_play,6,L,R,AZ,SF,X,8,line_drive,3,2,2024,,,,1,2,Bot,291,82.7,29,747149,0.074,3,10,Cutter,0,1,1,0,Standard,Standard,-0.332,0.422
SI,9/24/2024,94.2,"Gurriel Jr., Lourdes",666971,strikeout,called_strike,6,R,R,AZ,SF,S,2,,3,2,2024,,605137,,1,9,Bot,,,,747149,,,6,Sinker,0,11,11,0,Standard,Standard,-0.291,0.001
SI,9/24/2024,95.4,"Bell, Josh",605137,single,hit_into_play,5,L,R,AZ,SF,X,6,ground_ball,1,2,2024,,,,0,9,Bot,8,100.1,-18,747149,0.141,2,5,Sinker,0,11,11,0,Infield shade,Standard,0.516,0.001
FF,9/24/2024,93.6,"Pederson, Joc",592626,grounded_into_double_play,hit_into_play,2,L,R,AZ,SF,X,4,ground_ball,0,2,2024,,682998,606466,0,1,Bot,22,76.2,-6,747149,0.073,2,3,4-Seam Fastball,0,0,0,0,Standard,Standard,-0.201,0.616
FF,9/24/2024,95.9,"Carroll, Corbin",682998,strikeout,foul_tip,1,L,R,AZ,SF,S,2,,3,2,2024,,,,1,8,Bot,,,,747149,,,8,4-Seam Fastball,0,11,11,0,Strategic,Standard,-0.332,0.001
FF,9/24/2024,95,"Suárez, Eugenio",553993,field_out,hit_into_play,2,R,R,AZ,SF,X,8,fly_ball,1,2,2024,,,666971,1,7,Bot,399,103.3,29,747149,0.665,6,5,4-Seam Fastball,0,10,10,0,Standard,Standard,-0.186,0.001
SI,9/24/2024,93.3,"Carroll, Corbin",682998,single,hit_into_play,2,L,R,AZ,SF,X,3,ground_ball,1,2,2024,,,,0,1,Bot,1,53.9,-72,747149,0.192,1,5,Sinker,0,0,0,0,Standard,Standard,0.516,0.541
FF,9/23/2024,97.5,"Walker, Christian",572233,field_out,hit_into_play,6,R,R,AZ,SF,X,4,line_drive,1,2,2024,,645444,672695,2,5,Bot,199,106.5,8,747150,0.718,4,4,4-Seam Fastball,2,5,5,2,Infield shade,Standard,-0.188,0.172
CH,9/23/2024,87.8,"Pederson, Joc",592626,strikeout,called_strike,6,L,R,AZ,SF,S,2,,2,2,2024,,645444,672695,1,5,Bot,,,,747150,,,5,Changeup,2,5,5,2,Standard,Strategic,-0.212,0.236
SL,9/23/2024,86.4,"Carroll, Corbin",682998,strikeout,swinging_strike_blocked,14,L,R,AZ,SF,S,2,,2,2,2024,,,645444,0,5,Bot,,,,747150,,,5,Slider,2,5,5,2,Standard,Standard,-0.228,0.231
SL,9/23/2024,86.4,"Newman, Kevin",621028,strikeout,swinging_strike,14,R,R,AZ,SF,S,2,,0,2,2024,,,,2,4,Bot,,,,747150,,,3,Slider,2,4,4,2,Strategic,Standard,-0.157,0.257
FF,9/23/2024,96.4,"Smith, Pavin",656976,strikeout,swinging_strike,12,L,R,AZ,SF,S,2,,1,2,2024,592626,572233,,2,3,Bot,,,,747150,,,5,4-Seam Fastball,2,3,3,2,Standard,Standard,-0.2,0.427
FF,9/23/2024,97.2,"Perdomo, Geraldo",672695,field_out,hit_into_play,3,L,R,AZ,SF,X,8,fly_ball,2,2,2024,,,682998,1,3,Bot,350,92.6,25,747150,0.15,3,5,4-Seam Fastball,1,3,3,1,Standard,Standard,-0.233,0.326
CH,9/23/2024,89,"Herrera, Jose",645444,field_out,hit_into_play,8,L,R,AZ,SF,X,3,ground_ball,1,2,2024,,,,0,3,Bot,6,96.1,-16,747150,0.148,2,4,Changeup,1,3,3,1,Standard,Strategic,-0.186,0.32
FF,9/23/2024,96.8,"McCarthy, Jake",664983,field_out,hit_into_play,12,L,R,AZ,SF,X,1,ground_ball,1,2,2024,,,,1,2,Bot,3,46.1,-41,747150,0.256,1,6,4-Seam Fastball,1,0,0,1,Strategic,Standard,-0.182,0.631
CH,9/23/2024,87.5,"Suárez, Eugenio",553993,strikeout,swinging_strike,13,R,R,AZ,SF,S,2,,3,2,2024,,,,0,2,Bot,,,,747150,,,6,Changeup,1,0,0,1,Strategic,Standard,-0.333,0.661
FF,9/23/2024,95.6,"Smith, Pavin",656976,field_out,hit_into_play,3,L,R,AZ,SF,X,4,fly_ball,3,2,2024,,592626,,2,1,Bot,203,63.7,44,747150,0.297,3,7,4-Seam Fastball,1,0,0,1,Standard,Standard,-0.298,0.633
SI,9/23/2024,95.9,"McCarthy, Jake",664983,single,hit_into_play,8,L,R,AZ,SF,X,8,ground_ball,2,2,2024,,,,2,6,Bot,19,96.9,-4,747150,0.34,2,5,Sinker,2,5,5,2,Standard,Standard,0.37,0.115
CH,9/23/2024,88.9,"Walker, Christian",572233,field_out,hit_into_play,6,R,L,AZ,SF,X,5,ground_ball,3,2,2024,,,672695,2,7,Bot,108,106,5,747150,0.592,4,6,Changeup,3,6,6,3,Strategic,Standard,-0.32,0.1
SL,9/23/2024,91.4,"Marte, Ketel",606466,strikeout,swinging_strike,14,L,R,AZ,SF,S,2,,3,2,2024,,553993,,2,8,Bot,,,,747150,,,6,Slider,3,6,6,3,Standard,Standard,-0.298,0.066
FF,9/23/2024,96.8,"Walker, Christian",572233,strikeout,swinging_strike,11,R,R,AZ,SF,S,2,,1,2,2024,,592626,,1,1,Bot,,,,747150,,,4,4-Seam Fastball,1,0,0,1,Infield shade,Standard,-0.198,0.653
FC,9/23/2024,90.9,"Suárez, Eugenio",553993,strikeout,called_strike,4,R,R,AZ,SF,S,2,,3,2,2024,,,,1,6,Bot,,,,747150,,,8,Cutter,2,5,5,2,Strategic,Standard,-0.332,0.14
SI,9/23/2024,96.3,"Perdomo, Geraldo",672695,field_out,hit_into_play,3,L,R,AZ,SF,X,6,popup,2,2,2024,,,,2,9,Bot,164,70.3,59,747150,0.026,3,5,Sinker,3,6,6,3,Standard,Standard,-0.219,0.005
FF,9/23/2024,97.7,"Bell, Josh",605137,strikeout,swinging_strike,11,R,L,AZ,SF,S,2,,1,2,2024,,,672695,1,7,Bot,,,,747150,,,4,4-Seam Fastball,3,6,6,3,Standard,Standard,-0.182,0.121
FF,9/23/2024,96.5,"Pederson, Joc",592626,double,hit_into_play,1,L,R,AZ,SF,X,7,line_drive,1,2,2024,,672695,,1,1,Bot,314,103.3,16,747150,0.529,5,4,4-Seam Fastball,0,0,0,1,Standard,Standard,0.888,0.557
SI,9/23/2024,96.8,"Carroll, Corbin",682998,field_out,hit_into_play,7,L,R,AZ,SF,X,6,ground_ball,3,2,2024,,,,1,9,Bot,17,102.2,-6,747150,0.427,2,7,Sinker,3,6,6,3,Standard,Standard,-0.332,0.022
CH,9/23/2024,89.5,"Carroll, Corbin",682998,strikeout,swinging_strike_blocked,13,L,L,AZ,SF,S,2,,2,2,2024,645444,,,0,7,Bot,,,,747150,,,5,Changeup,2,6,6,2,Standard,Standard,-0.229,0.121
CH,9/23/2024,89,"Smith, Pavin",656976,strikeout,swinging_strike,4,L,R,AZ,SF,S,2,,3,2,2024,,,,0,6,Bot,,,,747150,,,6,Changeup,2,5,5,2,Standard,Standard,-0.333,0.17
SL,9/22/2024,88.3,"Suárez, Eugenio",553993,home_run,hit_into_play,14,R,R,MIL,AZ,X,,fly_ball,1,2,2024,,,,2,3,Top,397,101.9,26,745929,0.61,6,4,Slider,0,7,8,0,Standard,Standard,2.67,0.956
SL,9/22/2024,87,"McCarthy, Jake",664983,single,hit_into_play,9,L,R,MIL,AZ,X,9,ground_ball,2,2,2024,606466,592626,,2,3,Top,70,86.1,4,745929,0.379,4,6,Slider,0,3,5,0,Strategic,Standard,0.78,0.794
