"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","b_rbi","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_gnd_into_dp","b_hit_by_pitch","b_intent_walk","b_sac_bunt","b_sac_fly","xba","xslg","woba","xwoba","xobp","xiso","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Friedl, TJ",670770,2022,26,225,258,54,31,10,5,8,40,20,15.5,7.8,".240",".436",".314","0.750","0.196","25","98","2","7","3","7","0","0","6",".215",".343",".323",".286",".295",".128","87.2","19.8",30.9,9,4.7,6.8,20.4,29.8,"97.321634111","92.6816085",20.3,43.5
"Walker, Christian",572233,2022,31,583,667,141,78,25,2,36,131,69,19.6,10.3,".242",".477",".327","0.804","0.235","94","278","2","2","15","8","2","0","7",".256",".497",".346",".362",".343",".241","90","17",33.3,53,11.5,6.5,22,44,"101.466371179","95.00141326",24.6,44.7
"Bichette, Bo",666182,2022,24,652,697,189,121,43,1,24,155,41,22.2,5.9,".290",".469",".333","0.802","0.179","93","306","8","13","21","2","0","0","2",".271",".456",".347",".334",".315",".185","91.9","8.5",33.3,48,9.6,7.2,27.1,50.3,"102.743171296","96.003278846",23,55.9
"Springer, George",543807,2022,32,513,583,137,86,22,4,25,100,54,17.2,9.3,".267",".472",".342","0.814","0.205","76","242","2","14","7","7","1","0","5",".262",".452",".352",".345",".340",".190","88.7","13.9",31.8,35,8.4,7.2,22,42.3,"101.320507081","94.768491799",28.2,50.9
"Thompson, Trayce",572204,2022,31,219,255,56,28,14,1,13,93,32,36.5,12.5,".256",".507",".353","0.860","0.251","41","111","1","4","2","2","0","0","2",".250",".511",".370",".370",".349",".261","92.2","16.4",45.3,21,16.4,7.8,27.3,46.9,"103.303449063","96.133570313",37.8,43.9
"Barnes, Austin",605131,2022,32,179,212,38,24,6,0,8,37,27,17.5,12.7,".212",".380",".324","0.704","0.168","26","68","1","2","5","3","0","2","1",".209",".333",".315",".298",".322",".124","87.4","13.6",31,7,4.8,5.5,18.6,35.2,"98.048094085","93.029970704",17.9,42.1
"Vargas, Ildemaro",545121,2022,30,209,222,55,37,13,1,4,23,8,10.4,3.6,".263",".392",".299","0.691","0.129","23","82","1","3","6","3","0","1","1",".228",".318",".302",".259",".265",".090","87","7.4",28.2,4,2.1,4.3,20.2,29.3,"96.943626739","92.531312459",12.1,47.7
"Villar, Jonathan",542340,2022,31,202,220,42,31,6,2,3,59,15,26.8,6.8,".208",".302",".260","0.562","0.094","18","61","0","7","4","0","0","1","2",".209",".291",".250",".251",".264",".082","89.6","-0.7",24.7,4,2.7,6.2,24,40.4,"100.671592429","94.551199137",35.1,51
"Tucker, Kyle",663656,2022,25,544,609,140,81,28,1,30,95,59,15.6,9.7,".257",".478",".330","0.808","0.221","107","260","4","25","11","1","4","0","2",".263",".510",".348",".362",".337",".247","90","19",34.4,46,10.2,10.2,21.7,42.4,"100.332560357","94.468288036",20,52.7
"Flores, Wilmer",527038,2022,30,525,602,120,72,28,1,19,103,59,17.1,9.8,".229",".394",".316","0.710","0.165","71","207","0","0","7","11","1","0","7",".231",".381",".312",".312",".320",".151","87.8","20.7",35.7,27,6.3,5.4,24.5,35.4,"97.672013814","92.963528089",18.9,45.6
"Hampson, Garrett",641658,2022,27,199,226,42,30,7,3,2,63,21,27.9,9.3,".211",".307",".287","0.594","0.096","15","61","2","12","3","1","0","3","2",".203",".301",".267",".265",".283",".098","86.5","10.2",29.8,6,4.3,4.3,18.4,27.7,"96.783443077","92.495778992",25.4,44.4
"Maile, Luke",571912,2022,31,181,206,40,27,10,0,3,54,19,26.2,9.2,".221",".326",".301","0.627","0.105","17","59","0","0","6","3","0","0","3",".192",".313",".281",".266",".277",".120","84.5","17",33.8,7,5.4,6.9,23.8,25.4,"95.943675231","91.987641385",27.6,44.9
"Moncada, Yoán",660162,2022,27,397,433,84,53,18,1,12,114,32,26.3,7.4,".212",".353",".273","0.626","0.141","51","140","0","2","5","2","2","1","1",".217",".389",".275",".291",".279",".172","88.7","15.7",35.1,28,9.8,6.3,22.1,37.5,"99.519949858","93.912687082",27.8,47.1
"Rengifo, Luis",650859,2022,25,489,511,129,86,22,4,17,79,17,15.5,3.3,".264",".429",".294","0.723","0.165","52","210","2","6","11","4","0","1","0",".254",".403",".314",".299",".284",".149","86.9","9.9",31.1,22,5.4,4.9,23.1,33.6,"98.09743639","93.096324743",21.5,55.7
"Vaughn, Andrew",683734,2022,24,510,555,138,92,28,1,17,96,31,17.3,5.6,".271",".429",".321","0.750","0.158","76","219","0","0","13","9","0","0","5",".251",".431",".327",".322",".306",".180","90.8","7.5",34.1,33,7.9,10,22.4,48.6,"101.162950291","95.12858284",21,47
"Allen, Nick",669397,2022,23,299,326,62,45,13,0,4,64,19,19.6,5.8,".207",".291",".256","0.547","0.084","19","87","2","3","5","1","0","6","1",".213",".278",".245",".244",".262",".065","83.9","7.6",26,3,1.2,3.3,24,22.3,"94.329041897","91.214480087",23.4,53
"Robert Jr., Luis",673357,2022,24,380,401,108,78,18,0,12,77,17,19.2,4.2,".284",".426",".319","0.745","0.142","56","162","3","11","6","3","1","0","1",".277",".470",".324",".336",".312",".193","89.3","10",32.6,27,8.9,4.9,27.3,42.8,"101.454212895","94.809771678",27.1,61.5
"Robles, Victor",645302,2022,25,366,407,82,64,10,2,6,104,17,25.6,4.2,".224",".311",".273","0.584","0.087","33","114","4","15","3","9","0","11","4",".206",".295",".260",".251",".260",".089","84.6","15.8",29.2,9,3.2,3.2,20.6,23.8,"96.221152581","92.171514939",27.7,53.8
"Dalbec, Bobby",666915,2022,27,317,353,68,45,9,2,12,118,29,33.4,8.2,".215",".369",".283","0.652","0.154","39","117","0","3","5","3","0","0","4",".216",".398",".287",".302",".287",".182","90.3","15.2",32,24,11.8,6.4,22.2,45.8,"101.246531881","94.95935203",35,46.5
"Segura, Jean",516416,2022,32,354,387,98,79,9,0,10,58,25,15,6.5,".277",".387",".336","0.723","0.110","33","137","6","13","16","7","1","0","1",".252",".368",".320",".303",".314",".116","87.6","4.3",28.3,13,4.4,4,23.9,38.4,"99.507672313","93.804578639",18.5,48.8
"Velazquez, Andrew",623205,2022,27,322,349,63,46,8,0,9,119,15,34.1,4.3,".196",".304",".236","0.540","0.108","28","98","1","17","3","3","0","6","3",".203",".331",".239",".253",".244",".128","88","8.2",33,14,6.6,6.6,24.1,34,"98.780373093","93.494339433",34.3,53.9
"Riley, Austin",663586,2022,25,615,693,168,89,39,2,38,168,57,24.2,8.2,".273",".528",".349","0.877","0.255","93","325","0","2","13","17","1","0","4",".271",".558",".377",".385",".348",".287","92.5","12.9",37.7,71,15.7,8.4,20.2,50.8,"104.398300222","96.785171533",27.6,51.5
"Muncy, Max",571970,2022,31,464,565,91,47,22,1,21,141,90,25,15.9,".196",".384",".329","0.713","0.188","69","178","0","2","2","5","1","0","6",".207",".443",".318",".346",".341",".236","90.3","20.9",34.3,44,13.4,10.3,18.8,45.6,"100.488456196","94.680756043",26.1,38.6
"Wendle, Joey",621563,2022,32,347,371,90,62,24,1,3,50,15,13.5,4,".259",".360",".297","0.657","0.101","32","125","3","12","7","5","0","1","3",".250",".344",".289",".280",".289",".094","87.5","3",27.9,5,1.7,5,25.2,36.2,"98.002213624","93.083673569",16.7,53.2
"Ohtani, Shohei",660271,2022,27,586,666,160,90,30,6,34,161,72,24.2,10.8,".273",".519",".356","0.875","0.246","95","304","9","11","6","5","14","0","3",".274",".569",".370",".387",".357",".296","92.9","12.1",35,72,16.8,5.6,24.5,49.8,"103.823624272","96.520363788",28.1,49.3
"Reynolds, Bryan",668804,2022,27,542,614,142,92,19,4,27,141,56,23,9.1,".262",".461",".345","0.806","0.199","62","250","3","7","13","14","6","0","2",".249",".430",".349",".332",".334",".181","90.2","12",35.5,32,7.9,6,24.8,42.9,"100.882578564","94.722792556",27.8,50.4
"Peralta, David",444482,2022,34,439,490,110,65,30,3,12,114,41,23.3,8.4,".251",".415",".316","0.731","0.164","59","182","3","1","8","4","5","0","6",".248",".418",".315",".317",".317",".170","90.3","15.1",35,28,8.5,9.1,26.9,44.4,"101.233296566","94.9223429",26.4,50.4
"d'Arnaud, Travis",518595,2022,33,396,426,106,62,25,1,18,90,19,21.1,4.5,".268",".472",".319","0.791","0.204","60","187","0","0","12","11","0","0","0",".245",".429",".343",".316",".298",".185","88.5","11.8",35,26,8.5,6.2,22.5,38.9,"99.567378882","93.920566898",26.9,52.8
"Varsho, Daulton",662139,2022,25,531,592,125,72,23,3,27,145,46,24.5,7.8,".235",".443",".302","0.745","0.208","74","235","6","16","8","7","0","2","5",".213",".401",".323",".301",".284",".189","87.7","14.9",33.6,40,10.2,8.4,16.8,35.6,"99.211725904","93.6867316",25.3,50.6
"Anderson, Tim",641313,2022,29,332,351,100,81,13,0,6,55,14,15.7,4,".301",".395",".339","0.734","0.094","25","131","0","13","10","5","1","0","0",".298",".450",".323",".342",".336",".152","88.2","3.3",37.5,16,5.8,5.4,31.8,41.2,"98.957560507","93.5528044",23.2,57.9
"Harrison, Josh",543281,2022,34,386,425,99,71,19,2,7,71,21,16.7,4.9,".256",".370",".317","0.687","0.114","27","143","1","2","9","14","0","2","2",".233",".348",".305",".289",".298",".115","87.4","14.7",32,12,3.8,5.3,26,32.3,"96.783559748","92.431292303",21.5,54.7
"Hernández, Teoscar",606192,2022,29,499,535,133,72,35,1,25,152,34,28.4,6.4,".267",".491",".316","0.807","0.224","77","245","3","6","18","2","0","0","0",".263",".523",".348",".357",".313",".260","92.6","11.6",36.3,52,15,7.5,23.3,53.3,"103.420419483","96.496717867",35.1,48.8
"Nido, Tomás",621512,2022,28,284,313,68,50,15,0,3,76,14,24.3,4.5,".239",".324",".276","0.600","0.085","28","92","0","0","14","1","0","12","2",".235",".383",".265",".285",".273",".148","86.3","8.3",40.1,14,6.3,8.1,24.8,33.3,"97.78503301","92.921847902",34.4,60.5
"Bader, Harrison",664056,2022,28,292,313,73,55,10,3,5,62,15,19.8,4.8,".250",".356",".294","0.650","0.106","30","104","3","17","4","4","0","0","2",".232",".333",".286",".272",".278",".101","83.4","16.7",28.4,8,3.4,5.6,24.1,26.3,"96.180596034","92.143730991",22.3,48
"McMahon, Ryan",641857,2022,27,529,597,130,84,23,3,20,158,60,26.5,10.1,".246",".414",".327","0.741","0.168","67","219","3","7","7","5","0","0","3",".244",".435",".326",".333",".326",".191","91.7","10.8",36.4,39,10.4,6.7,27,46.5,"102.094383676","95.689199432",28.2,45.2
"Estrada, Thairo",642731,2022,26,488,541,127,89,22,2,14,89,33,16.5,6.1,".260",".400",".322","0.722","0.140","62","195","6","21","10","14","0","1","5",".246",".362",".317",".302",".313",".116","86.2","8.1",31.6,18,4.4,4.7,24.2,31.1,"97.092146345","92.54814231",20.3,49.2
"Meneses, Joey",608841,2022,30,222,240,72,45,14,0,13,52,15,21.7,6.3,".324",".563",".367","0.930","0.239","34","125","0","1","13","1","2","0","2",".266",".478",".395",".337",".314",".212","91.4","9.5",39,17,9.9,5.8,26.7,47.1,"101.552249535","95.227615673",23.3,48.4
"Choi, Ji Man",596847,2022,31,356,419,83,50,22,0,11,123,58,29.4,13.8,".233",".388",".341","0.729","0.155","52","138","0","0","3","2","3","0","3",".233",".422",".322",".338",".344",".190","92.2","10.6",37.3,28,11.9,8.1,27.5,47.5,"101.295507712","95.335577574",32.3,41.7
"Smith, Pavin",656976,2022,26,245,277,54,36,9,0,9,67,28,24.2,10.1,".220",".367",".300","0.667","0.147","33","90","0","1","2","1","1","0","3",".212",".380",".294",".301",".296",".168","87.9","15.2",28.7,18,9.9,3.3,21.5,35.9,"98.397917802","93.251592099",21.7,39.5
"Torkelson, Spencer",679529,2022,22,360,404,73,48,16,1,8,99,37,24.5,9.2,".203",".319",".285","0.604","0.116","28","115","1","0","12","5","0","0","2",".221",".391",".272",".306",".303",".170","90.5","15",35.4,22,8.4,8,22.1,41.8,"100.743731756","94.657766412",25.6,45.9
"Alfaro, Jorge",595751,2022,29,256,274,63,42,14,0,7,98,11,35.8,4,".246",".383",".285","0.668","0.137","40","98","0","1","5","4","0","0","3",".236",".411",".291",".298",".276",".175","89.4","8",38.5,18,11.2,4.3,21.7,38.5,"102.020939625","95.196380755",38,62.6
"Cabrera, Miguel",408234,2022,39,397,433,101,86,10,0,5,101,28,23.3,6.5,".254",".317",".305","0.622","0.063","43","126","0","1","11","3","3","0","5",".233",".340",".275",".277",".288",".107","89.9","5",35.2,14,4.7,3.7,28.9,38.2,"99.360961867","93.99969786",27,50.2
"Machado, Manny",592518,2022,29,578,644,172,102,37,1,32,133,63,20.7,9.8,".298",".531",".366","0.897","0.233","102","307","1","9","12","1","10","0","2",".263",".469",".382",".345",".337",".207","91.5","16",36.7,44,9.8,9.8,24.4,49,"102.622706786","95.790495526",24.9,50.8
"Naylor, Josh",647304,2022,25,449,498,115,67,28,0,20,80,38,16.1,7.6,".256",".452",".319","0.771","0.196","79","203","1","6","13","6","4","0","5",".254",".441",".331",".329",".320",".187","89.4","10.3",28.9,32,8.6,6.4,21.9,42.8,"101.054916237","94.744173602",19.5,51
"Yelich, Christian",592885,2022,30,575,671,145,102,25,4,14,162,88,24.1,13.1,".252",".383",".355","0.738","0.131","57","220","3","19","9","5","5","1","2",".253",".415",".328",".340",".356",".162","91.5","3.6",30.3,34,8.2,6.7,25.5,48.6,"102.984892126","96.020852446",25.1,43.2
"Gorman, Nolan",669357,2022,22,283,313,64,37,13,0,14,103,28,32.9,8.9,".226",".420",".300","0.720","0.194","35","119","0","1","2","2","0","0","0",".237",".493",".316",".345",".310",".257","89.2","20",46.7,26,14.4,11.7,24.4,43.3,"100.703871333","94.563796111",34.5,51.1
"Hummel, Cooper",669450,2022,27,176,201,31,17,8,3,3,64,23,31.8,11.4,".176",".307",".274","0.581","0.131","17","54","1","4","4","1","0","0","1",".211",".347",".262",".296",".309",".136","87.6","7.7",30.1,8,7.1,7.1,23.9,35.4,"99.536416429","93.823074324",27.5,40.9
"Thomas, Alek",677950,2022,22,381,411,88,62,17,1,8,74,22,18,5.4,".231",".344",".275","0.619","0.113","39","131","3","4","6","3","0","0","5",".237",".345",".272",".280",".284",".108","87.4","2.6",27.9,12,3.8,6.4,21.5,34.6,"98.660118182","93.330771656",25,49.2
"Joe, Connor",656582,2022,29,404,467,96,65,20,4,7,97,55,20.8,11.8,".238",".359",".338","0.697","0.121","28","145","2","6","8","7","0","0","1",".240",".348",".314",".313",".341",".109","85.3","10.6",35.1,14,4.5,3.9,26,33.8,"97.624297516","92.833330754",21.2,40.4
"Bellinger, Cody",641355,2022,26,504,550,106,57,27,3,19,150,38,27.3,6.9,".210",".389",".265","0.654","0.179","68","196","3","14","7","2","0","0","6",".213",".370",".284",".284",".272",".156","89.4","20.3",34.4,30,8.3,5.8,25.3,38.1,"98.149983833","93.243694234",27.2,49.9
"Guerrero Jr., Vladimir",665489,2022,23,638,706,175,108,35,0,32,116,58,16.4,8.2,".274",".480",".339","0.819","0.206","97","306","3","8","26","6","6","0","4",".276",".482",".351",".354",".341",".206","92.8","4.3",27.9,59,11.2,6.8,20.2,50.4,"105.507038582","97.328619789",24.4,49.7
"Madrigal, Nick",663611,2022,25,209,228,52,45,7,0,0,27,14,11.8,6.1,".249",".282",".305","0.587","0.033","7","59","1","3","6","3","0","2","0",".257",".314",".267",".284",".314",".057","85.9","-0.2",26.6,0,0,1.6,23.9,24.6,"94.969870795","91.48588483",10.3,44.5
"Berti, Jon",542932,2022,32,358,404,86,62,17,3,4,89,42,22,10.4,".240",".338",".324","0.662","0.098","28","121","5","41","6","3","0","0","1",".238",".370",".298",".311",".323",".132","88","4.7",30.7,16,5.9,5.2,23.3,37,"98.782159778","93.452015688",24.5,44.5
"Pache, Cristian",665506,2022,23,241,260,40,30,5,2,3,70,15,26.9,5.8,".166",".241",".218","0.459","0.075","18","58","2","2","5","1","0","3","0",".228",".312",".207",".264",".276",".085","89.4","3.8",25.3,6,3.4,3.4,25.9,40.8,"100.207713059","94.45821355",31,50.5
"Hoskins, Rhys",656555,2022,29,589,672,145,80,33,2,30,169,72,25.1,10.7,".246",".462",".332","0.794","0.216","79","272","1","2","12","6","0","0","4",".238",".465",".345",".342",".326",".227","90.1","18.1",37.3,47,11.1,5.9,25.5,44.3,"100.842284953","94.804616643",25.7,41.9
"Votto, Joey",458015,2022,38,322,376,66,36,18,1,11,97,44,25.8,11.7,".205",".370",".319","0.689","0.165","41","119","0","0","8","10","0","0","0",".217",".409",".310",".327",".330",".193","89.7","14.2",32.9,25,11.1,3.1,24.9,41.3,"100.424827857","94.43276435",29.6,46.5
"Moore, Dylan",664238,2022,29,205,255,46,27,11,2,6,75,34,29.4,13.3,".224",".385",".368","0.753","0.161","24","79","8","21","5","13","2","1","1",".199",".377",".338",".327",".348",".178","87.2","20.7",39.4,17,12.9,7.6,17.4,36.4,"98.982847692","93.508799615",27.9,38.7
"Witt Jr., Bobby",677951,2022,22,591,632,150,93,31,6,20,135,30,21.4,4.7,".254",".428",".294","0.722","0.174","80","253","7","30","12","6","2","0","5",".252",".444",".311",".318",".294",".192","89.7","16.8",32.5,40,8.7,4.6,23.6,38.6,"100.836506783","94.527115512",25.2,51.8
"Celestino, Gilberto",665482,2022,23,311,347,74,59,12,1,2,77,32,22.2,9.2,".238",".302",".313","0.615","0.064","24","94","1","4","13","2","0","2","0",".222",".303",".280",".275",".300",".081","87.3","-1.9",27.1,6,2.5,4.2,22.9,34.3,"98.33701431","93.262711767",23.4,44.5
"Wong, Kolten",543939,2022,31,430,497,108,65,24,4,15,88,46,17.7,9.3,".251",".430",".339","0.769","0.179","47","185","6","17","5","14","2","2","5",".234",".366",".336",".309",".326",".132","87","14",33.5,19,5.4,6.3,21.2,35.5,"97.674374503","92.864768387",20.4,43.1
"Fraley, Jake",641584,2022,27,216,247,56,35,9,0,12,54,26,21.9,10.5,".259",".468",".344","0.812","0.209","28","101","1","4","1","3","1","0","2",".249",".423",".352",".335",".338",".175","85.1","13.8",33.5,12,7.3,5.5,25,27.6,"96.829050864","92.417868519",24.1,45.9
"Duffy, Matt",622110,2022,31,228,247,57,47,8,0,2,50,17,20.2,6.9,".250",".311",".308","0.619","0.061","16","71","0","0","6","2","0","0","0",".236",".349",".279",".286",".295",".112","87.1","9.9",38.8,5,2.8,5.1,28.7,25.8,"96.07908618","92.086828814",21.8,45.7
