"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","b_rbi","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_gnd_into_dp","b_hit_by_pitch","b_intent_walk","b_sac_bunt","b_sac_fly","xba","xslg","woba","xwoba","xobp","xiso","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Mountcastle, Ryan",663624,2022,25,555,609,139,88,28,1,22,154,43,25.3,7.1,".250",".423",".305","0.728","0.173","85","235","1","4","12","4","1","0","7",".274",".522",".316",".363",".329",".248","91.3","15.9",39.5,61,15,4.7,27,46.3,"101.941494208","95.335163391",29.8,56.2
"Crawford, J.P.",641487,2022,27,518,603,126,93,24,3,6,80,68,13.3,11.3,".243",".336",".339","0.675","0.093","42","174","2","3","11","10","0","2","5",".256",".346",".306",".318",".353",".090","85.1","8.9",32.4,9,2,4.7,24.3,29.7,"96.663647706","92.35483867",14.3,41.3
"Zavala, Seby",664874,2022,28,178,205,48,32,14,0,2,64,19,31.2,9.3,".270",".382",".347","0.729","0.112","21","68","0","0","1","3","0","3","2",".209",".346",".323",".290",".296",".137","88.8","22.7",41.2,11,9.2,6.7,26.1,37,"98.11221069","93.374340172",37.6,53.5
"Dozier, Hunter",641531,2022,30,462,500,109,67,26,4,12,125,34,25,6.8,".236",".387",".292","0.679","0.151","41","179","3","4","14","3","0","0","1",".242",".401",".298",".306",".297",".160","88.5","13.1",33.1,26,7.7,5,25.4,38.5,"99.977574226","94.108179224",29.2,50.6
"Narváez, Omar",553882,2022,30,262,296,54,37,12,1,4,57,29,19.3,9.8,".206",".305",".292","0.597","0.099","23","80","0","0","4","3","1","1","1",".205",".301",".269",".269",".292",".096","84.7","17.7",36.7,5,2.4,4.8,24.2,18.4,"94.078356176","91.054216305",23.4,50
"Stassi, Max",545358,2022,31,333,375,60,38,12,1,9,112,38,29.9,10.1,".180",".303",".267","0.570","0.123","30","101","0","0","12","2","0","1","1",".177",".333",".258",".267",".265",".156","88.6","9.5",26,21,9.4,4.9,17.9,39.5,"98.972653514","93.67534181",34,44.1
"Suárez, Eugenio",553993,2022,30,543,629,128,71,24,2,31,196,73,31.2,11.6,".236",".459",".332","0.791","0.223","87","249","0","0","12","8","0","0","5",".220",".473",".344",".344",".321",".253","89.8","19.9",36.4,52,14.8,7.4,20.5,43.5,"100.691818466","94.681885812",33.1,41.8
"Cronenworth, Jake",630105,2022,28,587,684,140,89,30,4,17,131,70,19.2,10.2,".239",".390",".332","0.722","0.151","88","229","0","3","2","16","3","0","8",".218",".366",".318",".304",".316",".148","87.6","18.2",32.3,26,5.6,6.9,20,34.1,"97.917362826","93.091918039",18,41.8
"Hernandez, Yadiel",628450,2022,34,305,327,82,57,16,0,9,74,19,22.6,5.8,".269",".410",".312","0.722","0.141","41","125","1","2","9","1","0","0","2",".245",".423",".315",".315",".293",".178","88.8","3.5",35.6,20,8.6,7.7,28.8,42.1,"98.936412348","93.716495522",29.5,51.5
"Chapman, Matt",656305,2022,29,538,621,123,68,27,1,27,170,68,27.4,11,".229",".433",".324","0.757","0.204","76","233","2","2","7","10","1","0","5",".233",".456",".331",".345",".331",".223","92.2","19",34,48,12.9,8.8,24.1,51.2,"102.906606237","96.223630699",28.7,41.7
"Gamel, Ben",592325,2022,30,371,423,86,55,20,2,9,98,48,23.2,11.3,".232",".369",".324","0.693","0.137","46","137","1","5","5","3","2","0","1",".244",".388",".308",".321",".336",".144","88.8","11.3",38,17,6.2,6.2,28.8,37.6,"99.298905","93.815298881",24.1,43.1
"Seager, Corey",608369,2022,28,593,663,145,87,24,1,33,103,58,15.5,8.7,".245",".455",".317","0.772","0.210","83","270","0","3","14","7","7","0","5",".278",".524",".331",".373",".349",".246","91.1","13.6",38.4,52,10.5,9.9,24.2,45.5,"101.598305628","95.219542252",26.5,54.5
"Greene, Riley",682985,2022,21,376,418,95,68,18,4,5,120,36,28.7,8.6,".253",".362",".321","0.683","0.109","42","136","4","1","8","3","0","0","3",".246",".402",".303",".320",".318",".156","89.5","2.8",32,24,9.3,5,25.9,45.2,"102.14516814","95.266459961",25.6,45.3
"García, Avisaíl",541645,2022,31,357,380,80,63,9,0,8,109,17,28.7,4.5,".224",".317",".266","0.583","0.093","35","113","0","4","12","4","0","0","2",".231",".379",".258",".286",".273",".148","88.7","2.8",27.6,16,6.4,8.8,20,44.8,"101.460367339","95.003346734",36.7,59
"Hernández, Enrique",571771,2022,30,361,402,80,50,24,0,6,71,34,17.7,8.5,".222",".338",".291","0.629","0.116","45","122","2","0","11","3","0","0","4",".235",".366",".280",".298",".305",".132","87.8","17.3",33.3,17,5.8,3.4,25.5,35,"98.797690959","93.474506164",24.6,47.7
"Marsh, Brandon",669016,2022,24,424,461,104,71,18,4,11,158,28,34.3,6.1,".245",".384",".295","0.679","0.139","52","163","4","10","4","3","1","3","3",".227",".387",".296",".292",".280",".160","89.2","10.9",40.8,20,7.4,7,29.8,38.2,"99.629003534","94.108601774",29.2,47.9
"Anderson, Brian",605119,2022,29,338,383,75,50,16,1,8,101,37,26.4,9.7,".222",".346",".311","0.657","0.124","28","117","0","1","7","7","2","0","1",".228",".393",".293",".312",".316",".165","88.7","7.7",31.1,23,9.7,4.2,24.8,42,"100.372461008","94.372032152",30.4,50.7
"García Jr., Luis",671277,2022,22,360,377,99,67,23,2,7,84,11,22.3,2.9,".275",".408",".295","0.703","0.133","45","147","4","3","6","1","1","1","4",".256",".416",".303",".305",".282",".160","87.3","5.5",37.4,21,7.5,7.1,27,36.7,"98.963627429","93.569820789",27.1,53.5
"McNeil, Jeff",643446,2022,30,533,589,174,125,39,1,9,61,40,10.4,6.8,".326",".454",".382","0.836","0.128","62","242","0","4","6","11","1","0","5",".279",".399",".365",".326",".340",".120","86.9","12.8",39,13,2.7,5.2,29.8,30.2,"96.275278692","92.172015654",15.9,53.8
"Arozarena, Randy",668227,2022,27,586,645,154,90,41,3,20,156,46,24.2,7.1,".263",".445",".327","0.772","0.182","89","261","12","32","17","11","2","0","2",".228",".386",".336",".299",".296",".158","89.9","8.8",28.2,34,7.9,5.8,20.1,41,"101.17822","94.772195116",28.7,46.1
"Newman, Kevin",621028,2022,28,288,309,79,57,18,2,2,48,16,15.5,5.2,".274",".372",".316","0.688","0.098","24","107","2","8","6","2","0","2","1",".260",".340",".303",".287",".304",".080","85.8","13.1",31.7,4,1.6,3.3,28.8,27.2,"96.298301429","92.167220464",15.8,48.1
"Ruf, Darin",573131,2022,35,334,388,68,45,12,0,11,105,45,27.1,11.6,".204",".338",".307","0.645","0.134","45","113","0","2","11","6","0","0","3",".218",".386",".291",".315",".320",".169","89.2","14.8",34.5,20,8.6,8.2,23.7,40.5,"100.481181724","94.46914931",27.5,40.4
"Bleday, JJ",668709,2022,24,204,238,34,17,10,2,5,67,30,28.2,12.6,".167",".309",".277","0.586","0.142","16","63","1","4","5","2","0","0","2",".185",".328",".266",".280",".293",".143","86.3","25",37.4,12,8.6,5,20.9,33.8,"97.363228429","92.749834317",27.9,46.7
"Soler, Jorge",624585,2022,30,270,306,56,30,13,0,13,90,31,29.4,10.1,".207",".400",".295","0.695","0.193","34","108","2","0","9","3","1","0","1",".225",".449",".305",".329",".312",".224","91.2","13.7",33.1,22,12.2,6.6,22.1,43.6,"103.631341","96.127923222",31.5,46
"Siri, Jose",642350,2022,26,301,325,64,42,13,2,7,108,20,33.2,6.2,".213",".339",".268","0.607","0.126","24","102","2","14","3","3","0","0","1",".207",".337",".268",".266",".263",".130","87.2","15.4",35.1,12,6.2,5.2,23.7,33,"99.295575789","93.653804368",35.9,51.7
"Grichuk, Randal",545341,2022,30,506,538,131,88,21,3,19,127,24,23.6,4.5,".259",".425",".299","0.724","0.166","73","215","0","4","12","6","0","0","2",".230",".388",".315",".288",".273",".158","90","8.7",27.3,26,6.8,6.6,18.9,43.6,"101.601495926","95.066145714",24.7,50.6
"Duran, Ezequiel",677649,2022,23,208,220,49,33,10,1,5,54,12,24.5,5.5,".236",".365",".277","0.642","0.129","25","76","1","4","3","0","0","0","0",".215",".322",".282",".257",".258",".108","85.9","9.5",24.7,7,4.5,6.5,18.2,31.8,"97.9242875","93.124773224",29.1,55.7
"Merrifield, Whit",593160,2022,33,504,550,126,86,28,1,11,85,38,15.5,6.9,".250",".375",".298","0.673","0.125","58","189","5","16","11","0","0","0","8",".242",".381",".294",".297",".294",".139","87.1","15.1",37.9,18,4.2,7.3,23,31.1,"96.383459857","92.27510481",19.4,50.9
"Profar, Jurickson",595777,2022,29,575,658,140,87,36,2,15,103,73,15.7,11.1,".243",".391",".331","0.722","0.148","58","225","1","5","12","4","0","3","3",".250",".371",".320",".318",".339",".121","87.5","12.9",34.7,19,4,4.6,28.7,34.3,"97.859468559","92.98708518",18.8,43.6
"Haggerty, Sam",664059,2022,28,176,201,45,30,9,1,5,53,18,26.4,9,".256",".403",".335","0.738","0.147","23","71","1","13","4","4","3","1","2",".229",".336",".320",".285",".312",".106","86","13.6",32.5,5,4,2.4,28.6,24.6,"96.38917","92.207266333",28.2,49.3
"Barnhart, Tucker",571466,2022,31,281,308,62,51,10,0,1,74,25,24,8.1,".221",".267",".287","0.554","0.046","16","75","0","0","7","1","0","1","0",".200",".268",".253",".244",".268",".068","84.5","10.1",30.3,4,1.9,2.9,22.6,26,"95.275826176","91.655968177",22.5,46.2
"Chisholm Jr., Jazz",665862,2022,24,213,241,54,26,10,4,14,66,21,27.4,8.7,".254",".535",".325","0.860","0.281","45","114","5","12","0","3","0","0","3",".243",".491",".365",".350",".320",".248","90.4","15.5",37.3,25,16.7,4.7,25.3,46.7,"100.669336216","94.818931905",32.8,47.2
"Perez, Salvador",521692,2022,32,445,473,113,66,23,1,23,109,18,23,3.8,".254",".465",".292","0.757","0.211","76","207","0","0","9","7","2","0","3",".239",".481",".324",".324",".280",".242","91.4","17.8",34.8,38,11.2,8,22.4,49,"101.468749294","95.293979056",31.8,57.4
"Harris II, Michael",671739,2022,21,414,441,123,74,27,3,19,107,21,24.3,4.8,".297",".514",".339","0.853","0.217","64","213","2","20","7","5","0","1","0",".266",".475",".368",".339",".310",".208","89.5","4.5",32.8,31,10.1,6.8,20.8,45.1,"102.581692941","95.614748459",28.1,52.4
"Raleigh, Cal",663728,2022,25,370,415,78,30,20,1,27,122,38,29.4,9.2,".211",".489",".284","0.773","0.278","63","181","0","1","5","2","0","0","5",".214",".485",".330",".329",".288",".271","90.9","22.5",36,39,15.4,8.7,17.8,43.5,"101.200073622","95.046335375",32.1,52.6
"Brantley, Michael",488726,2022,35,243,277,70,50,14,1,5,30,31,10.8,11.2,".288",".416",".370","0.786","0.128","26","101","1","1","1","1","2","1","1",".304",".477",".345",".374",".385",".173","89.8","10.7",39.5,13,6,6.5,32.1,45.1,"99.739801321","94.323002844",12.7,41.5
"Stallings, Jacob",607732,2022,32,346,384,77,61,12,0,4,83,29,21.6,7.6,".223",".292",".292","0.584","0.069","34","101","1","0","15","6","0","1","2",".221",".324",".265",".277",".292",".103","86.7","12.9",33.5,9,3.4,6,25.6,32.3,"96.725527727","92.385356023",22.7,43.7
"Phillips, Brett",621433,2022,28,201,225,29,18,6,0,5,94,16,41.8,7.1,".144",".249",".217","0.466","0.105","15","50","0","7","0","3","0","4","1",".159",".260",".213",".226",".233",".101","88.5","22.8",32.1,5,4.5,5.4,25,29.5,"97.432571887","92.851488396",39.4,44.5
"Kepler, Max",596146,2022,29,388,446,88,60,18,1,9,66,49,14.8,11,".227",".348",".318","0.666","0.121","43","135","2","3","7","5","1","0","4",".264",".428",".298",".342",".351",".164","89.1","11.2",31.9,23,7.1,5.2,25.2,39.9,"100.09058546","94.217393221",20,46.1
"Engel, Adam",641553,2022,30,245,260,55,39,13,1,2,76,11,29.2,4.2,".224",".310",".269","0.579","0.086","17","76","4","12","2","4","1","0","0",".220",".293",".256",".249",".265",".073","87.9","15",30.8,3,1.8,5.3,28.4,33.1,"98.589188571","93.376579521",33.8,47.4
"McGuire, Reese",624512,2022,27,249,274,67,49,14,1,3,56,12,20.4,4.4,".269",".369",".307","0.676","0.100","22","92","0","1","6","3","0","6","3",".234",".335",".297",".270",".276",".100","87","14.1",33.2,5,2.5,5.9,26.2,29.7,"96.374747396","92.217287539",21,51.7
"Marte, Starling",516782,2022,33,466,505,136,91,24,5,16,97,26,19.2,5.1,".292",".468",".347","0.815","0.176","63","218","9","18","18","13","0","0","0",".275",".436",".355",".337",".331",".162","86.8","7.5",38.5,25,6.8,7,25.7,33.9,"99.153544837","93.595179373",24.3,49.8
"Dickerson, Corey",572816,2022,33,281,297,75,51,17,1,6,48,12,16.2,4,".267",".399",".300","0.699","0.132","36","112","0","0","4","2","1","0","2",".262",".379",".303",".294",".296",".117","87.8","10.6",32.8,9,3.8,3.8,27.7,32.8,"97.888667863","93.019717253",22.8,58.4
"Judge, Aaron",592450,2022,30,570,696,177,87,28,0,62,175,111,25.1,15.9,".311",".686",".425","1.111","0.375","131","391","3","16","14","6","19","0","5",".304",".732",".458",".468",".421",".428","95.9","15",39,106,26.5,7.2,20,61.9,"107.110072714","99.053359221",29.8,42.7
"Morel, Christopher",666624,2022,23,379,425,89,50,19,4,16,137,38,32.2,8.9,".235",".433",".308","0.741","0.198","47","164","7","10","6","3","0","3","2",".228",".445",".322",".324",".303",".217","89.6","9.1",30,33,13.4,5.7,22.3,40.3,"101.819951356","95.086096314",38.5,50.1
"Urías, Ramón",602104,2022,28,403,445,100,66,17,1,16,98,30,22,6.7,".248",".414",".305","0.719","0.166","51","167","0","1","7","5","1","3","4",".247",".432",".313",".322",".307",".185","89.4","11",32.1,30,9.6,5.4,24.7,46.5,"100.690244675","94.67897342",27.4,49.8
"Edman, Tommy",669242,2022,27,577,630,153,105,31,4,13,111,46,17.6,7.3,".265",".400",".324","0.724","0.135","57","231","3","32","10","5","2","1","1",".257",".398",".318",".314",".317",".141","88.6","8.7",31.6,29,6.2,5.1,25.6,37.8,"98.931648319","93.598664536",20.6,47
"Devers, Rafael",646240,2022,25,555,614,164,94,42,1,27,114,50,18.6,8.1,".295",".521",".358","0.879","0.226","88","289","1","3","14","6","11","0","3",".280",".514",".373",".365",".346",".234","93.1","11.3",33.1,51,11.5,7.7,23.9,50.9,"103.784239231","96.704402472",28.2,54.6
"Donovan, Brendan",680977,2022,25,391,468,110,83,21,1,5,70,60,15,12.8,".281",".379",".394","0.773","0.098","45","148","3","2","8","14","1","1","2",".266",".378",".349",".342",".381",".112","87.7","6",32.7,11,3.4,4.9,28.7,37.7,"98.14258882","93.299366978",15.6,38.1
"Sheets, Gavin",657757,2022,26,377,410,91,57,19,0,15,86,27,21,6.6,".241",".411",".295","0.706","0.170","53","155","0","0","9","3","0","0","3",".221",".365",".308",".284",".278",".144","88.6","14.8",32.3,19,6.5,6.1,21.4,36.1,"98.93534363","93.559241787",21.9,47.7
"Martinez, J.D.",502110,2022,34,533,596,146,86,43,1,16,145,52,24.3,8.7,".274",".448",".341","0.789","0.174","62","239","0","0","20","5","1","0","5",".256",".486",".343",".352",".328",".230","89.1","14.1",42,49,12.5,8.9,23.2,41.7,"100.92394699","94.707836352",30.1,51.9
"Slater, Austin",596103,2022,29,277,325,73,49,15,2,7,89,40,27.4,12.3,".264",".408",".366","0.774","0.144","34","113","1","12","9","6","0","0","2",".254",".438",".344",".351",".359",".184","89","6.6",43.2,20,10.5,6.8,28.9,39.5,"99.908713548","94.170847514",31.5,45.2
"Lopez, Nicky",670032,2022,27,436,480,99,83,12,4,0,63,29,13.1,6,".227",".273",".281","0.554","0.046","20","119","3","13","8","4","0","10","1",".246",".325",".251",".279",".299",".079","84.9","4.9",31.3,6,1.6,2.9,25,22.9,"94.94043827","91.479636504",17.3,49.1
"Gomes, Yan",543228,2022,34,277,293,65,45,12,0,8,47,8,16,2.7,".235",".365",".260","0.625","0.130","31","101","0","2","15","3","0","1","4",".250",".384",".271",".288",".277",".134","85.3","9.4",37.9,8,3.4,6,24.3,28.9,"96.735466466","92.387642035",19.4,54.2
"Jansen, Danny",643376,2022,27,215,248,56,31,10,0,15,44,25,17.7,10.1,".260",".516",".339","0.855","0.256","44","111","0","1","1","3","1","0","5",".260",".525",".364",".368",".341",".265","90.4","22.2",34.7,23,13.1,6.3,22.7,46.6,"101.172294886","95.039463314",21.8,45.3
"Alcántara, Sergio",642727,2022,25,205,224,45,30,8,1,6,57,12,25.4,5.4,".220",".356",".261","0.617","0.136","29","73","2","1","6","1","0","2","4",".212",".301",".269",".250",".257",".089","86.6","13.5",32.5,3,1.9,3.9,26.6,32.5,"95.873264737","91.967081987",23.8,42.8
"Rivera, Emmanuel",656896,2022,26,330,359,77,46,16,3,12,83,23,23.1,6.4,".233",".409",".292","0.701","0.176","40","135","2","1","8","5","0","0","1",".234",".418",".306",".309",".293",".185","90.4","9.8",32.3,23,9.3,6,21,38.3,"99.960196371","94.242469274",25.8,50.1
"Benintendi, Andrew",643217,2022,27,461,521,140,109,23,3,5,77,52,14.8,10,".304",".399",".373","0.772","0.095","51","184","3","8","7","2","0","1","5",".273",".423",".342",".340",".348",".151","89.2","12.6",39.2,20,5.1,6.2,30,38.7,"98.21078057","93.391636347",20.7,48.2
"Taylor, Chris",621035,2022,31,402,454,89,51,25,3,10,160,44,35.2,9.7,".221",".373",".304","0.677","0.152","43","150","1","10","4","5","2","0","3",".195",".352",".298",".280",".282",".157","87.4","20.4",40.8,25,10.2,6.1,24.5,38,"98.711167025","93.447132946",39.9,49.9
"Bell, Josh",605137,2022,29,552,647,147,98,29,3,17,102,81,15.8,12.5,".266",".422",".362","0.784","0.156","71","233","1","0","22","5","4","0","6",".267",".428",".344",".347",".364",".162","88.9","8.4",30.7,33,7.2,3.7,27.4,40.8,"100.551357456","94.511584791",21.7,45.3
"Renfroe, Hunter",592669,2022,30,474,522,121,68,23,1,29,121,39,23.2,7.5,".255",".492",".315","0.807","0.237","72","233","1","1","11","4","1","2","3",".237",".448",".347",".324",".300",".211","90.5","17.7",32.7,39,10.9,6.4,21.8,43.6,"101.645981292","95.173188394",27,47.8
"Lux, Gavin",666158,2022,24,421,471,116,83,20,7,6,95,47,20.2,10,".276",".399",".346","0.745","0.123","42","168","2","7","3","0","0","0","3",".243",".382",".328",".315",".321",".139","88","6.8",34,20,6.1,6.1,24,39.8,"98.887037439","93.675126098",23.3,42.6
"Hays, Austin",669720,2022,26,535,582,134,81,35,2,16,114,34,19.6,5.8,".250",".413",".306","0.719","0.163","60","221","4","2","11","10","0","0","3",".239",".383",".314",".301",".297",".145","87.7","11.3",32.3,22,5.2,7.1,23.3,37.7,"98.997922429","93.543165976",23.5,51
"O'Neill, Tyler",641933,2022,27,334,383,76,50,11,1,14,103,38,26.9,9.9,".228",".392",".308","0.700","0.164","58","131","4","14","9","4","0","0","7",".233",".430",".307",".329",".318",".197","89.8","13.6",36.6,27,11.3,6.7,22.3,43.3,"101.028153782","94.805530169",30.9,46.3
"Vázquez, Christian",543877,2022,31,398,426,109,77,23,0,9,69,22,16.2,5.2,".274",".399",".315","0.714","0.125","52","159","4","1","10","3","0","0","3",".257",".380",".312",".300",".301",".123","87.9","10.7",36.1,17,5.1,3.6,28.9,36.4,"97.833724337","92.999999849",17.2,49.2
"Rivas III, Alfonso",663845,2022,25,251,287,59,49,5,2,3,87,29,30.3,10.1,".235",".307",".322","0.629","0.072","25","77","1","6","1","4","1","1","2",".222",".319",".285",".285",".311",".097","86.9","4.9",34.7,7,4.2,3,29.3,35.3,"98.449898395","93.317647826",26.2,42
"Castillo, Diego",660636,2022,24,262,283,54,30,13,0,11,75,14,26.5,4.9,".206",".382",".251","0.633","0.176","29","100","1","1","7","3","1","0","4",".224",".405",".272",".296",".272",".182","89.1","14.6",37.7,19,9.9,8.4,21.5,38.7,"98.736440729","93.490571675",26.9,43.7
"Myers, Wil",571976,2022,31,261,286,68,46,15,0,7,86,21,30.1,7.3,".261",".398",".315","0.713","0.137","41","104","1","2","7","1","1","0","3",".222",".379",".311",".289",".282",".157","88.5","13",37.6,13,7.3,7.9,21.9,37.6,"98.804888523","93.5431",31.2,45.3
"Luplow, Jordan",656669,2022,28,205,234,36,20,5,0,11,60,25,25.6,10.7,".176",".361",".274","0.635","0.185","28","74","1","5","5","3","1","0","1",".198",".368",".281",".292",".294",".170","87.2","17.7",24,11,7.5,4.8,22.6,32.9,"97.877095068","92.98903131",29.9,47.9
"Rizzo, Anthony",519203,2022,32,465,548,104,50,21,1,32,101,58,18.4,10.6,".224",".480",".338","0.818","0.256","75","223","5","6","13","23","6","0","2",".236",".470",".352",".352",".348",".234","89.4","19.3",33.9,40,10.9,7.7,21.3,40.8,"99.612268626","94.102554011",22.8,46.1
"Solano, Donovan",456781,2022,34,278,304,79,59,16,0,4,61,19,20.1,6.3,".284",".385",".339","0.724","0.101","24","107","0","0","5","5","1","0","2",".263",".406",".319",".317",".321",".143","88.3","10.7",36.1,13,5.9,6.8,31.1,41.2,"98.956029815","93.601690602",20.9,49.5
"Harper, Bryce",547180,2022,29,370,426,106,59,28,1,18,87,46,20.4,10.8,".286",".514",".364","0.878","0.228","65","190","4","11","13","3","9","0","7",".284",".542",".369",".381",".365",".258","92.1","11.8",37.2,37,12.8,6.2,26.6,47.9,"102.954593636","96.099964685",28.3,56.2
"Almora Jr., Albert",546991,2022,28,215,235,48,32,10,1,5,46,17,19.6,7.2,".223",".349",".282","0.631","0.126","29","75","2","3","9","1","0","1","1",".234",".313",".279",".273",".293",".079","84","6.7",29.8,3,1.8,4.1,25.1,25.4,"95.828660964","91.938692242",23.6,51.5
"Chavis, Michael",656308,2022,26,401,426,92,59,16,3,14,126,19,29.6,4.5,".229",".389",".265","0.654","0.160","49","156","1","1","4","2","1","0","4",".215",".345",".282",".263",".254",".130","85.4","11.1",33,21,7.5,6.1,22.9,38.7,"99.520768345","93.803336787",30.8,57.7
"Castellanos, Nick",592206,2022,30,524,558,138,98,27,0,13,130,29,23.3,5.2,".263",".389",".305","0.694","0.126","62","204","1","7","15","3","0","0","2",".250",".408",".304",".306",".293",".158","87.5","14.6",36.9,26,6.6,6.1,26.5,35.1,"98.393032843","93.293370431",32.2,57
"Hosmer, Eric",543333,2022,32,380,419,102,75,19,0,8,64,37,15.3,8.8,".268",".382",".334","0.716","0.114","44","145","0","0","12","1","5","0","1",".253",".377",".313",".308",".323",".124","88.4","3.1",29.3,18,5.7,5.7,22.4,39.7,"101.224912803","94.690963706",18.9,49
"Baddoo, Akil",668731,2022,23,201,225,41,34,3,2,2,64,24,28.4,10.7,".204",".269",".289","0.558","0.065","9","54","6","9","2","0","0","0","0",".192",".279",".256",".256",".279",".086","85","14.2",29.9,5,3.6,2.2,21.9,27,"96.42330597","92.211959254",28.8,47.1
"Davis, J.D.",605204,2022,29,318,365,79,50,16,1,12,122,39,33.4,10.7,".248",".418",".340","0.758","0.170","35","133","1","1","13","6","1","0","2",".239",".481",".333",".352",".333",".242","92.4","12.3",34.8,32,16.2,5.6,26.3,56.1,"103.966730202","96.76614",37.5,51.3
"Guillorme, Luis",641645,2022,27,297,335,81,66,12,1,2,46,34,13.7,10.1,".273",".340",".351","0.691","0.067","17","101","0","1","15","2","1","2","0",".254",".344",".311",".304",".335",".090","86.2","4.3",35.6,6,2.4,2.8,30.8,24.9,"95.53920878","91.784068496",13.5,40.6
"Haase, Eric",606992,2022,29,323,351,82,50,17,1,14,97,24,27.6,6.8,".254",".443",".305","0.748","0.189","44","143","0","0","9","1","1","0","3",".238",".412",".322",".304",".291",".174","87.7","17",32.3,20,8.7,7.9,21.4,42.4,"100.507001491","94.311526476",32.8,51.4
"Aguilar, Jesús",542583,2022,32,464,507,109,74,19,0,16,119,28,23.5,5.5,".235",".379",".281","0.660","0.144","51","176","0","1","8","4","1","0","5",".239",".409",".288",".302",".287",".170","87.7","19.1",39.7,24,6.9,7.7,27.1,36,"98.459753543","93.301003066",27,49.5
"Smith, Will",669257,2022,27,508,578,132,79,26,3,24,96,56,16.6,9.7,".260",".465",".343","0.808","0.205","87","236","0","1","11","10","4","0","4",".256",".498",".349",".358",".340",".242","89.9","18.4",36.8,43,10.3,7.2,23.3,43,"99.764565096","94.188464255",19.3,42.6
"Hayes, Ke'Bryan",663647,2022,25,505,560,123,89,24,3,7,122,48,21.8,8.6,".244",".345",".314","0.659","0.101","41","174","5","20","12","5","0","0","2",".246",".363",".294",".304",".318",".117","91","5.2",30.6,15,3.9,6.2,27.5,46.8,"102.263213822","95.477046745",20.7,43.3
"Iglesias, Jose",578428,2022,32,439,467,128,95,30,0,3,56,17,12,3.6,".292",".380",".328","0.708","0.088","47","167","3","2","11","8","0","0","3",".266",".325",".312",".282",".305",".059","83.8","6",30.6,2,0.5,2.3,29,27.7,"95.592199372","91.820181257",13.2,51.9
"Senzel, Nick",669222,2022,27,373,420,86,68,13,0,5,76,30,18.1,7.1,".231",".306",".296","0.602","0.075","25","114","5","8","7","5","0","2","1",".250",".366",".272",".303",".314",".116","87.2","11.7",35,10,3.3,5,27.7,33.9,"97.72590723","92.94147061",21.8,47.7
"Albies, Ozzie",645277,2022,25,247,269,61,37,16,0,8,47,16,17.5,5.9,".247",".409",".294","0.703","0.162","35","101","5","3","0","2","0","0","4",".238",".396",".305",".299",".288",".159","87.1","16.9",34.8,11,5.4,6.9,23.5,26.5,"96.497792157","92.315202794",22.9,58.2
"Calhoun, Kole",594777,2022,34,388,424,76,49,14,1,12,136,27,32.1,6.4,".196",".330",".257","0.587","0.134","49","128","2","3","6","6","0","0","3",".221",".401",".260",".298",".281",".181","90.8","15.4",40.4,25,9.8,8.6,26.7,48.2,"100.862031797","94.921499922",36.3,53.1
"Dubón, Mauricio",643289,2022,27,243,265,52,38,9,0,5,30,13,11.3,4.9,".214",".313",".252","0.565","0.099","24","76","3","2","7","1","0","3","5",".244",".351",".248",".279",".283",".107","84.7","16.7",28.1,5,2.3,5.9,22.6,29.9,"96.436572294","92.243366359",15.2,55.6
"Duvall, Adam",594807,2022,33,287,315,61,32,16,1,12,101,21,32.1,6.7,".213",".401",".276","0.677","0.188","36","115","2","0","2","5","0","0","2",".207",".408",".295",".296",".272",".201","88.3","23.4",36.2,24,12.8,7.4,21.3,41,"100.566076596","94.3357175",29.2,50.5
"Trout, Mike",545361,2022,30,438,499,124,54,28,2,40,139,54,27.9,10.8,".283",".630",".369","0.999","0.347","80","276","0","1","6","6","8","0","1",".263",".604",".418",".398",".351",".341","91.6","24.6",37.7,59,19.7,7,20.7,51,"104.135929733","96.5588815",30.2,43.4
"Brown, Seth",664913,2022,29,500,555,115,61,26,3,25,146,51,26.3,9.2,".230",".444",".305","0.749","0.214","73","222","2","11","7","3","3","0","1",".249",".472",".323",".342",".322",".222","89.2","15.8",34.9,46,13,5.4,23.4,41.4,"101.723429266","95.001222068",29.6,48.3
"Bregman, Alex",608324,2022,28,548,656,142,81,38,0,23,77,87,11.7,13.3,".259",".454",".366","0.820","0.195","93","249","2","1","18","11","1","0","10",".256",".442",".358",".357",".368",".186","88.9","19.5",36.2,35,7.3,9.4,24.3,37.8,"98.378645333","93.364139021",14.9,40.3
"Naquin, Tyler",571980,2022,31,310,334,71,37,19,4,11,93,19,27.8,5.7,".229",".423",".282","0.705","0.194","46","131","2","4","3","4","2","1","0",".248",".456",".303",".325",".300",".208","90.3","14.4",39.9,21,9.6,6.9,25.7,40.8,"100.892608302","94.925001896",30.5,58
