pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,8/16/2025,92.3,2.54,6.21,"Springer, George",543807,571578,strikeout,called_strike,,,,,11,George Springer called out on strikes.,R,R,L,TOR,TEX,S,2,,2,2,2025,1.19,1,-0.844715375,2.837748595390317,,,,0,1,Bot,,,,,,,-11.23749946,-133.8433319,-4.898413615,16.813737262541856,30.765994734247457,-19.21112326,3.473105865,1.708043694,,,,92.4,2235,6.7,776723,641680,669394,677649,673962,608369,664059,694671,669701,53.84,,0,0,1,0,0,,6,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,138,-0.019,-0.232,,,,0.232,,0,0,0.545,0.545,35,35,36,36,1,0,6,19,5,1,1.71,1.19,-1.19,38.2,,,,,
FF,8/15/2025,98.7,-1.34,5.51,"Giménez, Andrés",665926,594798,strikeout,swinging_strike,,,,,3,Andrés Giménez strikes out swinging.,R,L,R,TOR,TEX,S,2,,2,2,2025,-0.69,1.31,0.308600379,3.264928302735472,,,,2,5,Bot,,,,,,,6.125587469701481,-143.546822,-3.7084046,-11.04321116,35.01413663184246,-13.44419435,3.33,1.5,,,,99,2435,6.6,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.88,,0,0,1,0,0,,40,6,4-Seam Fastball,0,3,0,3,3,0,0,3,Infield shade,Standard,224,-0.009,-0.224,69.3,6.5,,0.224,,-3,-3,0.146,0.146,37,26,37,27,2,1,6,2,10,1,1.04,0.69,-0.69,30.8,13.262199654058406,1.7457058132365237,29.398013596533442,34.21194995,20.562605050363416
SL,8/15/2025,91.3,-1.5,5.57,"Clement, Ernie",676391,594798,field_out,hit_into_play,,,,,5,Ernie Clement flies out to center fielder Evan Carter.,R,R,R,TOR,TEX,X,8,fly_ball,0,2,2025,0.48,0.01,0.2622361656310333,2.652171540984562,,,,1,5,Bot,98.9,65.41,,,,,3.430539871,-133.0139207,-1.543156031,5.047819902138879,26.57126199657145,-31.89173908,3.47,1.59,337,87.7,31,92,2664,6.5,776735,543309,642133,543760,673962,608369,694671,694497,669701,54,0.025,0.034,0,1,0,0,3,39,3,Slider,0,3,0,3,3,0,0,3,Standard,Standard,142,-0.01,-0.163,67.4,6.9,0.056,0.163,88,-3,-3,0.158,0.158,37,29,37,29,2,1,6,1,10,1,2.7,-0.48,-0.48,36.2,5.603119606945718,1.9993878136411511,25.363416851233133,38.82490686862737,33.014009603291306
FF,8/15/2025,98,-1.36,5.5,"Loperfido, Joey",694388,594798,strikeout,swinging_strike,,,,,11,Joey Loperfido strikes out swinging.,R,L,R,TOR,TEX,S,2,,1,2,2025,-0.75,1.38,-0.121905897,3.9811988553016247,,,,0,5,Bot,,,,,,,5.107317532,-142.6126194,-1.796634487,-11.39867664,35.06168962,-13.19351955,3.53,1.63,,,,98.5,2532,6.7,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.78,,0,0,1,0,0,,38,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Infield shade,Standard,219,-0.019,-0.189,63,6.5,,0.189,,-3,-3,0.184,0.184,37,26,37,26,2,1,6,1,10,25,1,0.75,-0.75,27.8,9.664690611822182,27.114558160456244,25.942361535780087,39.2680263,13.241315341894204
SL,8/15/2025,92.4,-1.66,5.5,"Kirk, Alejandro",672386,594798,field_out,hit_into_play,,,,,14,Alejandro Kirk grounds out to first baseman Rowdy Tellez.,R,R,R,TOR,TEX,X,3,ground_ball,2,2,2025,0.2,0.14,1.2176587488538306,2.143644288387103,,665489,,2,4,Bot,126.31,189.86,,,,,6.920620111726461,-134.4556561,-3.065973154,1.0261350220736596,28.18877259184815,-30.04115686,3.17,1.49,26,66.6,-2,93.1,2604,6.6,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.9,0.052,0.05,0,1,0,0,2,33,5,Slider,0,3,0,3,3,0,0,3,Standard,Standard,142,-0.027,-0.219,66.2,7.4,0.052,0.219,88,-3,-3,0.191,0.191,37,26,37,27,2,1,6,1,10,1,2.52,-0.2,-0.2,33,4.320010400996575,10.347494964939724,17.016806265367016,56.029433918977944,25.04949779920303
SL,8/15/2025,90.2,-1.49,5.6,"Varsho, Daulton",662139,594798,strikeout,swinging_strike_blocked,,,,,14,Daulton Varsho strikes out swinging.,R,L,R,TOR,TEX,S,2,,1,2,2025,0.31,0,0.680182228,0.6362288280045898,,665489,,1,4,Bot,,,,,,,4.765553746184141,-131.2396957,-6.414700959,2.572394166706681,29.02148081047791,-30.92099968,3.41,1.53,,,,90.7,2703,6.7,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.79,,0,0,1,0,0,,32,4,Slider,0,3,0,3,3,0,0,3,Infield shade,Standard,122,-0.027,-0.201,67.5,8.9,,0.201,,-3,-3,0.223,0.223,37,28,37,29,2,1,6,2,10,1,2.81,-0.31,0.31,33.2,20.714887816024763,-22.08197767,45.39002613715469,26.292494159134996,37.47401781165874
SL,8/15/2025,93.1,-1.57,5.6,"Barger, Addison",680718,594798,strikeout,swinging_strike,,,,,14,Addison Barger strikes out swinging.,R,L,R,TOR,TEX,S,2,,1,2,2025,0.22,0.19,0.8445811877083107,1.3097413081132259,,665489,,0,4,Bot,,,,,,,5.742888413,-135.4193696,-5.657080627,1.4326644985516404,30.505227788383518,-28.81596629,3.75,1.72,,,,93.5,2663,6.6,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.9,,0,0,1,0,0,,31,6,Slider,0,3,0,3,3,0,0,3,Infield shade,Standard,148,-0.033,-0.241,75,8.2,,0.241,,-3,-3,0.267,0.267,37,25,37,26,2,1,6,1,10,1,2.45,-0.22,0.22,33.4,14.388450273371841,-20.33142737,30.112959428568445,22.692683541205678,36.42841890168402
SL,8/15/2025,93.8,-1.46,5.54,"Bichette, Bo",666182,594798,field_out,hit_into_play,,,,,14,Bo Bichette lines out to center fielder Evan Carter.,R,R,R,TOR,TEX,X,8,line_drive,2,2,2025,0.26,0.22,0.42888797466877837,1.4247340635069536,,,,2,3,Bot,135.78,82.64,,,,,4.330434383019967,-136.6039644,-5.449727736,2.381544245442718,29.43675900412608,-28.42150602,3.75,1.73,291,95.6,15,94.5,2673,6.6,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.88,0.797,0.772,0,1,0,0,4,25,8,Slider,0,3,0,3,3,0,0,3,Standard,Standard,178,-0.009,-0.224,77.8,7.8,0.973,0.224,95.6,-3,-3,0.195,0.195,37,27,37,27,2,1,6,1,10,1,2.36,-0.26,-0.26,31.2,-2.143175371,-2.501784714,41.12697605552131,37.24513899485603,23.692497906008157
SL,8/15/2025,92.1,-1.38,5.6,"Lukes, Nathan",664770,594798,field_out,hit_into_play,,,,,14,Nathan Lukes flies out to center fielder Evan Carter.,R,L,R,TOR,TEX,X,8,fly_ball,2,2,2025,0.29,0.13,0.707242157,1.1391946166051854,,,,1,3,Bot,156.61,73.15,,,,,4.69639312,-134.0180831,-5.809127792,2.457495966695761,28.61624047157269,-29.53699808,3.48,1.61,321,86.3,33,92.4,2656,6.4,776735,543309,642133,543760,673962,608369,694671,694497,669701,54.06,0.015,0.02,0,1,0,0,3,24,6,Slider,0,3,0,3,3,0,0,3,Standard,Standard,123,-0.014,-0.228,75.1,7.3,0.034,0.228,88,-3,-3,0.21,0.21,37,30,37,31,2,1,6,2,10,1,2.55,-0.29,0.29,37.2,13.492437655437922,-13.33111076,39.12539906744557,32.702534235568095,35.46932050871099
CH,8/15/2025,92.4,-1.46,5.47,"Giménez, Andrés",665926,594798,field_out,hit_into_play,,,,,5,"Andrés Giménez grounds out, second baseman Marcus Semien to first baseman Rowdy Tellez.",R,L,R,TOR,TEX,X,4,ground_ball,1,2,2025,-1.16,-0.01,-0.130710836,2.2084240689862153,,,,0,3,Bot,141.64,150.38,,,,,5.967410456194697,-134.4165867,-2.479154457,-15.36310374,28.518098228739927,-31.99252155,3.33,1.5,33,104.6,-2,93.2,1712,6.7,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.8,0.468,0.441,0,1,0,0,4,23,4,Changeup,0,3,0,3,3,0,0,3,Infield shade,Standard,238,-0.017,-0.189,72,6.9,0.519,0.189,104.6,-3,-3,0.229,0.229,37,26,37,27,1,0,6,2,10,1,2.68,1.16,-1.16,31.3,9.242340382072232,5.769844801514109,31.813327472273755,38.987236611210605,25.74324793875781
SL,8/15/2025,91.8,-1.65,5.54,"Clement, Ernie",676391,594798,field_out,hit_into_play,,,,,14,"Ernie Clement grounds out, second baseman Marcus Semien to first baseman Rowdy Tellez.",R,R,R,TOR,TEX,X,4,ground_ball,1,2,2025,0.38,0.02,0.7826124235475992,0.7968170058124673,,680718,694388,2,2,Bot,129.97,164.35,,,,,5.364875275597747,-133.5619929,-6.227387299,3.4027735169425153,28.99139441474033,-30.76151984,3.47,1.59,2,69.1,-27,92.3,2684,6.6,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.92,0.048,0.047,0,1,0,0,2,19,6,Slider,0,3,0,3,3,0,0,3,Standard,Standard,131,-0.029,-0.19,60.7,7.7,0.049,0.19,88,-3,-3,0.235,0.235,37,29,37,29,1,0,6,1,10,1,2.69,-0.38,-0.38,32.7,14.868086232036775,-7.331624211,38.79880886777698,43.95696540917312,40.01581799477489
FF,8/15/2025,99,-1.44,5.34,"Varsho, Daulton",662139,594798,field_out,hit_into_play,,,,,3,Daulton Varsho pops out to second baseman Marcus Semien.,R,L,R,TOR,TEX,X,4,popup,1,2,2025,-0.56,1.32,0.3147950134072598,3.080873299519488,,,680718,0,2,Bot,169.3,148.01,,,,,6.158813228739022,-143.9969945,-3.784640184,-9.306784164,37.66987479267998,-13.28438102,3.41,1.53,163,75.4,61,99.4,2577,6.8,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.68,0.013,0.011,0,1,0,0,3,16,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Infield shade,Standard,221,-0.024,-0.164,81.7,7.6,0.014,0.164,88,-3,-3,0.28,0.28,37,28,37,29,1,0,6,2,10,1,1.04,0.56,-0.56,25.8,10.212521117710997,-5.236133065,23.754834975119135,29.25341260438114,30.17177703446788
FC,8/15/2025,89.7,-0.99,5.1,"Straw, Myles",664702,664208,strikeout,foul_tip,,,,,12,Myles Straw strikes out on a foul tip. Alejandro Kirk steals (1) 2nd base.,R,R,R,TOR,TEX,S,2,,0,2,2025,0.22,1.12,0.6867070374595364,3.8268556359431933,662139,,672386,1,8,Bot,,,,,,,3.7870738842859484,-130.7475893,0.45989316921493906,1.7913167321998495,26.014281403995273,-19.621385,3.49,1.63,,,,92.7,2603,7.8,776735,543309,642133,543760,673962,608369,694671,694497,669701,52.66,,0,0,1,0,0,,68,3,Cutter,6,5,6,5,5,6,6,5,Strategic,Standard,203,-0.021,-0.254,64.9,6.4,,0.254,,1,1,0.891,0.891,32,30,32,31,1,0,2,1,3,1,1.7,-0.22,-0.22,30.9,2.028051582269602,10.876252539319632,17.858020697094524,42.14299539418637,18.55613860514415
CU,8/15/2025,76.1,-1.31,5.13,"Kirk, Alejandro",672386,664208,single,hit_into_play,,,,,14,Alejandro Kirk singles on a line drive to left fielder Wyatt Langford. Bo Bichette scores. Vladimir Guerrero Jr. scores. Daulton Varsho to 3rd.,R,R,R,TOR,TEX,X,7,line_drive,1,2,2025,1.46,-0.8,0.5411949726273069,1.3551894514825094,666182,665489,662139,1,8,Bot,104.91,83.82,,,,,1.280505270257939,-110.674283,0.7910006172588355,11.453016945242233,24.73637930287144,-39.04300767,3.17,1.49,181,97.9,8,76.7,3266,7.3,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.19,0.615,0.554,0.9,1,1,0,4,67,4,Curveball,4,5,4,5,5,6,6,5,Standard,Standard,58,0.404,0.534,76.6,7.4,0.669,-0.534,97.9,-1,-1,0.504,0.504,32,26,32,27,1,3,2,1,3,1,4.82,-1.46,-1.46,27.4,6.362881316655935,2.653186975593104,24.368769452491343,47.99512502606706,38.57864733647448
FF,8/15/2025,99.5,-1.46,5.41,"Barger, Addison",680718,594798,single,hit_into_play,,,,,8,Addison Barger singles on a ground ball to third baseman Josh Jung.,R,L,R,TOR,TEX,X,5,ground_ball,3,2,2025,-0.62,1.39,0.2118343466226973,2.313016176041236,,,,0,2,Bot,99.42,161.28,,,,,6.085196671038281,-144.6248674,-6.342286411,-10.17036768,36.69661191044145,-11.40749399,3.75,1.72,17,63.4,-4,99.9,2633,6.8,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.7,0.06,0.058,0.9,1,1,0,2,15,6,4-Seam Fastball,0,3,0,3,3,0,0,3,Infield shade,Standard,218,0.032,0.353,71.6,6.7,0.082,-0.353,88,-3,-3,0.259,0.259,37,25,37,26,1,0,6,1,10,1,0.94,0.62,-0.62,32.2,-10.08999611,24.383559434252717,30.33538766973488,29.928056659864062,12.908365428539867
FC,8/15/2025,83.7,-0.7,6.02,"Bichette, Bo",666182,543056,single,hit_into_play,,,,,14,Bo Bichette singles on a line drive to center fielder Evan Carter. Andrés Giménez scores. Davis Schneider to 3rd.,R,R,L,TOR,TEX,X,8,line_drive,1,2,2025,-0.53,-0.38,0.11704752040120858,1.1058298438532188,,665926,676914,0,8,Bot,108.43,78.37,,,,,2.9098992910053814,-121.8267722,-4.13347326,-5.866935893,24.54088725635405,-35.32007201,3.75,1.73,204,100,11,83.1,2550,6,776735,543309,642133,543760,673962,608369,694671,694497,669701,54.55,0.911,0.875,0.9,1,1,0,4,63,6,Cutter,2,5,2,5,5,3,3,5,Standard,Standard,282,0.197,0.578,77.3,8.3,1.083,-0.578,100,-3,-3,0.209,0.209,35,27,36,27,1,3,3,1,4,1,3.64,-0.53,0.53,57.9,14.647782651022327,6.8148043437847585,35.86256737409582,34.84690636129375,22.864858112193687
FF,8/15/2025,99.4,-1.34,5.51,"Guerrero Jr., Vladimir",665489,594798,strikeout,foul_tip,,,,,14,Vladimir Guerrero Jr. strikes out on a foul tip.,R,R,R,TOR,TEX,S,2,,3,2,2025,-0.65,1.43,1.0375926379986962,2.6568276603247796,,,,2,1,Bot,,,,,,,8.110372457283061,-144.4529705,-5.772063934,-11.10451232,35.91483046294156,-11.04326158,3.74,1.6,,,,100,2597,6.8,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.67,,0,0,1,0,0,,7,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,222,-0.012,-0.328,76.3,7.8,,0.328,,0,0,0.512,0.512,37,26,37,26,1,0,6,1,10,1,0.9,0.65,0.65,29.1,-5.45892293,5.620828229709373,28.00449473,47.238409397052884,24.043765433607195
SI,8/15/2025,90.5,-0.86,6.02,"Schneider, Davis",676914,543056,single,hit_into_play,,,,,5,Davis Schneider singles on a sharp line drive to left fielder Wyatt Langford. Andrés Giménez to 2nd.,R,R,L,TOR,TEX,X,7,line_drive,3,2,2025,0.65,1.09,-0.080982133,2.1090904492875833,,,665926,0,8,Bot,48.04,105.62,,,,,0.5425986580056096,-131.7220437,-6.07434229,7.428778134409507,29.015969486578967,-18.44283007,3.11,1.51,245,107.2,16,89.8,2370,5.9,776735,543309,642133,543760,673962,608369,694671,694497,669701,54.55,0.537,0.611,0.9,1,1,0,5,62,7,Sinker,2,5,2,5,5,2,2,5,Standard,Standard,179,0.079,0.398,,,0.938,-0.398,107.2,-3,-3,0.154,0.154,35,26,36,26,1,0,3,1,4,1,1.7,0.65,-0.65,63.7,,,,,
CU,8/15/2025,77.7,-1.4,5.09,"Barger, Addison",680718,664208,strikeout,swinging_strike,,,,,9,Addison Barger strikes out swinging.,R,L,R,TOR,TEX,S,2,,2,2,2025,1.42,-1.03,0.7006558796155136,1.6309274586138676,676914,666182,665489,0,8,Bot,,,,,,,1.911714525587886,-112.9786489,1.6632835896404883,11.421985639673734,26.987353740183348,-41.43581587,3.75,1.72,,,,77.5,3272,6.9,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.58,,0,0,1,0,0,,65,5,Curveball,3,5,3,5,5,3,3,5,Infield shade,Standard,57,-0.117,-0.231,72.8,8.5,,0.231,,-2,-2,0.499,0.499,32,25,32,26,1,3,2,1,3,1,4.91,-1.42,1.42,24.5,17.91428145,-26.96685612,26.560466552094848,25.71973436563012,40.95231474551258
SI,8/15/2025,94.3,-2.04,5.08,"Guerrero Jr., Vladimir",665489,668390,field_out,hit_into_play,,,,,6,"Vladimir Guerrero Jr. grounds out, second baseman Marcus Semien to first baseman Rowdy Tellez.",R,R,R,TOR,TEX,X,4,ground_ball,1,2,2025,-1.48,0.53,0.4039033403605199,2.4398788830304636,,,,2,6,Bot,122.55,120.7,,,,,9.802996506125329,-136.8914182,-2.309018055,-20.79586385,32.84329572481347,-25.16621022,3.74,1.6,5,108.5,-24,95.4,2272,7.2,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.25,0.096,0.09,0,1,0,0,2,47,4,Sinker,0,3,0,3,3,0,0,3,Standard,Standard,220,-0.007,-0.182,78,6.9,0.096,0.182,108.5,-3,-3,0.114,0.114,25,26,26,26,1,2,3,1,2,1,2.06,1.48,1.48,32.7,-13.48769817,13.604954769739782,27.301503781685863,41.05582456404265,26.395087823377843
CH,8/15/2025,90.3,3.82,5.46,"Varsho, Daulton",662139,676395,force_out,hit_into_play,,,,,8,"Daulton Varsho grounds into a force out, second baseman Marcus Semien to shortstop Corey Seager. Addison Barger out at 2nd. Daulton Varsho to 1st.",R,L,L,TOR,TEX,X,4,ground_ball,3,2,2025,1.3,0.18,0.004795635,2.101383855228442,,,680718,0,7,Bot,150,158.1,,,,,-12.28852948,-130.9889239,-2.771943859,17.50634021787541,27.32035025609717,-29.69074873,3.41,1.53,50,77.7,2,90.6,1676,6.6,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.88,0.184,0.171,0,1,0,0,2,52,7,Changeup,0,3,0,3,3,0,0,3,Infield shade,Standard,108,-0.06,-0.407,78.6,7.9,0.206,0.407,88,-3,-3,0.192,0.192,29,28,29,29,1,2,3,2,3,1,2.63,1.3,1.3,23.8,15.995901296879053,1.4018375776911756,24.81350467,33.41633075043194,28.24106895375226
FF,8/15/2025,99.5,-1.6,5.45,"Bichette, Bo",666182,594798,field_out,hit_into_play,,,,,8,"Bo Bichette grounds out, first baseman Rowdy Tellez to pitcher Jacob deGrom.",R,R,R,TOR,TEX,X,3,ground_ball,1,2,2025,-0.71,1.19,0.10713003905893614,2.3029899567009107,,,,1,1,Bot,168.37,155.88,,,,,6.419706017520511,-144.6399566,-6.031027527,-11.51485897,38.07854500096894,-14.21286064,3.75,1.73,3,76.6,-40,100.2,2536,7,776735,543309,642133,543760,673962,608369,694671,694497,669701,53.49,0.086,0.081,0,1,0,0,2,6,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217,-0.011,-0.18,59.1,5.7,0.086,0.18,88,0,0,0.521,0.521,37,27,37,27,1,0,6,1,10,1,1.14,0.71,0.71,27.8,-28.05476508,37.366886248638714,47.27354898509478,33.84641349,0.547348913
CH,8/14/2025,79,2.05,5.4,"France, Ty",664034,571510,field_out,hit_into_play,,,,,8,"Ty France grounds out, third baseman Matt Shaw to first baseman Michael Busch.",R,R,L,TOR,CHC,X,5,ground_ball,2,2,2025,1.18,0.35,-0.040372761,1.838299897997881,,,,2,7,Bot,101.05,165.56,,,,,-6.715322677,-114.9812556,-1.676560082,11.640098900791248,18.859733830990777,-28.95939466,3.27,1.49,17,97.6,-5,79.1,1587,6.1,776747,608348,683737,663538,807713,621020,664023,650489,663656,54.42,0.256,0.233,0,1,0,0,2,49,5,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,114,-0.008,-0.224,76.6,7.7,0.256,0.224,97.6,1,1,0.753,0.753,34,30,34,31,3,2,6,1,5,1,3.27,1.18,-1.18,31.3,18.187086782860334,-1.313272557,34.95951549968537,32.01729842421017,34.737634259172424
FF,8/14/2025,93.7,1.96,5.3,"Bichette, Bo",666182,571510,field_out,hit_into_play,,,,,14,"Bo Bichette grounds out, pitcher Matthew Boyd to first baseman Michael Busch.",R,R,L,TOR,CHC,X,1,ground_ball,3,2,2025,1.16,0.82,0.8532581833051267,1.7537116319117687,,,,1,7,Bot,121.94,185.44,,,,,-5.417510765,-136.3544659,-5.245170389,15.68590573,29.978355299531547,-20.98961919,3.75,1.73,1,69.7,-65,93.8,2237,6.3,776747,608348,683737,663538,807713,621020,664023,650489,663656,54.17,0.258,0.236,0,1,0,0,2,48,8,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,119,-0.018,-0.332,69.4,7.2,0.258,0.332,88,1,1,0.773,0.773,34,27,34,27,3,2,6,1,5,1,1.78,1.16,-1.16,25.4,-8.07223639,18.662920230631798,37.55694649273163,41.76372365608043,9.348284287459078
CU,8/14/2025,77.2,2.08,5.76,"Guerrero Jr., Vladimir",665489,571510,home_run,hit_into_play,,,,,9,Vladimir Guerrero Jr. homers (20) on a fly ball to center field. Davis Schneider scores.,R,R,L,TOR,CHC,X,,fly_ball,0,2,2025,-0.43,-1.05,0.5514711247509323,2.2504296484457784,,676914,,1,7,Bot,89.24,40.74,,,,,-2.461327182,-112.3852026,1.403091213996344,-3.22317274,20.688832690526347,-41.58029142,3.74,1.6,402,106.5,24,77,2365,6.1,776747,608348,683737,663538,807713,621020,664023,650489,663656,54.36,0.787,1.5137924528301885,2,1,0,3,6,47,3,Curveball,0,1,0,1,1,2,2,1,Infield shade,Standard,315,0.392,1.382,80.7,8.1,2.953,-1.382,106.5,-1,-1,0.378,0.378,34,26,34,26,3,2,6,1,5,1,4.88,-0.43,0.43,34.9,8.573118701410706,-14.30080775,23.518839754844965,43.44127599518836,44.03203301948653
CH,8/14/2025,80,2.03,5.48,"Straw, Myles",664702,571510,strikeout,swinging_strike,,,,,6,Myles Straw strikes out swinging.,R,R,L,TOR,CHC,S,2,,1,2,2025,1.21,0.31,0.6784592381311789,2.2200114065265693,,,,0,6,Bot,,,,,,,-5.237788191,-116.4830236,-1.111545012,11.98920930311303,20.445650808120963,-29.34866803,3.5,1.63,,,,80,1714,6.1,776747,608348,683737,663538,807713,621020,664023,650489,663656,54.37,,0,0,1,0,0,,38,4,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,117,-0.028,-0.189,63.1,6.6,,0.189,,-1,-1,0.384,0.384,34,30,34,31,2,1,6,4,5,1,3.23,1.21,-1.21,28.9,-0.020333557,7.158075780387599,36.03180174576818,40.84013462596849,25.871557454230064
FF,8/14/2025,93.9,2.24,5.3,"France, Ty",664034,571510,field_out,hit_into_play,,,,,4,"Ty France grounds out, second baseman Nico Hoerner to first baseman Michael Busch.",R,R,L,TOR,CHC,X,4,ground_ball,1,2,2025,0.99,0.83,-0.572721971,2.3698565520171675,,,,1,5,Bot,143.41,153.46,,,,,-9.453537824,-136.4937393,-3.733074396,14.346928599665604,27.76728100776936,-21.10120287,3.27,1.49,36,70.3,0,94.2,2256,6.3,776747,608348,683737,663538,807713,621020,664023,650489,663656,54.15,0.06,0.057,0,1,0,0,2,31,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,121,-0.015,-0.18,69.7,6.4,0.077,0.18,88,0,0,0.53,0.53,34,30,34,31,2,1,6,1,5,1,1.74,0.99,-0.99,24.5,-19.17123512,14.038678565694362,48.72622178050226,26.134155706777122,17.820655543579505
CH,8/14/2025,79.6,2.17,5.5,"Schneider, Davis",676914,571510,field_out,hit_into_play,,,,,8,Davis Schneider flies out to center fielder Willi Castro.,R,R,L,TOR,CHC,X,8,fly_ball,1,2,2025,1.2,0.69,0.2525512810938184,1.7784735589837881,,,,0,4,Bot,95.49,51.76,,,,,-6.437027184,-115.7912238,-2.766295667,11.99860689928344,19.161195682952467,-25.62980486,3.11,1.5,371,98.8,33,79.8,1909,6.2,776747,608348,683737,663538,807713,621020,664023,650489,663656,54.34,0.379,0.7474545454545454,0,1,0,0,5,24,4,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,118,-0.019,-0.189,69.8,7.5,1.462,0.189,98.8,0,0,0.552,0.552,34,26,34,26,2,1,6,4,5,1,2.88,1.2,-1.2,31.3,20.39355158350138,-1.251485284,35.86923247957476,36.585937743283985,36.194385447395454
FF,8/14/2025,94.5,2.17,5.38,"Heineman, Tyler",623168,571510,single,hit_into_play,,,,,6,Tyler Heineman singles on a ground ball to right fielder Kyle Tucker.,R,R,L,TOR,CHC,X,9,ground_ball,2,2,2025,1.3,0.98,0.33721865336871226,2.644045089084637,,,,1,3,Bot,171.24,108.08,,,,,-7.67626992,-137.3703243,-3.632299458,18.102125319994876,30.135982161927032,-19.17326009,3.21,1.47,27,96.1,-4,94.6,2351,6.4,776747,608348,683737,663538,807713,621020,664023,650489,663656,54.09,0.259,0.236,0.9,1,1,0,2,18,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,122,0.031,0.44,63.2,5.8,0.278,-0.44,96.1,0,0,0.527,0.527,34,34,34,34,1,0,6,4,5,4,1.58,1.3,-1.3,24.4,-11.04609751,19.69372181490472,31.69234433399249,40.69175866994148,16.327508216639664
SL,8/14/2025,84.6,2.77,4.96,"Barger, Addison",680718,571510,strikeout,swinging_strike,,,,,13,Addison Barger strikes out swinging.,R,L,L,TOR,CHC,S,2,,1,2,2025,0.01,0.04,-1.077691228,2.1699752102514487,,,,2,2,Bot,,,,,,,-8.956462065,-122.9731109,-0.230889982,1.7861803286824756,23.804591229429093,-31.91572193,3.75,1.72,,,,84.5,2490,6.2,776747,608348,683737,663538,807713,621020,664023,650489,663656,54.28,,0,0,1,0,0,,12,4,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,316,-0.008,-0.182,67.4,7.9,,0.182,,0,0,0.508,0.508,34,25,34,26,1,0,6,1,5,1,3.14,0.01,0.01,13.6,13.059005091422387,5.378283762765128,24.465863052270876,46.26641847542782,26.97815409631064
