pitch_type,game_date,release_speed,player_name,batter,events,description,zone,b_swings,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hit_distance_sc,launch_speed,launch_angle,game_pk,estimated_ba_using_speedangle,launch_speed_angle,pitch_number,pitch_name,home_score,away_score,post_away_score,post_home_score,if_fielding_alignment,of_fielding_alignment,delta_run_exp,bat_win_exp
FF,9/29/2024,95,"Lewis, Royce",668904,double_play,hit_into_play,2,R,R,MIN,BAL,X,4,line_drive,3,2,2024,,,686797,1,6,Bot,151,96.5,5,745846,0.521,4,7,4-Seam Fastball,2,3,3,2,Standard,Standard,-0.31,0.411
FF,9/29/2024,95.1,"Lee, Brooks",686797,single,hit_into_play,6,L,R,MIN,BAL,X,9,line_drive,2,2,2024,,,,1,6,Bot,236,78.2,21,745846,0.926,4,6,4-Seam Fastball,2,3,3,2,Infield shade,Standard,0.453,0.352
CH,9/29/2024,87.2,"Julien, Edouard",666397,strikeout,swinging_strike,5,L,R,MIN,BAL,S,2,,2,2,2024,,,,2,5,Bot,,,,745846,,,5,Changeup,2,3,3,2,Infield shade,Standard,-0.219,0.354
FC,9/29/2024,85,"Farmer, Kyle",571657,field_out,hit_into_play,12,R,R,MIN,BAL,X,9,fly_ball,0,2,2024,,,467793,1,4,Bot,311,87.4,34,745846,0.026,3,3,Cutter,2,0,0,2,Standard,Standard,-0.163,0.779
FC,9/29/2024,86.2,"Lewis, Royce",668904,strikeout,swinging_strike,14,R,R,MIN,BAL,S,2,,1,2,2024,,,,0,4,Bot,,,,745846,,,4,Cutter,2,0,0,2,Standard,Standard,-0.186,0.781
CU,9/29/2024,82.2,"Martin, Austin",668885,strikeout,swinging_strike,9,R,R,MIN,BAL,S,2,,0,2,2024,,,,1,3,Bot,,,,745846,,,3,Curveball,2,0,0,2,Standard,Standard,-0.162,0.744
CU,9/29/2024,79.3,"Santana, Carlos",467793,home_run,hit_into_play,11,L,R,MIN,BAL,X,,fly_ball,0,2,2024,,,,0,2,Bot,393,100.9,27,745846,0.529,6,3,Curveball,0,0,0,1,Infield shade,Standard,1.205,0.542
ST,9/29/2024,85.2,"Vázquez, Christian",543877,strikeout,swinging_strike,6,R,R,MIN,BAL,S,2,,0,2,2024,467793,,622534,1,7,Bot,,,,745846,,,3,Sweeper,2,5,5,2,Standard,Standard,-0.251,0.178
SI,9/29/2024,97.7,"Vázquez, Christian",543877,strikeout,swinging_strike,11,R,R,MIN,BAL,S,2,,1,2,2024,,,622534,2,9,Bot,,,,745846,,,5,Sinker,2,6,6,2,Standard,Standard,-0.196,0.005
CU,9/29/2024,79.3,"Lewis, Royce",668904,field_out,hit_into_play,3,R,R,MIN,BAL,X,4,popup,0,2,2024,,668885,,2,1,Bot,104,81.4,68,745846,0.005,3,3,Curveball,0,0,0,0,Standard,Standard,-0.194,0.52
FF,9/29/2024,93.6,"Lee, Brooks",686797,strikeout,swinging_strike,12,L,R,MIN,BAL,S,2,,1,2,2024,,,668885,1,8,Bot,,,,745846,,,6,4-Seam Fastball,2,6,6,2,Standard,Standard,-0.182,0.039
ST,9/29/2024,86.7,"Farmer, Kyle",571657,strikeout,swinging_strike,14,R,R,MIN,BAL,S,2,,0,2,2024,,,467793,0,7,Bot,,,,745846,,,3,Sweeper,2,5,5,2,Standard,Standard,-0.15,0.16
KC,9/29/2024,83.4,"Margot, Manuel",622534,single,hit_into_play,13,R,R,MIN,BAL,X,7,line_drive,1,2,2024,,,,2,9,Bot,223,106.4,8,745846,0.718,4,4,Knuckle Curve,2,6,6,2,Standard,Standard,0.408,0.001
CU,9/29/2024,79.6,"Julien, Edouard",666397,strikeout,swinging_strike,6,L,R,MIN,BAL,S,2,,2,2,2024,,,,0,1,Bot,,,,745846,,,6,Curveball,0,0,0,0,Infield shade,Standard,-0.227,0.545
SL,9/29/2024,86,"Helman, Michael",680737,field_out,hit_into_play,8,R,L,MIN,BAL,X,9,fly_ball,0,2,2024,467793,,622534,2,7,Bot,247,76.4,44,745846,0.103,3,3,Slider,2,5,5,2,Standard,Standard,-0.171,0.106
FS,9/28/2024,79.2,"Lewis, Royce",668904,field_out,hit_into_play,14,R,L,MIN,BAL,X,6,line_drive,1,2,2024,,,686797,0,6,Bot,159,69.9,16,745849,0.521,4,4,Split-Finger,0,8,8,0,Standard,Standard,-0.189,0.013
SL,9/28/2024,87.8,"Lee, Brooks",686797,single,hit_into_play,4,R,L,MIN,BAL,X,7,ground_ball,1,2,2024,,,,0,6,Bot,20,102.4,-7,745849,0.292,2,4,Slider,0,8,8,0,Standard,Standard,0.516,0.009
SL,9/28/2024,85.2,"Margot, Manuel",622534,field_out,hit_into_play,7,R,L,MIN,BAL,X,7,fly_ball,3,2,2024,,,,1,5,Bot,278,90.8,46,745849,0.008,3,8,Slider,0,8,8,0,Standard,Standard,-0.332,0.012
FS,9/28/2024,81,"Castro, Willi",650489,field_out,hit_into_play,13,R,L,MIN,BAL,X,4,ground_ball,1,2,2024,,,467793,1,4,Bot,7,66.9,-8,745849,0.067,2,4,Split-Finger,0,7,7,0,Standard,Standard,-0.244,0.033
FF,9/28/2024,92.8,"Lewis, Royce",668904,field_out,hit_into_play,1,R,L,MIN,BAL,X,6,fly_ball,2,2,2024,,,,0,4,Bot,190,87.8,60,745849,0.024,3,5,4-Seam Fastball,0,7,7,0,Standard,Standard,-0.227,0.035
FF,9/28/2024,94.9,"Farmer, Kyle",571657,strikeout,swinging_strike,1,R,L,MIN,BAL,S,2,,0,2,2024,,,,2,9,Bot,,,,745849,,,3,4-Seam Fastball,2,9,9,2,Standard,Standard,-0.157,0.001
CH,9/28/2024,86.2,"Jeffers, Ryan",680777,home_run,hit_into_play,5,R,L,MIN,BAL,X,,fly_ball,1,2,2024,,,467793,2,9,Bot,395,101.5,38,745849,0.312,5,5,Changeup,0,9,9,2,Standard,Standard,2.297,0.001
FS,9/28/2024,81.5,"Martin, Austin",668885,field_out,hit_into_play,5,R,L,MIN,BAL,X,6,ground_ball,2,2,2024,,,,1,3,Bot,54,88.4,2,745849,0.338,2,6,Split-Finger,0,6,6,0,Standard,Standard,-0.225,0.06
SI,9/28/2024,90.5,"Lewis, Royce",668904,strikeout,called_strike,1,R,R,MIN,BAL,S,2,,1,2,2024,,,686797,2,1,Bot,,,,745849,,,4,Sinker,0,2,2,0,Standard,Standard,-0.196,0.318
FF,9/28/2024,94.9,"Helman, Michael",680737,field_out,hit_into_play,5,R,L,MIN,BAL,X,6,popup,1,2,2024,,,467793,1,9,Bot,149,93.2,66,745849,0.008,3,4,4-Seam Fastball,0,9,9,0,Standard,Standard,-0.186,0.001
SI,9/28/2024,95.4,"Margot, Manuel",622534,strikeout,swinging_strike,13,R,R,MIN,BAL,S,2,,2,2,2024,,,,2,7,Bot,,,,745849,,,5,Sinker,0,9,9,0,Standard,Standard,-0.219,0.001
SL,9/28/2024,85.1,"Keirsey Jr., DaShawn",680577,field_out,hit_into_play,4,L,L,MIN,BAL,X,4,ground_ball,2,2,2024,,,,0,9,Bot,11,73.4,-13,745849,0.045,2,8,Slider,0,9,9,0,Standard,Standard,-0.227,0.001
FS,9/28/2024,82.4,"Farmer, Kyle",571657,strikeout,swinging_strike_blocked,14,R,L,MIN,BAL,S,2,,1,2,2024,,650489,680777,1,2,Bot,,,,745849,,,4,Split-Finger,0,5,5,0,Standard,Standard,-0.177,0.146
SI,9/28/2024,96.3,"Jeffers, Ryan",680777,field_out,hit_into_play,8,R,R,MIN,BAL,X,1,ground_ball,2,2,2024,,,,0,7,Bot,11,89.4,-8,745849,0.149,2,6,Sinker,0,9,9,0,Standard,Standard,-0.227,0.003
SI,9/28/2024,92.8,"Julien, Edouard",666397,strikeout,swinging_strike,5,L,R,MIN,BAL,S,2,,3,2,2024,,,,0,1,Bot,,,,745849,,,6,Sinker,0,2,2,0,Infield shade,Standard,-0.333,0.358
SV,9/28/2024,81.9,"Martin, Austin",668885,strikeout,swinging_strike_blocked,13,R,L,MIN,BAL,S,2,,1,2,2024,,,,1,8,Bot,,,,745849,,,4,Slurve,0,9,9,0,Standard,Standard,-0.182,0.001
FF,9/27/2024,93.4,"Castro, Willi",650489,field_out,hit_into_play,4,R,L,MIN,BAL,X,7,fly_ball,1,2,2024,,,,0,6,Bot,281,79.1,36,745847,0.034,3,4,4-Seam Fastball,0,2,2,0,Standard,Standard,-0.186,0.249
FF,9/27/2024,94.3,"Santana, Carlos",467793,field_out,hit_into_play,6,R,L,MIN,BAL,X,4,ground_ball,3,2,2024,,,,2,4,Bot,40,96.1,-1,745847,0.321,2,7,4-Seam Fastball,0,2,2,0,Standard,Standard,-0.325,0.264
FF,9/27/2024,93.4,"Margot, Manuel",622534,strikeout,swinging_strike,1,R,L,MIN,BAL,S,2,,2,2,2024,,,,2,3,Bot,,,,745847,,,6,4-Seam Fastball,0,2,2,0,Standard,Standard,-0.219,0.28
CU,9/27/2024,79.4,"Jeffers, Ryan",680777,strikeout,swinging_strike,14,R,L,MIN,BAL,S,2,,1,2,2024,,,,2,2,Bot,,,,745847,,,6,Curveball,0,2,2,0,Standard,Standard,-0.18,0.296
FF,9/27/2024,95,"Farmer, Kyle",571657,field_out,hit_into_play,2,R,L,MIN,BAL,X,4,ground_ball,2,2,2024,,,,1,2,Bot,50,91.3,-1,745847,0.289,2,6,4-Seam Fastball,0,2,2,0,Standard,Standard,-0.225,0.314
FF,9/27/2024,93.5,"Lewis, Royce",668904,field_out,hit_into_play,8,R,L,MIN,BAL,X,4,popup,3,2,2024,,,,0,2,Bot,127,79.2,70,745847,0.005,3,6,4-Seam Fastball,0,2,2,0,Standard,Standard,-0.333,0.347
ST,9/27/2024,84.2,"Lee, Brooks",686797,strikeout,swinging_strike,14,L,R,MIN,BAL,S,2,,3,2,2024,,,,2,7,Bot,,,,745847,,,9,Sweeper,0,3,3,0,Strategic,Standard,-0.325,0.083
FF,9/27/2024,88.6,"Margot, Manuel",622534,field_out,hit_into_play,7,R,L,MIN,BAL,X,5,ground_ball,3,2,2024,,543877,,2,8,Bot,57,101.5,1,745847,0.534,4,6,4-Seam Fastball,0,7,7,0,Standard,Standard,-0.297,0.002
FF,9/27/2024,94.4,"Lewis, Royce",668904,strikeout,swinging_strike,5,R,R,MIN,BAL,S,2,,3,2,2024,,,,1,7,Bot,,,,745847,,,6,4-Seam Fastball,0,3,3,0,Standard,Standard,-0.332,0.105
CH,9/27/2024,88.1,"Margot, Manuel",622534,field_out,hit_into_play,4,R,L,MIN,BAL,X,8,fly_ball,2,2,2024,,,,0,1,Bot,324,85.7,37,745847,0.026,3,13,Changeup,0,0,0,0,Standard,Standard,-0.227,0.545
FF,9/27/2024,89.4,"Castro, Willi",650489,field_out,hit_into_play,8,R,L,MIN,BAL,X,1,ground_ball,1,2,2024,,,543877,1,8,Bot,0,,-83,745847,,,4,4-Seam Fastball,0,7,7,0,Standard,Standard,-0.244,0.004
CH,9/27/2024,83.9,"Santana, Carlos",467793,field_out,hit_into_play,4,L,R,MIN,BAL,X,9,fly_ball,2,2,2024,,,,0,7,Bot,336,102,44,745847,0.087,3,5,Changeup,0,3,3,0,Infield shade,Standard,-0.227,0.124
FF,9/26/2024,88.8,"Buxton, Byron",621439,field_out,hit_into_play,11,R,R,MIN,MIA,X,8,fly_ball,2,2,2024,,,,2,5,Bot,291,84.4,35,745853,0.016,3,5,4-Seam Fastball,0,4,4,0,Infield shade,Strategic,-0.219,0.088
ST,9/26/2024,76.5,"Farmer, Kyle",571657,field_out,hit_into_play,3,R,R,MIN,MIA,X,7,fly_ball,2,2,2024,,,,1,4,Bot,286,95.3,48,745853,0.005,3,7,Sweeper,0,1,1,0,Infield shade,Standard,-0.225,0.395
FF,9/26/2024,90.4,"Santana, Carlos",467793,strikeout,swinging_strike,11,L,R,MIN,MIA,S,2,,2,2,2024,,,,0,4,Bot,,,,745853,,,6,4-Seam Fastball,0,1,1,0,Infield shade,Standard,-0.227,0.423
CU,9/26/2024,75.3,"Castro, Willi",650489,field_out,hit_into_play,5,L,R,MIN,MIA,X,8,fly_ball,3,2,2024,467793,,680777,2,2,Bot,306,95.3,44,745853,0.005,3,6,Curveball,0,1,1,0,Infield shade,Standard,-0.331,0.447
SL,9/26/2024,86.5,"Larnach, Trevor",663616,force_out,hit_into_play,13,L,R,MIN,MIA,X,5,ground_ball,3,2,2024,,621439,621043,1,9,Bot,48,68.8,4,745853,0.129,2,6,Slider,4,4,4,4,Standard,Standard,-0.364,0.729
FF,9/26/2024,90.1,"Jeffers, Ryan",680777,single,hit_into_play,12,R,R,MIN,MIA,X,9,line_drive,1,2,2024,,,467793,2,2,Bot,186,90.5,10,745853,0.545,4,5,4-Seam Fastball,0,1,1,0,Standard,Standard,0.431,0.405
SI,9/26/2024,97.1,"Buxton, Byron",621439,single,hit_into_play,8,R,R,MIN,MIA,X,5,ground_ball,3,2,2024,,,,1,9,Bot,14,103.6,-8,745853,0.379,2,11,Sinker,4,4,4,4,Infield shade,Standard,0.345,0.59
FC,9/26/2024,80.7,"Lewis, Royce",668904,field_out,hit_into_play,6,R,R,MIN,MIA,X,8,fly_ball,3,2,2024,,,,0,2,Bot,237,89.2,50,745853,0.011,3,7,Cutter,0,1,1,0,Infield shade,Standard,-0.333,0.449
FF,9/26/2024,97.1,"Martin, Austin",668885,field_out,hit_into_play,11,R,R,MIN,MIA,X,5,ground_ball,2,2,2024,467793,686797,,2,10,Bot,74,57.1,8,745853,0.14,1,5,4-Seam Fastball,5,5,5,5,Standard,Standard,-0.228,0.614
SI,9/26/2024,96.1,"Martin, Austin",668885,strikeout,swinging_strike,13,R,R,MIN,MIA,S,2,,3,2,2024,,,,0,9,Bot,,,,745853,,,7,Sinker,4,4,4,4,Standard,Standard,-0.333,0.65
SL,9/26/2024,87.3,"Lewis, Royce",668904,force_out,hit_into_play,14,R,R,MIN,MIA,X,8,ground_ball,1,2,2024,668885,621043,663616,1,11,Bot,4,71.8,-16,745853,0.048,2,4,Slider,5,5,5,5,Strategic,Strategic,-0.193,0.785
SL,9/26/2024,87.3,"Jeffers, Ryan",680777,field_out,hit_into_play,4,R,R,MIN,MIA,X,3,ground_ball,0,2,2024,,686797,,1,8,Bot,7,77.9,-17,745853,0.044,2,3,Slider,4,4,4,4,Infield shade,Standard,-0.157,0.626
ST,9/26/2024,84.2,"Correa, Carlos",621043,field_out,hit_into_play,6,R,R,MIN,MIA,X,1,ground_ball,0,2,2024,,,,2,13,Bot,1,59.6,-71,745853,0.189,2,3,Sweeper,6,8,8,6,Strategic,Standard,-0.157,0.015
ST,9/26/2024,85,"Larnach, Trevor",663616,strikeout,called_strike,7,L,R,MIN,MIA,S,2,,0,2,2024,,,,0,8,Bot,,,,745853,,,3,Sweeper,2,4,4,2,Infield shade,Standard,-0.163,0.149
FF,9/26/2024,97.7,"Castro, Willi",650489,strikeout,foul_tip,3,R,L,MIN,MIA,S,2,,2,2,2024,,,680777,1,7,Bot,,,,745853,,,7,4-Seam Fastball,1,4,4,1,Standard,Standard,-0.229,0.127
FC,9/26/2024,81.1,"Buxton, Byron",621439,strikeout,swinging_strike,11,R,R,MIN,MIA,S,2,,3,2,2024,,,,0,1,Bot,,,,745853,,,6,Cutter,0,1,1,0,Infield shade,Strategic,-0.333,0.454
SL,9/26/2024,87.4,"Buxton, Byron",621439,field_out,hit_into_play,7,R,R,MIN,MIA,X,8,fly_ball,2,2,2024,,668885,,0,11,Bot,298,93.7,44,745853,0.005,3,5,Slider,5,5,5,5,Infield shade,Standard,-0.247,0.79
ST,9/26/2024,84.5,"Martin, Austin",668885,field_out,hit_into_play,5,R,R,MIN,MIA,X,9,fly_ball,1,2,2024,,650489,,0,13,Bot,329,92.9,28,745853,0.153,3,4,Sweeper,5,8,8,5,Standard,Standard,-0.194,0.086
ST,9/26/2024,87.4,"Correa, Carlos",621043,strikeout,swinging_strike,14,R,R,MIN,MIA,S,2,,1,2,2024,668885,,621439,2,7,Bot,,,,745853,,,4,Sweeper,2,4,4,2,Standard,Standard,-0.193,0.197
SI,9/25/2024,97.9,"Larnach, Trevor",663616,single,hit_into_play,9,L,R,MIN,MIA,X,8,line_drive,0,2,2024,,668885,621043,1,5,Bot,252,107.1,9,745854,0.8,4,3,Sinker,3,3,3,3,Standard,Standard,0.566,0.594
CH,9/25/2024,94.9,"Correa, Carlos",621043,fielders_choice,hit_into_play,7,R,R,MIN,MIA,X,5,ground_ball,1,2,2024,,,666397,1,5,Bot,5,84.5,-20,745854,0.068,2,5,Changeup,3,3,3,3,Standard,Standard,0.512,0.558
CH,9/25/2024,94.8,"Vázquez, Christian",543877,field_out,hit_into_play,4,R,R,MIN,MIA,X,9,line_drive,0,2,2024,,,,0,5,Bot,287,80.8,27,745854,0.174,3,3,Changeup,3,3,3,3,Strategic,Standard,-0.163,0.555
CU,9/25/2024,87.1,"Castro, Willi",650489,strikeout,swinging_strike_blocked,14,L,R,MIN,MIA,S,2,,3,2,2024,,,,1,4,Bot,,,,745854,,,7,Curveball,3,3,3,3,Infield shade,Standard,-0.332,0.537
CH,9/25/2024,95.7,"Lewis, Royce",668904,strikeout,swinging_strike,7,R,R,MIN,MIA,S,2,,0,2,2024,,621043,663616,2,3,Bot,,,,745854,,,3,Changeup,2,3,3,2,Infield shade,Standard,-0.186,0.409
CH,9/25/2024,96.5,"Lee, Brooks",686797,field_out,hit_into_play,7,L,R,MIN,MIA,X,1,ground_ball,0,2,2024,,650489,,0,3,Bot,1,59,-63,745854,0.208,1,5,Changeup,0,3,3,0,Standard,Standard,-0.092,0.28
SI,9/25/2024,98.2,"Santana, Carlos",467793,field_out,hit_into_play,13,L,R,MIN,MIA,X,4,ground_ball,3,2,2024,,,,2,2,Bot,1,64.8,-41,745854,0.149,2,6,Sinker,0,3,3,0,Strategic,Standard,-0.325,0.217
FF,9/25/2024,95.3,"Santana, Carlos",467793,double,hit_into_play,2,L,R,MIN,MIA,X,9,line_drive,1,2,2024,621043,663616,668904,2,7,Bot,198,98.4,13,745854,0.942,4,4,4-Seam Fastball,5,3,3,8,Infield shade,Standard,0.847,0.886
SL,9/25/2024,89.8,"Buxton, Byron",621439,field_out,hit_into_play,11,R,R,MIN,MIA,X,5,line_drive,2,2,2024,621043,663616,668904,1,7,Bot,113,51.2,21,745854,0.137,1,6,Slider,5,3,3,5,Standard,Standard,-0.084,0.923
CU,9/25/2024,86.4,"Buxton, Byron",621439,strikeout,swinging_strike,13,R,R,MIN,MIA,S,2,,0,2,2024,,,,1,2,Bot,,,,745854,,,3,Curveball,0,3,3,0,Infield shade,Strategic,-0.162,0.224
CU,9/25/2024,86.2,"Lewis, Royce",668904,field_out,hit_into_play,9,R,R,MIN,MIA,X,7,line_drive,3,2,2024,,,,0,2,Bot,298,81.8,27,745854,0.132,3,8,Curveball,0,3,3,0,Infield shade,Standard,-0.333,0.259
FC,9/25/2024,87.9,"Lee, Brooks",686797,double,hit_into_play,5,L,R,MIN,MIA,X,9,fly_ball,2,2,2024,,,,0,7,Bot,351,94.2,28,745854,0.161,3,6,Cutter,3,3,3,3,Strategic,Standard,0.721,0.582
FF,9/25/2024,93.6,"Farmer, Kyle",571657,field_out,hit_into_play,5,R,R,MIN,MIA,X,5,line_drive,3,2,2024,,,,1,8,Bot,164,106.5,9,745854,0.8,4,7,4-Seam Fastball,8,3,3,8,Infield shade,Standard,-0.332,0.994
FF,9/25/2024,97.7,"Castro, Willi",650489,field_out,hit_into_play,11,L,R,MIN,MIA,X,8,fly_ball,1,2,2024,,,,2,6,Bot,228,76.9,49,745854,0.087,3,4,4-Seam Fastball,3,3,3,3,Infield shade,Standard,-0.18,0.512
FF,9/25/2024,94.4,"Martin, Austin",668885,strikeout,called_strike,12,R,R,MIN,MIA,S,2,,0,2,2024,,543877,,0,7,Bot,,,,745854,,,3,4-Seam Fastball,4,3,3,4,Strategic,Standard,-0.206,0.828
CH,9/25/2024,95.1,"Correa, Carlos",621043,strikeout,swinging_strike,14,R,R,MIN,MIA,S,2,,1,2,2024,,,,1,1,Bot,,,,745854,,,4,Changeup,0,3,3,0,Standard,Standard,-0.182,0.241
SL,9/25/2024,87.7,"Vázquez, Christian",543877,sac_bunt,hit_into_play,5,R,R,MIN,MIA,X,1,ground_ball,3,2,2024,,622534,,0,7,Bot,37,23.4,44,745854,,1,6,Slider,3,3,3,4,Standard,Standard,-0.069,0.699
SL,9/25/2024,86,"Castro, Willi",650489,field_out,hit_into_play,7,L,R,MIN,MIA,X,9,line_drive,1,2,2024,,,,0,8,Bot,301,100.4,17,745854,0.458,4,5,Slider,8,3,3,8,Infield shade,Standard,-0.186,0.995
CH,9/25/2024,94.5,"Julien, Edouard",666397,strikeout,swinging_strike,14,L,R,MIN,MIA,S,2,,1,2,2024,,,,0,1,Bot,,,,745854,,,5,Changeup,0,3,3,0,Infield shade,Standard,-0.186,0.261
FF,9/24/2024,94.5,"Buxton, Byron",621439,double,hit_into_play,11,R,L,MIN,MIA,X,7,line_drive,1,2,2024,,,621043,1,5,Bot,193,88.4,15,745851,0.976,4,4,4-Seam Fastball,1,4,4,1,Infield shade,Standard,0.881,0.185
FF,9/24/2024,95.8,"Miranda, Jose",669304,field_out,hit_into_play,2,R,L,MIN,MIA,X,9,fly_ball,3,2,2024,,,,1,4,Bot,250,85.8,52,745851,0.018,3,9,4-Seam Fastball,1,4,4,1,Infield shade,Standard,-0.332,0.195
ST,9/24/2024,83.7,"Jeffers, Ryan",680777,field_out,hit_into_play,5,R,L,MIN,MIA,X,8,fly_ball,1,2,2024,,,,0,4,Bot,333,97.2,41,745851,0.05,3,4,Sweeper,1,4,4,1,Infield shade,Standard,-0.186,0.208
CH,9/24/2024,86.8,"Correa, Carlos",621043,strikeout,foul_tip,13,R,L,MIN,MIA,S,2,,2,2,2024,,,,0,3,Bot,,,,745851,,,5,Changeup,0,4,4,0,Standard,Standard,-0.227,0.161
CH,9/24/2024,88.8,"Margot, Manuel",622534,strikeout,swinging_strike,7,R,L,MIN,MIA,S,2,,2,2,2024,,680777,650489,2,2,Bot,,,,745851,,,5,Changeup,0,4,4,0,Standard,Standard,-0.204,0.172
FF,9/24/2024,97.5,"Castro, Willi",650489,single,hit_into_play,1,R,L,MIN,MIA,X,8,line_drive,2,2,2024,,,680777,2,2,Bot,264,75.9,27,745851,0.539,4,6,4-Seam Fastball,0,4,4,0,Standard,Standard,0.394,0.156
FS,9/24/2024,85.6,"Lee, Brooks",686797,force_out,hit_into_play,13,L,R,MIN,MIA,X,4,ground_ball,1,2,2024,,,650489,0,7,Bot,4,89.6,-18,745851,0.073,2,4,Split-Finger,1,4,4,1,Infield shade,Standard,-0.295,0.165
ST,9/24/2024,84.5,"Castro, Willi",650489,single,hit_into_play,7,L,R,MIN,MIA,X,8,line_drive,3,2,2024,,,,0,7,Bot,281,101.6,12,745851,0.932,4,6,Sweeper,1,4,4,1,Infield shade,Standard,0.369,0.136
SL,9/24/2024,87.5,"Correa, Carlos",621043,strikeout,called_strike,14,R,R,MIN,MIA,S,2,,0,2,2024,,,,2,9,Bot,,,,745851,,,4,Slider,1,4,4,1,Standard,Standard,-0.157,0.005
CH,9/24/2024,87.8,"Farmer, Kyle",571657,field_out,hit_into_play,4,R,L,MIN,MIA,X,7,fly_ball,3,2,2024,,,,0,2,Bot,286,79.2,33,745851,0.063,3,7,Changeup,0,4,4,0,Infield shade,Standard,-0.333,0.186
FS,9/24/2024,86,"Miranda, Jose",669304,strikeout,swinging_strike_blocked,14,R,R,MIN,MIA,S,2,,1,2,2024,,,,2,6,Bot,,,,745851,,,4,Split-Finger,1,4,4,1,Infield shade,Standard,-0.18,0.114
ST,9/24/2024,87.7,"Buxton, Byron",621439,field_out,hit_into_play,6,R,R,MIN,MIA,X,7,line_drive,1,2,2024,,,686797,2,7,Bot,300,88.3,22,745851,0.229,3,5,Sweeper,1,4,4,1,Infield shade,Standard,-0.197,0.089
ST,9/24/2024,84.6,"Wallner, Matt",670242,strikeout,called_strike,4,L,R,MIN,MIA,S,2,,3,2,2024,,,,0,6,Bot,,,,745851,,,7,Sweeper,1,4,4,1,Infield shade,Standard,-0.333,0.17
SI,9/24/2024,96.9,"Correa, Carlos",621043,strikeout,called_strike,9,R,R,MIN,MIA,S,2,,2,2,2024,,,686797,1,7,Bot,,,,745851,,,5,Sinker,1,4,4,1,Standard,Standard,-0.229,0.127
FF,9/22/2024,93,"Wallner, Matt",670242,single,hit_into_play,5,L,R,BOS,MIN,X,9,ground_ball,1,2,2024,,,663616,2,8,Top,81,86.8,5,746906,0.434,4,4,4-Seam Fastball,9,2,2,9,Strategic,Standard,0.431,0.002
FF,9/22/2024,93.3,"Lewis, Royce",668904,strikeout,called_strike,5,R,R,BOS,MIN,S,2,,0,2,2024,,,670242,2,5,Top,,,,746903,,,3,4-Seam Fastball,7,1,1,7,Infield shade,Standard,-0.17,0.026000000000000023
ST,9/22/2024,79.6,"Correa, Carlos",621043,field_out,hit_into_play,12,R,R,BOS,MIN,X,9,fly_ball,1,2,2024,,,663616,1,8,Top,306,87.9,36,746906,0.021,3,4,Sweeper,9,2,2,9,Standard,Standard,-0.186,0.003
FF,9/22/2024,93.3,"Wallner, Matt",670242,single,hit_into_play,3,L,R,BOS,MIN,X,7,fly_ball,0,2,2024,,,,2,5,Top,194,65,41,746903,0.439,4,3,4-Seam Fastball,7,1,1,7,Infield shade,Standard,0.431,0.024
FS,9/22/2024,81.5,"Buxton, Byron",621439,strikeout,called_strike,1,R,R,BOS,MIN,S,2,,0,2,2024,,,,0,8,Top,,,,746906,,,3,Split-Finger,9,2,2,9,Standard,Standard,-0.163,0.003
ST,9/22/2024,83.2,"Correa, Carlos",621043,field_out,hit_into_play,2,R,R,BOS,MIN,X,9,fly_ball,2,2,2024,,,,1,5,Top,230,83.6,45,746903,0.011,3,5,Sweeper,7,1,1,7,Standard,Standard,-0.225,0.029000000000000026
FC,9/22/2024,86.6,"Vázquez, Christian",543877,strikeout,swinging_strike_blocked,14,R,R,BOS,MIN,S,2,,0,2,2024,,,,2,7,Top,,,,746906,,,4,Cutter,9,2,2,9,Standard,Standard,-0.157,0.004
SL,9/22/2024,83.2,"Larnach, Trevor",663616,strikeout,swinging_strike,13,L,R,BOS,MIN,S,2,,0,2,2024,,,,0,5,Top,,,,746903,,,3,Slider,7,1,1,7,Infield shade,Standard,-0.163,0.035
ST,9/22/2024,81.7,"Farmer, Kyle",571657,strikeout,swinging_strike,14,R,R,BOS,MIN,S,2,,0,2,2024,,,,1,7,Top,,,,746906,,,3,Sweeper,9,2,2,9,Standard,Standard,-0.162,0.005
FF,9/22/2024,92.8,"Castro, Willi",650489,single,hit_into_play,3,L,R,BOS,MIN,X,5,ground_ball,2,2,2024,,,,0,4,Top,11,47.5,-15,746903,0.14,1,5,4-Seam Fastball,6,0,0,6,Infield shade,Standard,0.476,0.048
ST,9/22/2024,82.2,"Correa, Carlos",621043,field_out,hit_into_play,14,R,R,BOS,MIN,X,6,ground_ball,3,2,2024,,621439,663616,2,5,Top,6,81.7,-23,746906,0.044,2,6,Sweeper,0,2,2,0,Standard,Standard,-0.298,0.749
ST,9/22/2024,81.1,"Lewis, Royce",668904,field_out,hit_into_play,6,R,R,BOS,MIN,X,6,popup,2,2,2024,,,670242,2,3,Top,174,87.2,56,746903,0.018,3,5,Sweeper,3,0,0,3,Standard,Standard,-0.234,0.17800000000000005
FS,9/22/2024,82.8,"Vázquez, Christian",543877,single,hit_into_play,14,R,R,BOS,MIN,X,9,line_drive,2,2,2024,,,571657,2,5,Top,192,70.2,24,746906,0.979,4,6,Split-Finger,0,0,0,0,Standard,Standard,0.394,0.45899999999999996
