pitch_type,game_date,release_speed,player_name,batter,events,description,zone,b_swings,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hit_distance_sc,launch_speed,launch_angle,game_pk,estimated_ba_using_speedangle,launch_speed_angle,pitch_number,pitch_name,home_score,away_score,post_away_score,post_home_score,if_fielding_alignment,of_fielding_alignment,delta_run_exp,bat_win_exp
SI,9/28/2025,96.6,"Lee, Brooks",686797,field_out,hit_into_play,5,R,L,PHI,MIN,X,9,fly_ball,0,2,2025,,,,1,2,Top,336,97,35,776141,0.199,3,4,Sinker,0,0,0,0,Standard,Standard,-0.163,0.47
SL,9/28/2025,88.5,"Vázquez, Christian",543877,strikeout,called_strike,3,R,L,PHI,MIN,S,2,,3,2,2025,,686797,,2,9,Top,,,,776141,,,6,Slider,1,1,1,1,Standard,Standard,-0.277,0.469
ST,9/28/2025,81.8,"Lewis, Royce",668904,strikeout,swinging_strike,14,R,R,PHI,MIN,S,2,,0,2,2025,,680777,,2,6,Top,,,,776141,,,3,Sweeper,0,1,1,0,Standard,Standard,-0.193,0.627
CH,9/28/2025,87.5,"Clemens, Kody",665019,strikeout,swinging_strike,14,L,L,PHI,MIN,S,2,,0,2,2025,,,,0,2,Top,,,,776141,,,3,Changeup,0,0,0,0,Standard,Standard,-0.165,0.491
FS,9/28/2025,87.2,"Larnach, Trevor",663616,double,hit_into_play,7,L,R,PHI,MIN,X,9,ground_ball,1,2,2025,,,686797,1,7,Top,4,96.7,-26,776141,0.073,2,4,Split-Finger,0,1,1,0,Standard,Standard,0.868,0.6839999999999999
ST,9/28/2025,87.7,"Martin, Austin",668885,strikeout,swinging_strike,14,R,R,PHI,MIN,S,2,,1,2,2025,,543877,,1,10,Top,,,,776141,,,4,Sweeper,1,1,1,1,Standard,Standard,-0.201,0.362
ST,9/28/2025,83.2,"Fitzgerald, Ryan",680837,field_out,hit_into_play,8,L,L,PHI,MIN,X,8,fly_ball,2,2,2025,,686797,,1,9,Top,306,92.1,41,776141,0.018,3,5,Sweeper,1,1,1,1,Infield shade,Standard,-0.213,0.548
FC,9/28/2025,92.4,"Martin, Austin",668885,strikeout,swinging_strike,14,R,R,PHI,MIN,S,2,,3,2,2025,,,,0,8,Top,,,,776141,,,6,Cutter,0,1,1,0,Standard,Standard,-0.345,0.75
ST,9/28/2025,87.8,"Outman, James",681546,strikeout,swinging_strike,14,L,R,PHI,MIN,S,2,,2,2,2025,,543877,,0,10,Top,,,,776141,,,5,Sweeper,1,1,1,1,Infield shade,Standard,-0.286,0.484
CH,9/28/2025,88.2,"Martin, Austin",668885,strikeout,swinging_strike,14,R,L,PHI,MIN,S,2,,0,2,2025,,,,0,1,Top,,,,776141,,,5,Changeup,0,0,0,0,Standard,Standard,-0.165,0.491
SI,9/27/2025,90.2,"Fitzgerald, Ryan",680837,field_out,hit_into_play,5,L,L,PHI,MIN,X,6,ground_ball,3,2,2025,,,676812,2,4,Top,9,91.8,-13,776163,0.158,2,6,Sinker,0,2,2,0,Standard,Standard,-0.295,0.71
CH,9/27/2025,79.6,"McCusker, Carson",676812,force_out,hit_into_play,13,R,L,PHI,MIN,X,5,ground_ball,1,2,2025,665019,,686797,1,4,Top,23,92.3,-2,776163,0.278,2,5,Changeup,0,1,2,0,Standard,Standard,-0.203,0.671
FF,9/27/2025,91.5,"Clemens, Kody",665019,single,hit_into_play,8,L,L,PHI,MIN,X,8,ground_ball,2,2,2025,,,,1,4,Top,131,103.7,7,776163,0.671,4,5,4-Seam Fastball,0,1,1,0,Standard,Standard,0.44,0.597
SI,9/27/2025,90.7,"Jeffers, Ryan",680777,field_out,hit_into_play,1,R,L,PHI,MIN,X,6,ground_ball,3,2,2025,,,,2,3,Top,34,89.9,-2,776163,0.233,2,7,Sinker,0,1,1,0,Standard,Standard,-0.328,0.5760000000000001
FF,9/27/2025,91.6,"Buxton, Byron",621439,single,hit_into_play,5,R,L,PHI,MIN,X,8,ground_ball,2,2,2025,,,,0,3,Top,98,107,4,776163,0.595,4,8,4-Seam Fastball,0,1,1,0,Standard,Standard,0.465,0.609
FF,9/27/2025,93.3,"Jeffers, Ryan",680777,double,hit_into_play,11,R,R,PHI,MIN,X,8,line_drive,3,2,2025,,,668885,2,7,Top,241,105.6,11,776163,0.919,4,7,4-Seam Fastball,0,4,5,0,Standard,Standard,0.893,0.935
SL,9/27/2025,79.6,"Outman, James",681546,strikeout,swinging_strike,13,L,L,PHI,MIN,S,2,,1,2,2025,,,,2,2,Top,,,,776163,,,5,Slider,0,1,1,0,Strategic,Standard,-0.182,0.5640000000000001
FF,9/27/2025,91.9,"Lee, Brooks",686797,strikeout,swinging_strike,4,R,L,PHI,MIN,S,2,,1,2,2025,668885,668904,,2,1,Top,,,,776163,,,5,4-Seam Fastball,0,1,1,0,Standard,Standard,-0.196,0.5880000000000001
FF,9/27/2025,93,"Buxton, Byron",621439,strikeout,called_strike,9,R,R,PHI,MIN,S,2,,3,2,2025,,,,1,7,Top,,,,776163,,,6,4-Seam Fastball,0,4,4,0,Standard,Standard,-0.332,0.937
CU,9/27/2025,74.5,"Clemens, Kody",665019,strikeout,swinging_strike,9,L,L,PHI,MIN,S,2,,2,2,2025,668885,668904,,1,1,Top,,,,776163,,,6,Curveball,0,1,1,0,Standard,Standard,-0.317,0.663
FF,9/27/2025,95.2,"Outman, James",681546,field_out,hit_into_play,5,L,R,PHI,MIN,X,4,ground_ball,1,2,2025,,,,0,7,Top,8,96.3,-15,776163,0.179,2,4,4-Seam Fastball,0,4,4,0,Strategic,Standard,-0.189,0.94
CH,9/27/2025,87.5,"Buxton, Byron",621439,strikeout,swinging_strike,14,R,R,PHI,MIN,S,2,,0,2,2025,,,680837,1,9,Top,,,,776163,,,4,Changeup,0,5,5,0,Standard,Standard,-0.168,0.994
FF,9/27/2025,91,"Jeffers, Ryan",680777,strikeout,foul_tip,11,R,L,PHI,MIN,S,2,,3,2,2025,,,668885,0,1,Top,,,,776163,,,8,4-Seam Fastball,0,1,1,0,Standard,Standard,-0.315,0.635
FF,9/27/2025,95.2,"McCusker, Carson",676812,strikeout,called_strike,5,R,R,PHI,MIN,S,2,,2,2,2025,,,,2,6,Top,,,,776163,,,5,4-Seam Fastball,0,3,3,0,Standard,Standard,-0.224,0.842
FF,9/27/2025,95.2,"Outman, James",681546,field_out,hit_into_play,8,L,R,PHI,MIN,X,8,fly_ball,2,2,2025,,,680837,0,9,Top,349,94,34,776163,0.071,3,6,4-Seam Fastball,0,5,5,0,Strategic,Standard,-0.2,0.995
SL,9/27/2025,86.4,"Keirsey Jr., DaShawn",680577,strikeout,swinging_strike,13,L,L,PHI,MIN,S,2,,0,2,2025,,,,2,8,Top,,,,776163,,,3,Slider,0,5,5,0,Standard,Standard,-0.16,0.979
FC,9/27/2025,87.3,"Buxton, Byron",621439,home_run,hit_into_play,5,R,L,PHI,MIN,X,,fly_ball,3,2,2025,,,,0,1,Top,386,99.1,34,776163,0.327,5,6,Cutter,0,0,1,0,Standard,Standard,1.029,0.505
SI,9/27/2025,92.6,"Clemens, Kody",665019,strikeout,swinging_strike,7,L,L,PHI,MIN,S,2,,3,2,2025,,,,0,8,Top,,,,776163,,,6,Sinker,0,5,5,0,Strategic,Standard,-0.345,0.982
ST,9/27/2025,87.6,"Lewis, Royce",668904,strikeout,swinging_strike_blocked,14,R,R,PHI,MIN,S,2,,1,2,2025,,680777,,2,7,Top,,,,776163,,,4,Sweeper,0,5,5,0,Standard,Standard,-0.208,0.964
FF,9/27/2025,96,"Lewis, Royce",668904,strikeout,swinging_strike,12,R,R,PHI,MIN,S,2,,1,2,2025,,680777,,2,5,Top,,,,776163,,,4,4-Seam Fastball,0,3,3,0,Standard,Standard,-0.208,0.8220000000000001
SI,9/26/2025,93.1,"Julien, Edouard",666397,strikeout,called_strike,4,L,R,PHI,MIN,S,2,,3,2,2025,,,,0,8,Top,,,,776176,,,6,Sinker,3,1,1,3,Standard,Standard,-0.345,0.14800000000000002
SI,9/26/2025,93,"Larnach, Trevor",663616,strikeout,called_strike,9,L,R,PHI,MIN,S,2,,0,2,2025,665019,,,1,7,Top,,,,776176,,,3,Sinker,3,1,1,3,Standard,Standard,-0.298,0.20799999999999996
FF,9/26/2025,91.9,"Jeffers, Ryan",680777,strikeout,swinging_strike,12,R,R,PHI,MIN,S,2,,1,2,2025,665019,,,0,7,Top,,,,776176,,,4,4-Seam Fastball,3,1,1,3,Standard,Standard,-0.235,0.28
CH,9/26/2025,86.9,"Buxton, Byron",621439,strikeout,swinging_strike,14,R,R,PHI,MIN,S,2,,2,2,2025,,,,2,6,Top,,,,776176,,,5,Changeup,2,1,1,2,Standard,Standard,-0.224,0.274
KC,9/26/2025,79.4,"Julien, Edouard",666397,strikeout,swinging_strike,14,L,R,PHI,MIN,S,2,,3,2,2025,,,,2,5,Top,,,,776176,,,6,Knuckle Curve,1,0,0,1,Standard,Standard,-0.328,0.31000000000000005
KC,9/26/2025,79.7,"Jeffers, Ryan",680777,strikeout,called_strike,13,R,R,PHI,MIN,S,2,,2,2,2025,,,,2,4,Top,,,,776176,,,5,Knuckle Curve,1,0,0,1,Standard,Standard,-0.224,0.32599999999999996
CH,9/26/2025,87.7,"Outman, James",681546,strikeout,swinging_strike,7,L,R,PHI,MIN,S,2,,2,2,2025,,,,1,3,Top,,,,776176,,,5,Changeup,1,0,0,1,Standard,Standard,-0.228,0.359
SI,9/26/2025,93.8,"Julien, Edouard",666397,strikeout,called_strike,12,L,R,PHI,MIN,S,2,,1,2,2025,,,,2,2,Top,,,,776176,,,4,Sinker,1,0,0,1,Standard,Standard,-0.182,0.352
FF,9/26/2025,100.7,"Clemens, Kody",665019,strikeout,swinging_strike,3,L,R,PHI,MIN,S,2,,2,2,2025,,,543877,1,9,Top,,,,776176,,,5,4-Seam Fastball,3,1,1,3,Standard,Standard,-0.222,0.082
KC,9/26/2025,79,"Jeffers, Ryan",680777,field_out,hit_into_play,14,R,R,PHI,MIN,X,9,fly_ball,1,2,2025,,,,2,1,Top,289,91.3,43,776176,0.005,3,4,Knuckle Curve,0,0,0,0,Standard,Standard,-0.182,0.45899999999999996
KC,9/26/2025,89.5,"Buxton, Byron",621439,strikeout,swinging_strike,14,R,R,PHI,MIN,S,2,,0,2,2025,,,543877,0,9,Top,,,,776176,,,3,Knuckle Curve,3,1,1,3,Standard,Standard,-0.148,0.13
KC,9/26/2025,78.6,"Clemens, Kody",665019,strikeout,swinging_strike_blocked,14,L,R,PHI,MIN,S,2,,0,2,2025,,,,1,1,Top,,,,776176,,,3,Knuckle Curve,0,0,0,0,Standard,Standard,-0.163,0.472
SI,9/26/2025,99.4,"Vázquez, Christian",543877,single,hit_into_play,7,R,R,PHI,MIN,X,7,ground_ball,2,2,2025,,,,0,9,Top,70,101.8,2,776176,0.494,4,6,Sinker,3,1,1,3,Standard,Standard,0.465,0.07
FS,9/25/2025,85.4,"Buxton, Byron",621439,strikeout,called_strike,8,R,R,TEX,MIN,S,2,,2,2,2025,,,543877,2,5,Top,,,,776183,,,6,Split-Finger,0,1,1,0,Standard,Standard,-0.216,0.605
FC,9/25/2025,87.1,"Vázquez, Christian",543877,single,hit_into_play,12,R,R,TEX,MIN,X,9,line_drive,1,2,2025,,,,2,5,Top,190,84.6,14,776183,0.901,4,5,Cutter,0,1,1,0,Standard,Standard,0.403,0.593
FS,9/25/2025,83.3,"Julien, Edouard",666397,field_out,hit_into_play,4,L,R,TEX,MIN,X,8,fly_ball,3,2,2025,,,,1,5,Top,385,102.2,36,776183,0.456,6,7,Split-Finger,0,1,1,0,Infield shade,Strategic,-0.332,0.618
FS,9/25/2025,84.8,"McCusker, Carson",676812,strikeout,called_strike,9,R,R,TEX,MIN,S,2,,2,2,2025,,,,0,5,Top,,,,776183,,,5,Split-Finger,0,1,1,0,Standard,Standard,-0.232,0.634
FS,9/25/2025,85.2,"Lee, Brooks",686797,field_out,hit_into_play,13,L,R,TEX,MIN,X,8,fly_ball,1,2,2025,,663616,,2,4,Top,310,81.6,34,776183,0.033,3,6,Split-Finger,0,1,1,0,Infield shade,Standard,-0.208,0.597
FS,9/25/2025,84.6,"Larnach, Trevor",663616,double,hit_into_play,8,L,R,TEX,MIN,X,9,line_drive,0,2,2025,,,,0,4,Top,256,108.9,12,776183,0.856,5,3,Split-Finger,0,1,1,0,Infield shade,Standard,0.811,0.614
FC,9/25/2025,85.8,"Martin, Austin",668885,field_out,hit_into_play,6,R,R,TEX,MIN,X,8,fly_ball,2,2,2025,,,666397,2,3,Top,312,85,36,776183,0.005,3,7,Cutter,0,1,1,0,Standard,Standard,-0.216,0.583
FC,9/25/2025,87.6,"Buxton, Byron",621439,field_out,hit_into_play,14,R,R,TEX,MIN,X,9,fly_ball,0,2,2025,,,666397,1,3,Top,271,83.1,44,776183,0.013,3,3,Cutter,0,1,1,0,Standard,Standard,-0.169,0.603
FF,9/25/2025,87.9,"McCusker, Carson",676812,strikeout,called_strike,7,R,R,TEX,MIN,S,2,,3,2,2025,,,,2,2,Top,,,,776183,,,6,4-Seam Fastball,0,1,1,0,Standard,Standard,-0.328,0.569
CH,9/25/2025,84.8,"McCusker, Carson",676812,strikeout,swinging_strike,5,R,R,TEX,MIN,S,2,,3,2,2025,,,,2,7,Top,,,,776183,,,6,Changeup,0,1,1,0,Standard,Standard,-0.328,0.651
FS,9/25/2025,88,"Clemens, Kody",665019,force_out,hit_into_play,13,L,R,TEX,MIN,X,4,ground_ball,1,2,2025,,,663616,1,8,Top,19,94.6,-3,776183,0.292,2,5,Split-Finger,0,4,4,0,Infield shade,Standard,-0.241,0.963
FS,9/25/2025,85.4,"Lee, Brooks",686797,field_out,hit_into_play,7,L,R,TEX,MIN,X,8,fly_ball,1,2,2025,,,,1,2,Top,365,92.5,27,776183,0.165,3,5,Split-Finger,0,1,1,0,Infield shade,Standard,-0.18,0.5780000000000001
CH,9/25/2025,85.4,"Lee, Brooks",686797,field_out,hit_into_play,7,L,R,TEX,MIN,X,9,fly_ball,0,2,2025,,,,1,7,Top,284,79.7,35,776183,0.066,3,3,Changeup,0,1,1,0,Infield shade,Standard,-0.163,0.6599999999999999
FS,9/25/2025,87.5,"Larnach, Trevor",663616,single,hit_into_play,11,L,R,TEX,MIN,X,7,ground_ball,1,2,2025,,,,1,8,Top,111,94.3,4,776183,0.476,4,5,Split-Finger,0,4,4,0,Infield shade,Standard,0.489,0.959
FF,9/25/2025,94.1,"Lewis, Royce",668904,strikeout,foul_tip,2,R,R,TEX,MIN,S,2,,0,2,2025,,,,0,7,Top,,,,776183,,,3,4-Seam Fastball,0,1,1,0,Standard,Standard,-0.165,0.6819999999999999
FS,9/25/2025,88.3,"Martin, Austin",668885,strikeout,swinging_strike,13,R,R,TEX,MIN,S,2,,3,2,2025,,,,0,8,Top,,,,776183,,,8,Split-Finger,0,4,4,0,Standard,Standard,-0.345,0.965
FF,9/25/2025,94,"Clemens, Kody",665019,field_out,hit_into_play,5,L,R,TEX,MIN,X,8,fly_ball,1,2,2025,,,,2,6,Top,279,83.3,43,776183,0.013,3,4,4-Seam Fastball,0,1,1,0,Infield shade,Strategic,-0.182,0.612
FS,9/25/2025,84.1,"Larnach, Trevor",663616,strikeout,swinging_strike,13,L,R,TEX,MIN,S,2,,1,2,2025,,,,1,1,Top,,,,776183,,,5,Split-Finger,0,1,1,0,Infield shade,Standard,-0.18,0.5720000000000001
ST,9/25/2025,77.9,"Fitzgerald, Ryan",680837,field_out,hit_into_play,7,L,L,TEX,MIN,X,4,ground_ball,1,2,2025,,,,1,9,Top,39,70,2,776183,0.131,2,5,Sweeper,0,4,4,0,Infield shade,Standard,-0.18,0.983
CH,9/25/2025,84.3,"Larnach, Trevor",663616,strikeout,swinging_strike,13,L,R,TEX,MIN,S,2,,0,2,2025,,,,1,6,Top,,,,776183,,,3,Changeup,0,1,1,0,Infield shade,Standard,-0.163,0.627
FF,9/25/2025,94,"Martin, Austin",668885,field_out,hit_into_play,8,R,R,TEX,MIN,X,7,line_drive,3,2,2025,,,,0,6,Top,362,104.7,19,776183,0.428,6,6,4-Seam Fastball,0,1,1,0,Standard,Standard,-0.345,0.6659999999999999
FF,9/25/2025,87,"Lee, Brooks",686797,strikeout,swinging_strike,12,R,L,TEX,MIN,S,2,,1,2,2025,665019,,668904,2,8,Top,,,,776183,,,4,4-Seam Fastball,0,4,4,0,Standard,Standard,-0.18,0.962
FF,9/25/2025,93.4,"Vázquez, Christian",543877,single,hit_into_play,12,R,R,TEX,MIN,X,9,ground_ball,0,2,2025,,,680837,0,8,Top,20,92.6,-8,776183,0.184,2,3,4-Seam Fastball,0,1,1,0,Standard,Standard,0.565,0.766
FF,9/24/2025,97.6,"Lewis, Royce",668904,field_out,hit_into_play,3,R,R,TEX,MIN,X,4,fly_ball,1,2,2025,,,666397,0,5,Top,187,86.2,59,776192,0.018,3,4,4-Seam Fastball,1,1,1,1,Standard,Standard,-0.164,0.534
SL,9/24/2025,90.6,"Julien, Edouard",666397,single,hit_into_play,7,L,R,TEX,MIN,X,8,ground_ball,2,2,2025,,,,0,5,Top,6,102.7,-16,776192,0.204,2,6,Slider,1,1,1,1,Infield shade,Standard,0.465,0.496
SL,9/24/2025,92.5,"Jeffers, Ryan",680777,strikeout,swinging_strike,14,R,R,TEX,MIN,S,2,,3,2,2025,665019,,,1,4,Top,,,,776192,,,6,Slider,0,1,1,0,Strategic,Standard,-0.451,0.6779999999999999
SL,9/24/2025,91.8,"Larnach, Trevor",663616,strikeout,swinging_strike,13,L,R,TEX,MIN,S,2,,2,2,2025,665019,,,0,4,Top,,,,776192,,,5,Slider,0,1,1,0,Strategic,Standard,-0.28,0.706
CH,9/24/2025,90.9,"Buxton, Byron",621439,strikeout,swinging_strike_blocked,14,R,R,TEX,MIN,S,2,,2,2,2025,,,,2,3,Top,,,,776192,,,5,Changeup,0,1,1,0,Standard,Standard,-0.224,0.5720000000000001
SL,9/24/2025,92.8,"Outman, James",681546,strikeout,called_strike,4,L,R,TEX,MIN,S,2,,3,2,2025,,,,1,3,Top,,,,776192,,,7,Slider,0,1,1,0,Infield shade,Standard,-0.332,0.594
CH,9/24/2025,92,"Fitzgerald, Ryan",680837,strikeout,swinging_strike,8,L,R,TEX,MIN,S,2,,2,2,2025,,,,0,3,Top,,,,776192,,,6,Changeup,0,1,1,0,Infield shade,Standard,-0.232,0.609
SL,9/24/2025,91.7,"Julien, Edouard",666397,strikeout,swinging_strike,13,L,R,TEX,MIN,S,2,,3,2,2025,,,,1,2,Top,,,,776192,,,6,Slider,0,1,1,0,Infield shade,Standard,-0.332,0.585
SL,9/24/2025,92,"Lee, Brooks",686797,strikeout,swinging_strike,13,L,R,TEX,MIN,S,2,,2,2,2025,,,,0,2,Top,,,,776192,,,7,Slider,0,1,1,0,Infield shade,Standard,-0.232,0.6
FF,9/24/2025,92.2,"Buxton, Byron",621439,strikeout,swinging_strike,1,R,R,TEX,MIN,S,2,,1,2,2025,,,680837,2,8,Top,,,,776192,,,5,4-Seam Fastball,4,2,2,4,Infield shade,Standard,-0.183,0.087
CU,9/24/2025,76.7,"Jeffers, Ryan",680777,field_out,hit_into_play,9,R,R,TEX,MIN,X,5,ground_ball,3,2,2025,,,,2,9,Top,19,87.9,-5,776192,0.153,2,6,Curveball,4,2,2,4,Standard,Standard,-0.328,0.016000000000000014
FF,9/24/2025,94.3,"Larnach, Trevor",663616,single,hit_into_play,5,L,L,TEX,MIN,X,4,ground_ball,0,2,2025,,,,0,7,Top,25,99.4,-5,776192,0.25,2,3,4-Seam Fastball,1,1,1,1,Infield shade,Standard,0.532,0.484
CH,9/24/2025,89.9,"Larnach, Trevor",663616,strikeout,swinging_strike,13,L,R,TEX,MIN,S,2,,1,2,2025,,,,1,1,Top,,,,776192,,,4,Changeup,0,1,1,0,Infield shade,Standard,-0.18,0.5720000000000001
FF,9/24/2025,94.7,"Clemens, Kody",665019,strikeout,called_strike,8,L,L,TEX,MIN,S,2,,0,2,2025,,,,2,6,Top,,,,776192,,,3,4-Seam Fastball,1,1,1,1,Infield shade,Standard,-0.16,0.43400000000000005
CU,9/24/2025,75.4,"Larnach, Trevor",663616,strikeout,swinging_strike,7,L,R,TEX,MIN,S,2,,2,2,2025,,,,1,9,Top,,,,776192,,,5,Curveball,4,2,2,4,Infield shade,Standard,-0.228,0.033
FF,9/24/2025,91.8,"Lewis, Royce",668904,single,hit_into_play,14,R,R,TEX,MIN,X,8,ground_ball,1,2,2025,,666397,,0,8,Top,126,80.8,8,776192,0.375,4,4,4-Seam Fastball,4,1,2,4,Standard,Standard,0.62,0.11599999999999999
FC,9/23/2025,89.6,"Lewis, Royce",668904,strikeout,swinging_strike,12,R,L,TEX,MIN,S,2,,2,2,2025,,680777,807712,2,3,Top,,,,776210,,,5,Cutter,1,2,2,1,Standard,Standard,-0.203,0.6
FC,9/23/2025,89.7,"Clemens, Kody",665019,double,hit_into_play,9,L,L,TEX,MIN,X,9,line_drive,3,2,2025,,,,0,3,Top,153,109.3,8,776210,0.744,4,6,Cutter,1,0,0,1,Infield shade,Standard,0.631,0.394
FF,9/23/2025,95.9,"Outman, James",681546,strikeout,swinging_strike,13,L,R,TEX,MIN,S,2,,3,2,2025,,666397,,1,7,Top,,,,776210,,,7,4-Seam Fastball,1,4,4,1,Standard,Standard,-0.295,0.904
CH,9/23/2025,82.2,"McCusker, Carson",676812,strikeout,swinging_strike,8,R,L,TEX,MIN,S,2,,3,2,2025,807712,,,1,2,Top,,,,776210,,,6,Changeup,1,0,0,1,Infield shade,Standard,-0.451,0.44899999999999995
SI,9/23/2025,95,"Jeffers, Ryan",680777,force_out,hit_into_play,6,R,R,TEX,MIN,X,4,ground_ball,2,2,2025,,543877,668885,2,6,Top,5,110.1,-24,776210,0.094,2,6,Sinker,1,4,4,1,Standard,Standard,-0.203,0.856
FF,9/23/2025,94.3,"Lee, Brooks",686797,field_out,hit_into_play,6,L,R,TEX,MIN,X,8,fly_ball,3,2,2025,680837,681546,,2,9,Top,280,81.8,42,776210,0.015,3,6,4-Seam Fastball,1,4,4,1,Standard,Standard,-0.259,0.966
FC,9/23/2025,84.5,"Martin, Austin",668885,field_out,hit_into_play,2,R,L,TEX,MIN,X,5,ground_ball,3,2,2025,543877,,,2,8,Top,12,89.4,-14,776210,0.129,2,6,Cutter,1,4,4,1,Infield shade,Standard,-0.257,0.926
FF,9/23/2025,94,"Lewis, Royce",668904,strikeout,swinging_strike,11,R,R,TEX,MIN,S,2,,3,2,2025,,,666397,2,5,Top,,,,776210,,,6,4-Seam Fastball,1,2,2,1,Infield shade,Standard,-0.295,0.612
FS,9/23/2025,86.8,"Martin, Austin",668885,force_out,hit_into_play,4,R,R,TEX,MIN,X,6,ground_ball,2,2,2025,686797,665019,543877,1,6,Top,11,96.9,-13,776210,0.168,2,7,Split-Finger,1,3,4,1,Infield shade,Standard,-0.271,0.841
SI,9/23/2025,89.2,"Lee, Brooks",686797,single,hit_into_play,12,R,L,TEX,MIN,X,9,ground_ball,1,2,2025,,,681546,0,6,Top,101,95,4,776210,0.466,4,5,Sinker,1,2,2,1,Standard,Standard,0.547,0.687
FC,9/23/2025,88.3,"Jeffers, Ryan",680777,field_out,hit_into_play,1,R,L,TEX,MIN,X,6,ground_ball,3,2,2025,,,,2,1,Top,12,87,-14,776210,0.092,2,7,Cutter,0,0,0,0,Standard,Standard,-0.328,0.46399999999999997
FF,9/23/2025,90.3,"Buxton, Byron",621439,field_out,hit_into_play,4,R,L,TEX,MIN,X,8,fly_ball,2,2,2025,,543877,,1,8,Top,361,95.5,26,776210,0.175,5,5,4-Seam Fastball,1,4,4,1,Standard,Standard,-0.213,0.933
FS,9/23/2025,86,"Buxton, Byron",621439,strikeout,swinging_strike,1,R,R,TEX,MIN,S,2,,0,2,2025,686797,665019,543877,0,6,Top,,,,776210,,,3,Split-Finger,1,3,3,1,Infield shade,Standard,-0.204,0.872
FC,9/23/2025,89.8,"Buxton, Byron",621439,field_out,hit_into_play,4,R,L,TEX,MIN,X,3,popup,2,2,2025,,,,0,1,Top,57,71.5,81,776210,0.013,3,5,Cutter,0,0,0,0,Standard,Standard,-0.232,0.497
FF,9/23/2025,94,"Lewis, Royce",668904,strikeout,swinging_strike,11,R,R,TEX,MIN,S,2,,2,2,2025,,680837,,1,9,Top,,,,776210,,,9,4-Seam Fastball,1,4,4,1,Standard,Standard,-0.227,0.968
