pitch_type,game_date,release_speed,player_name,batter,events,description,zone,b_swings,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hit_distance_sc,launch_speed,launch_angle,game_pk,estimated_ba_using_speedangle,launch_speed_angle,pitch_number,pitch_name,home_score,away_score,post_away_score,post_home_score,if_fielding_alignment,of_fielding_alignment,delta_run_exp,bat_win_exp
ST,9/3/2025,83.1,"Buxton, Byron",621439,strikeout,swinging_strike,2,R,R,MIN,CWS,S,2,,3,2,2025,,,,0,3,Bot,,,,776469,,,7,Sweeper,2,1,1,2,Standard,Standard,-0.345,0.674
FF,9/3/2025,94.8,"Julien, Edouard",666397,strikeout,swinging_strike,1,L,R,MIN,CWS,S,2,,1,2,2025,,,668904,1,2,Bot,,,,776469,,,4,4-Seam Fastball,2,1,1,2,Infield shade,Standard,-0.178,0.65
ST,9/3/2025,82.3,"Buxton, Byron",621439,strikeout,swinging_strike,14,R,R,MIN,CWS,S,2,,1,2,2025,,668904,668885,2,6,Bot,,,,776469,,,5,Sweeper,3,1,1,3,Standard,Standard,-0.191,0.833
ST,9/3/2025,83,"Jeffers, Ryan",680777,field_out,hit_into_play,12,R,R,MIN,CWS,X,6,popup,1,2,2025,,,670242,1,1,Bot,136,82.7,66,776469,0.008,3,4,Sweeper,2,0,0,2,Standard,Standard,-0.179,0.728
FF,9/3/2025,94.3,"Wallner, Matt",670242,single,hit_into_play,8,L,R,MIN,CWS,X,9,line_drive,2,2,2025,,807712,,1,1,Bot,179,109.6,10,776469,0.899,5,5,4-Seam Fastball,1,0,0,2,Standard,Standard,0.588,0.657
FF,9/3/2025,88.5,"Wallner, Matt",670242,strikeout,called_strike,7,L,L,MIN,CWS,S,2,,3,2,2025,,,807712,1,7,Bot,,,,776469,,,6,4-Seam Fastball,3,1,1,3,Infield shade,Standard,-0.32,0.889
SL,9/3/2025,86.2,"Keaschall, Luke",807712,field_out,hit_into_play,9,R,R,MIN,CWS,X,7,line_drive,2,2,2025,,621439,680577,0,9,Bot,258,75.1,25,776469,0.833,4,5,Slider,3,4,4,3,Standard,Standard,-0.23,0.489
FC,9/3/2025,89.3,"Keaschall, Luke",807712,double,hit_into_play,6,R,R,MIN,CWS,X,7,line_drive,3,2,2025,,,663616,1,1,Bot,257,99.2,15,776469,0.716,4,7,Cutter,0,0,0,1,Standard,Standard,0.726,0.556
FF,9/3/2025,99,"Julien, Edouard",666397,strikeout,called_strike,5,L,R,MIN,CWS,S,2,,2,2,2025,,,,1,8,Bot,,,,776469,,,5,4-Seam Fastball,3,1,1,3,Infield shade,Standard,-0.228,0.931
FF,9/3/2025,99,"Lewis, Royce",668904,strikeout,swinging_strike,12,R,R,MIN,CWS,S,2,,1,2,2025,,,,0,8,Bot,,,,776469,,,4,4-Seam Fastball,3,1,1,3,Standard,Standard,-0.189,0.936
SL,9/3/2025,84.3,"Larnach, Trevor",663616,field_out,hit_into_play,3,L,L,MIN,CWS,X,7,line_drive,2,2,2025,,,,0,7,Bot,263,81.3,24,776469,0.425,3,5,Slider,3,1,1,3,Infield shade,Standard,-0.232,0.885
SI,9/3/2025,93.4,"Jeffers, Ryan",680777,single,hit_into_play,8,R,R,MIN,CWS,X,8,ground_ball,2,2,2025,,,,0,6,Bot,12,93.7,-8,776469,0.197,2,5,Sinker,2,1,1,2,Standard,Standard,0.465,0.737
ST,9/3/2025,83.4,"Buxton, Byron",621439,strikeout,swinging_strike,14,R,R,MIN,CWS,S,2,,1,2,2025,,,,0,1,Bot,,,,776469,,,4,Sweeper,0,0,0,0,Standard,Standard,-0.189,0.541
SL,9/2/2025,87.9,"Outman, James",681546,field_out,hit_into_play,9,L,R,MIN,CWS,X,3,ground_ball,2,2,2025,,,668885,1,6,Bot,20,67.8,-4,776484,0.062,2,5,Slider,3,5,5,3,Standard,Standard,-0.285,0.259
FF,9/2/2025,94.4,"Clemens, Kody",665019,strikeout,swinging_strike,2,L,R,MIN,CWS,S,2,,0,2,2025,,,,0,6,Bot,,,,776484,,,3,4-Seam Fastball,3,5,5,3,Standard,Standard,-0.165,0.246
FF,9/2/2025,95.2,"Wallner, Matt",670242,strikeout,swinging_strike,3,L,R,MIN,CWS,S,2,,1,2,2025,,,686797,2,5,Bot,,,,776484,,,5,4-Seam Fastball,3,3,3,3,Standard,Standard,-0.183,0.522
SL,9/2/2025,87.7,"Wallner, Matt",670242,strikeout,swinging_strike,14,L,R,MIN,CWS,S,2,,2,2,2025,,,,2,3,Bot,,,,776484,,,6,Slider,2,1,1,2,Standard,Standard,-0.224,0.632
FF,9/2/2025,94.3,"Lee, Brooks",686797,field_out,hit_into_play,3,L,R,MIN,CWS,X,6,fly_ball,1,2,2025,,,,1,3,Bot,224,76,50,776484,0.071,3,5,4-Seam Fastball,2,1,1,2,Standard,Standard,-0.18,0.643
SL,9/2/2025,87,"Buxton, Byron",621439,field_out,hit_into_play,9,R,R,MIN,CWS,X,5,ground_ball,1,2,2025,,,680837,2,2,Bot,5,69.4,-24,776484,0.053,2,4,Slider,2,1,1,2,Standard,Standard,-0.183,0.626
FF,9/2/2025,95.8,"Fitzgerald, Ryan",680837,single,hit_into_play,5,L,R,MIN,CWS,X,7,fly_ball,1,2,2025,,681508,,2,2,Bot,222,71.7,33,776484,0.537,3,4,4-Seam Fastball,1,1,1,2,Standard,Standard,0.754,0.524
FF,9/2/2025,93.2,"Lee, Brooks",686797,strikeout,swinging_strike,3,R,L,MIN,CWS,S,2,,3,2,2025,,663616,,2,7,Bot,,,,776484,,,6,4-Seam Fastball,3,9,9,3,Standard,Standard,-0.277,0.015
CU,9/2/2025,81.4,"Martin, Austin",668885,strikeout,called_strike,14,R,R,MIN,CWS,S,2,,2,2,2025,,,,2,8,Bot,,,,776484,,,8,Curveball,3,12,12,3,Standard,Standard,-0.224,0.001
FF,9/2/2025,95.2,"Wallner, Matt",670242,strikeout,swinging_strike,2,L,R,MIN,CWS,S,2,,0,2,2025,,,663616,1,1,Bot,,,,776484,,,3,4-Seam Fastball,1,0,0,1,Standard,Standard,-0.168,0.637
FF,9/2/2025,93.8,"Buxton, Byron",621439,strikeout,swinging_strike,12,R,L,MIN,CWS,S,2,,0,2,2025,,,,1,7,Bot,,,,776484,,,4,4-Seam Fastball,3,9,9,3,Standard,Standard,-0.163,0.012
CH,9/2/2025,86.2,"Clemens, Kody",665019,field_out,hit_into_play,13,L,R,MIN,CWS,X,7,line_drive,2,2,2025,,,,1,8,Bot,336,98,20,776484,0.311,4,5,Changeup,3,12,12,3,Standard,Standard,-0.228,0.001
ST,9/2/2025,81.3,"Fitzgerald, Ryan",680837,field_out,hit_into_play,14,L,L,MIN,CWS,X,3,ground_ball,2,2,2025,,,,0,7,Bot,35,90.6,-1,776484,0.299,2,5,Sweeper,3,9,9,3,Standard,Standard,-0.232,0.019
SL,9/1/2025,88.2,"Lee, Brooks",686797,field_out,hit_into_play,4,R,L,MIN,CWS,X,5,ground_ball,0,2,2025,,,,1,2,Bot,5,56.5,-28,776502,0.069,1,3,Slider,0,3,3,0,Standard,Standard,-0.163,0.224
ST,9/1/2025,81.6,"Wallner, Matt",670242,strikeout,swinging_strike,13,L,L,MIN,CWS,S,2,,1,2,2025,,,680777,2,4,Bot,,,,776502,,,4,Sweeper,2,3,3,2,Infield shade,Standard,-0.183,0.383
SL,9/1/2025,86.4,"Larnach, Trevor",663616,strikeout,swinging_strike,13,L,L,MIN,CWS,S,2,,3,2,2025,,,,0,2,Bot,,,,776502,,,6,Slider,0,3,3,0,Infield shade,Standard,-0.345,0.259
ST,9/1/2025,80.1,"Outman, James",681546,field_out,hit_into_play,13,L,L,MIN,CWS,X,6,ground_ball,1,2,2025,,,,1,8,Bot,139,76.2,4,776502,0.278,2,4,Sweeper,5,6,6,5,Infield shade,Standard,-0.18,0.231
SL,9/1/2025,85.5,"Lewis, Royce",668904,home_run,hit_into_play,5,R,L,MIN,CWS,X,,fly_ball,3,2,2025,,,,0,6,Bot,397,108.7,22,776502,0.884,6,7,Slider,2,4,4,3,Standard,Standard,1.029,0.269
SL,9/1/2025,83.4,"Keaschall, Luke",807712,single,hit_into_play,6,R,R,MIN,CWS,X,7,ground_ball,2,2,2025,,,,1,3,Bot,27,96.7,-4,776502,0.342,2,5,Slider,1,3,3,1,Standard,Standard,0.44,0.298
SL,9/1/2025,88,"Keaschall, Luke",807712,strikeout,swinging_strike,9,R,R,MIN,CWS,S,2,,3,2,2025,,,,2,9,Bot,,,,776502,,,6,Slider,5,6,6,5,Standard,Standard,-0.328,0.055
SL,9/1/2025,88,"Keaschall, Luke",807712,strikeout,swinging_strike,13,R,L,MIN,CWS,S,2,,0,2,2025,,,680777,2,1,Bot,,,,776502,,,4,Slider,0,0,0,0,Standard,Standard,-0.174,0.513
SV,9/1/2025,79.2,"Wallner, Matt",670242,field_out,hit_into_play,8,L,R,MIN,CWS,X,1,ground_ball,1,2,2025,,,,0,3,Bot,9,73.8,-11,776502,0.056,2,4,Slurve,1,3,3,1,Infield shade,Standard,-0.189,0.32
ST,9/1/2025,80.3,"Jeffers, Ryan",680777,field_out,hit_into_play,8,R,R,MIN,CWS,X,5,ground_ball,3,2,2025,,,,2,6,Bot,7,72.4,-13,776502,0.049,2,6,Sweeper,4,4,4,4,Standard,Standard,-0.328,0.52
SL,9/1/2025,83.6,"Larnach, Trevor",663616,single,hit_into_play,7,L,L,MIN,CWS,X,9,ground_ball,2,2,2025,,,,1,5,Bot,55,89.4,1,776502,0.273,2,7,Slider,2,4,4,2,Infield shade,Standard,0.44,0.254
SV,9/1/2025,79.3,"Jeffers, Ryan",680777,strikeout,swinging_strike,2,R,R,MIN,CWS,S,2,,1,2,2025,666397,681546,621439,2,2,Bot,,,,776502,,,4,Slurve,1,3,3,1,Standard,Standard,-0.202,0.346
SI,9/1/2025,90.3,"Larnach, Trevor",663616,strikeout,swinging_strike,12,L,L,MIN,CWS,S,2,,1,2,2025,,668885,,1,7,Bot,,,,776502,,,4,Sinker,4,4,4,4,Standard,Standard,-0.201,0.608
ST,9/1/2025,80.2,"Outman, James",681546,strikeout,swinging_strike_blocked,13,L,L,MIN,CWS,S,2,,0,2,2025,,,,1,4,Bot,,,,776502,,,3,Sweeper,1,3,3,1,Infield shade,Standard,-0.163,0.274
FF,9/1/2025,97.2,"Jeffers, Ryan",680777,strikeout,called_strike,5,R,R,MIN,CWS,S,2,,1,2,2025,,,,0,9,Bot,,,,776502,,,4,4-Seam Fastball,5,6,6,5,Standard,Standard,-0.189,0.177
ST,9/1/2025,80.4,"Julien, Edouard",666397,strikeout,swinging_strike,5,L,L,MIN,CWS,S,2,,1,2,2025,,,,0,4,Bot,,,,776502,,,5,Sweeper,1,3,3,1,Infield shade,Standard,-0.189,0.302
FS,8/31/2025,84.4,"Outman, James",681546,strikeout,swinging_strike_blocked,14,L,L,MIN,SD,S,2,,0,2,2025,807712,,668904,2,7,Bot,,,,776513,,,3,Split-Finger,7,0,0,7,Standard,Standard,-0.174,0.997
ST,8/31/2025,82.7,"Clemens, Kody",665019,field_out,hit_into_play,4,L,L,MIN,SD,X,9,fly_ball,0,2,2025,,,807712,0,4,Bot,287,93.8,46,776513,0.01,3,3,Sweeper,2,0,0,2,Infield shade,Standard,-0.146,0.8
FF,8/31/2025,98.8,"Lewis, Royce",668904,field_out,hit_into_play,11,R,R,MIN,SD,X,6,popup,0,2,2025,,,680777,2,2,Bot,195,88.1,59,776513,0.018,3,3,4-Seam Fastball,0,0,0,0,Standard,Standard,-0.173,0.514
CU,8/31/2025,84.8,"Jeffers, Ryan",680777,single,hit_into_play,9,R,R,MIN,SD,X,7,ground_ball,2,2,2025,,,,2,2,Bot,21,98.4,-4,776513,0.254,2,6,Curveball,0,0,0,0,Standard,Standard,0.362,0.509
SL,8/31/2025,89.7,"Outman, James",681546,field_out,hit_into_play,7,L,L,MIN,SD,X,4,ground_ball,0,2,2025,665019,,668904,2,5,Bot,84,76.1,7,776513,0.301,2,3,Slider,6,0,0,6,Standard,Standard,-0.187,0.976
FS,8/31/2025,85.3,"Clemens, Kody",665019,strikeout,swinging_strike,6,L,L,MIN,SD,S,2,,1,2,2025,,686797,807712,0,7,Bot,,,,776513,,,4,Split-Finger,6,0,0,6,Standard,Standard,-0.194,0.995
FF,8/31/2025,96,"Martin, Austin",668885,strikeout,called_strike,4,R,R,MIN,SD,S,2,,3,2,2025,680777,,681546,2,4,Bot,,,,776513,,,7,4-Seam Fastball,3,0,0,3,Standard,Standard,-0.278,0.861
ST,8/31/2025,84.7,"Wallner, Matt",670242,field_out,hit_into_play,8,L,L,MIN,SD,X,7,fly_ball,1,2,2025,,,,1,3,Bot,245,99.3,54,776513,0.013,3,4,Sweeper,2,0,0,2,Infield shade,Standard,-0.18,0.745
FF,8/31/2025,99,"Clemens, Kody",665019,strikeout,swinging_strike,11,L,R,MIN,SD,S,2,,2,2,2025,,,,1,2,Bot,,,,776513,,,7,4-Seam Fastball,0,0,0,0,Infield shade,Standard,-0.228,0.525
SI,8/31/2025,95,"Jeffers, Ryan",680777,sac_fly,hit_into_play,8,R,L,MIN,SD,X,9,fly_ball,3,2,2025,686797,807712,665019,1,5,Bot,277,86.1,32,776513,,3,7,Sinker,4,0,0,5,Strategic,Standard,-0.193,0.957
CH,8/31/2025,84.9,"Buxton, Byron",621439,home_run,hit_into_play,6,R,L,MIN,SD,X,,fly_ball,2,2,2025,,668885,,1,3,Bot,366,105.7,40,776513,0.5,6,5,Changeup,0,0,0,2,Standard,Standard,1.341,0.571
FF,8/31/2025,102.7,"Wallner, Matt",670242,field_out,hit_into_play,6,L,R,MIN,SD,X,6,line_drive,1,2,2025,,,,2,8,Bot,174,69.7,18,776513,0.734,4,4,4-Seam Fastball,7,0,0,7,Infield shade,Standard,-0.182,0.999
FF,8/31/2025,97.9,"Lewis, Royce",668904,strikeout,swinging_strike,2,R,R,MIN,SD,S,2,,2,2,2025,,807712,680777,1,4,Bot,,,,776513,,,6,4-Seam Fastball,2,0,0,2,Standard,Standard,-0.216,0.806
CU,8/31/2025,84.2,"Lee, Brooks",686797,strikeout,swinging_strike,14,L,R,MIN,SD,S,2,,1,2,2025,,,,2,1,Bot,,,,776513,,,4,Curveball,0,0,0,0,Infield shade,Standard,-0.182,0.507
FF,8/31/2025,91.8,"Wallner, Matt",670242,strikeout,foul_tip,13,L,L,MIN,SD,S,2,,3,2,2025,,,,2,6,Bot,,,,776513,,,6,4-Seam Fastball,6,0,0,6,Infield shade,Standard,-0.328,0.984
FF,8/31/2025,102.3,"Buxton, Byron",621439,strikeout,called_strike,6,R,R,MIN,SD,S,2,,2,2,2025,,,,1,8,Bot,,,,776513,,,6,4-Seam Fastball,7,0,0,7,Standard,Standard,-0.228,0.999
FF,8/31/2025,98.4,"Wallner, Matt",670242,field_out,hit_into_play,5,L,R,MIN,SD,X,8,fly_ball,3,2,2025,,,,1,1,Bot,366,100.2,30,776513,0.482,6,6,4-Seam Fastball,0,0,0,0,Infield shade,Standard,-0.332,0.53
FS,8/31/2025,84,"Buxton, Byron",621439,field_out,hit_into_play,6,R,L,MIN,SD,X,5,ground_ball,1,2,2025,,,,1,6,Bot,3,91.1,-36,776513,0.051,2,4,Split-Finger,6,0,0,6,Standard,Standard,-0.18,0.985
ST,8/31/2025,80.9,"Outman, James",681546,strikeout,swinging_strike,6,L,L,MIN,SD,S,2,,2,2,2025,,,,0,3,Bot,,,,776513,,,5,Sweeper,0,0,0,0,Infield shade,Standard,-0.232,0.551
SI,8/31/2025,95.2,"Wallner, Matt",670242,strikeout,swinging_strike,9,L,L,MIN,SD,S,2,,0,2,2025,,621439,,0,5,Bot,,,,776513,,,3,Sinker,3,0,0,3,Strategic,Standard,-0.224,0.903
FF,8/30/2025,93.9,"Larnach, Trevor",663616,strikeout,called_strike,5,L,R,MIN,SD,S,2,,2,2,2025,,,,1,5,Bot,,,,776530,,,5,4-Seam Fastball,3,1,1,3,Infield shade,Standard,-0.228,0.795
FF,8/30/2025,93.6,"Outman, James",681546,single,hit_into_play,5,L,R,MIN,SD,X,9,line_drive,1,2,2025,,,,1,5,Bot,280,105.7,16,776530,0.559,5,6,4-Seam Fastball,1,1,1,1,Infield shade,Standard,0.489,0.53
FF,8/30/2025,93.8,"Lee, Brooks",686797,strikeout,swinging_strike,12,L,R,MIN,SD,S,2,,2,2,2025,,,,0,5,Bot,,,,776530,,,5,4-Seam Fastball,1,1,1,1,Infield shade,Standard,-0.232,0.562
FF,8/30/2025,93.9,"Lewis, Royce",668904,strikeout,foul_tip,3,R,R,MIN,SD,S,2,,1,2,2025,,,,2,4,Bot,,,,776530,,,4,4-Seam Fastball,1,0,0,1,Standard,Standard,-0.182,0.646
CU,8/30/2025,79,"Clemens, Kody",665019,field_out,hit_into_play,8,L,R,MIN,SD,X,9,fly_ball,1,2,2025,,,,1,4,Bot,293,100.1,45,776530,0.048,3,5,Curveball,1,0,0,1,Infield shade,Standard,-0.18,0.659
ST,8/30/2025,82.9,"Jeffers, Ryan",680777,field_out,hit_into_play,14,R,R,MIN,SD,X,4,ground_ball,1,2,2025,,,,0,4,Bot,3,66,-34,776530,0.054,2,4,Sweeper,1,0,0,1,Standard,Standard,-0.189,0.679
ST,8/30/2025,83.1,"Keaschall, Luke",807712,field_out,hit_into_play,6,R,R,MIN,SD,X,8,fly_ball,1,2,2025,,621439,663616,1,3,Bot,339,92.6,28,776530,0.116,3,4,Sweeper,1,0,0,1,Standard,Standard,-0.171,0.692
CU,8/30/2025,78.9,"Larnach, Trevor",663616,single,hit_into_play,5,L,R,MIN,SD,X,9,ground_ball,0,2,2025,,681546,621439,1,3,Bot,26,99.7,-6,776530,0.248,2,3,Curveball,0,0,0,1,Standard,Standard,0.564,0.579
FF,8/30/2025,94.5,"Lewis, Royce",668904,strikeout,foul_tip,11,R,R,MIN,SD,S,2,,0,2,2025,,,,2,2,Bot,,,,776530,,,3,4-Seam Fastball,0,0,0,0,Standard,Standard,-0.16,0.507
FF,8/30/2025,94.1,"Clemens, Kody",665019,strikeout,swinging_strike,11,L,R,MIN,SD,S,2,,1,2,2025,,,,1,2,Bot,,,,776530,,,5,4-Seam Fastball,0,0,0,0,Infield shade,Standard,-0.18,0.523
ST,8/30/2025,81.8,"Jeffers, Ryan",680777,field_out,hit_into_play,6,R,R,MIN,SD,X,5,ground_ball,2,2,2025,,,,0,2,Bot,13,78.3,-12,776530,0.052,2,5,Sweeper,0,0,0,0,Standard,Standard,-0.232,0.548
FF,8/30/2025,94.8,"Wallner, Matt",670242,strikeout,called_strike,6,L,R,MIN,SD,S,2,,1,2,2025,,807712,,2,1,Bot,,,,776530,,,7,4-Seam Fastball,0,0,0,0,Standard,Standard,-0.208,0.523
FF,8/30/2025,97.9,"Keaschall, Luke",807712,force_out,hit_into_play,1,R,R,MIN,SD,X,4,ground_ball,3,2,2025,,,668885,1,8,Bot,139,63.7,16,776530,0.286,2,7,4-Seam Fastball,3,12,12,3,Standard,Standard,-0.383,0.001
FF,8/30/2025,86.1,"Lewis, Royce",668904,field_out,hit_into_play,14,R,R,MIN,SD,X,3,popup,2,2,2025,,,,2,9,Bot,147,74.8,59,776530,0.025,3,6,4-Seam Fastball,3,12,12,3,Standard,Standard,-0.224,0.001
ST,8/30/2025,81.8,"Keaschall, Luke",807712,force_out,hit_into_play,9,R,R,MIN,SD,X,6,ground_ball,2,2,2025,,,663616,1,1,Bot,68,67.1,6,776530,0.267,2,6,Sweeper,0,0,0,0,Standard,Standard,-0.285,0.547
FF,8/30/2025,96.3,"Fitzgerald, Ryan",680837,strikeout,swinging_strike,3,L,R,MIN,SD,S,2,,0,2,2025,,,668885,0,8,Bot,,,,776530,,,4,4-Seam Fastball,3,12,12,3,Infield shade,Standard,-0.148,0.002
FF,8/30/2025,97,"Martin, Austin",668885,single,hit_into_play,9,R,R,MIN,SD,X,9,ground_ball,3,2,2025,,,,0,8,Bot,108,100.2,5,776530,0.618,4,7,4-Seam Fastball,3,12,12,3,Standard,Standard,0.353,0.001
FF,8/30/2025,84.1,"Gasper, Mickey",681508,field_out,hit_into_play,12,L,R,MIN,SD,X,3,popup,3,2,2025,,,,0,9,Bot,124,85,66,776530,0.008,3,6,4-Seam Fastball,3,12,12,3,Infield shade,Standard,-0.345,0.001
CH,8/30/2025,89.7,"Jeffers, Ryan",680777,field_out,hit_into_play,14,R,L,MIN,SD,X,5,ground_ball,0,2,2025,,,,1,6,Bot,2,76.4,-35,776530,0.047,2,3,Changeup,3,3,3,3,Standard,Standard,-0.163,0.532
FF,8/30/2025,93,"Buxton, Byron",621439,field_out,hit_into_play,12,R,R,MIN,SD,X,4,ground_ball,2,2,2025,,,,0,1,Bot,68,99.2,1,776530,0.446,4,5,4-Seam Fastball,0,0,0,0,Standard,Strategic,-0.232,0.545
FC,8/29/2025,87.7,"Keaschall, Luke",807712,strikeout,called_strike,6,R,L,MIN,SD,S,2,,3,2,2025,621439,,680777,1,3,Bot,,,,776541,,,7,Cutter,1,1,1,1,Standard,Standard,-0.366,0.635
CH,8/29/2025,72.2,"Martin, Austin",668885,strikeout,called_strike,6,R,R,MIN,SD,S,2,,1,2,2025,,,,2,8,Bot,,,,776541,,,4,Changeup,7,4,4,7,Standard,Standard,-0.182,0.967
SL,8/29/2025,88.8,"Lewis, Royce",668904,home_run,hit_into_play,5,R,R,MIN,SD,X,,fly_ball,2,2,2025,,,,2,5,Bot,405,105.3,25,776541,0.746,6,7,Slider,5,2,2,6,Standard,Standard,2.632,0.867
FF,8/29/2025,90.6,"Lewis, Royce",668904,strikeout,foul_tip,12,R,L,MIN,SD,S,2,,0,2,2025,,668885,,2,2,Bot,,,,776541,,,3,4-Seam Fastball,0,0,0,0,Standard,Standard,-0.193,0.521
CH,8/29/2025,72,"Lee, Brooks",686797,field_out,hit_into_play,7,L,R,MIN,SD,X,3,line_drive,2,2,2025,,,,0,8,Bot,133,80.9,11,776541,0.456,4,5,Changeup,7,4,4,7,Infield shade,Standard,-0.232,0.972
FF,8/29/2025,90.2,"Wallner, Matt",670242,field_out,hit_into_play,1,L,L,MIN,SD,X,7,fly_ball,2,2,2025,,,,1,2,Bot,245,97.6,50,776541,0.005,3,6,4-Seam Fastball,0,0,0,0,Infield shade,Standard,-0.228,0.525
FS,8/29/2025,84.5,"Lee, Brooks",686797,strikeout,swinging_strike,14,R,L,MIN,SD,S,2,,2,2,2025,,,,1,6,Bot,,,,776541,,,5,Split-Finger,7,2,2,7,Standard,Standard,-0.228,0.971
FF,8/29/2025,99.2,"Lee, Brooks",686797,field_out,hit_into_play,13,L,R,MIN,SD,X,1,ground_ball,2,2,2025,621439,,807712,2,4,Bot,1,60.7,-68,776541,0.254,2,7,4-Seam Fastball,5,2,2,5,Standard,Standard,-0.229,0.856
ST,8/29/2025,70.5,"Buxton, Byron",621439,field_out,hit_into_play,5,R,R,MIN,SD,X,1,ground_ball,2,2,2025,,,,1,7,Bot,1,50.8,-69,776541,0.307,1,6,Sweeper,7,4,4,7,Standard,Strategic,-0.228,0.935
FS,8/29/2025,83.8,"Jeffers, Ryan",680777,field_out,hit_into_play,2,R,L,MIN,SD,X,4,popup,3,2,2025,,663616,621439,2,5,Bot,174,69.1,48,776541,0.203,3,7,Split-Finger,7,2,2,7,Standard,Standard,-0.282,0.96
FF,8/29/2025,89.4,"Keaschall, Luke",807712,field_out,hit_into_play,2,R,L,MIN,SD,X,9,fly_ball,2,2,2025,,,,2,1,Bot,275,82.5,35,776541,0.03,3,5,4-Seam Fastball,0,0,0,0,Standard,Standard,-0.224,0.508
CH,8/29/2025,74.4,"Larnach, Trevor",663616,field_out,hit_into_play,13,L,R,MIN,SD,X,4,ground_ball,1,2,2025,,,,0,7,Bot,54,71.1,4,776541,0.135,2,4,Changeup,7,4,4,7,Infield shade,Standard,-0.189,0.94
FF,8/29/2025,90.1,"Jeffers, Ryan",680777,single,hit_into_play,8,R,L,MIN,SD,X,8,line_drive,3,2,2025,,,,1,1,Bot,279,110.7,12,776541,0.815,5,6,4-Seam Fastball,0,0,0,0,Standard,Standard,0.336,0.53
CH,8/29/2025,74,"Clemens, Kody",665019,field_out,hit_into_play,8,L,R,MIN,SD,X,9,fly_ball,1,2,2025,670242,668885,668904,2,6,Bot,299,80.7,32,776541,0.046,3,4,Changeup,7,2,2,7,Strategic,Standard,-0.203,0.974
FF,8/29/2025,99.3,"Jeffers, Ryan",680777,field_out,hit_into_play,8,R,R,MIN,SD,X,6,ground_ball,3,2,2025,,621439,,1,4,Bot,2,96,-33,776541,0.049,2,7,4-Seam Fastball,5,2,2,5,Standard,Standard,-0.279,0.871
FF,8/27/2025,91.7,"Clemens, Kody",665019,single,hit_into_play,2,L,L,TOR,MIN,X,9,line_drive,0,2,2025,,,,2,5,Top,200,104.2,11,776567,0.944,4,3,4-Seam Fastball,5,7,7,5,Infield shade,Standard,0.425,0.716
FF,8/27/2025,90.6,"Keaschall, Luke",807712,field_out,hit_into_play,11,R,L,TOR,MIN,X,6,popup,2,2,2025,,,,1,5,Top,202,88.4,56,776567,0.008,3,5,4-Seam Fastball,5,6,6,5,Standard,Standard,-0.228,0.611
CH,8/27/2025,83.7,"Wallner, Matt",670242,field_out,hit_into_play,14,L,L,TOR,MIN,X,3,ground_ball,0,2,2025,,,,0,5,Top,11,84.8,-7,776567,0.115,2,3,Changeup,5,6,6,5,Infield shade,Standard,-0.165,0.628
FF,8/27/2025,90.5,"Lewis, Royce",668904,field_out,hit_into_play,6,R,L,TOR,MIN,X,3,popup,2,2,2025,,,,1,4,Top,183,81.9,62,776567,0.018,3,6,4-Seam Fastball,3,3,3,3,Standard,Standard,-0.228,0.47
CU,8/27/2025,74.1,"Clemens, Kody",665019,strikeout,swinging_strike_blocked,14,L,L,TOR,MIN,S,2,,0,2,2025,,,,0,4,Top,,,,776567,,,3,Curveball,3,3,3,3,Infield shade,Standard,-0.165,0.489
FF,8/27/2025,92,"Wallner, Matt",670242,field_out,hit_into_play,6,L,L,TOR,MIN,X,9,fly_ball,2,2,2025,,,,1,3,Top,282,77.4,31,776567,0.175,3,7,4-Seam Fastball,1,2,2,1,Infield shade,Standard,-0.228,0.5880000000000001
FF,8/27/2025,91.7,"Julien, Edouard",666397,strikeout,called_strike,8,L,L,TOR,MIN,S,2,,2,2,2025,,668885,,2,2,Top,,,,776567,,,5,4-Seam Fastball,0,1,1,0,Standard,Standard,-0.22,0.5840000000000001
FC,8/27/2025,85.7,"Martin, Austin",668885,single,hit_into_play,6,R,L,TOR,MIN,X,9,line_drive,1,2,2025,,,,2,2,Top,208,90.7,14,776567,0.972,4,4,Cutter,0,1,1,0,Standard,Standard,0.403,0.5640000000000001
FF,8/27/2025,91.4,"Lewis, Royce",668904,strikeout,swinging_strike,12,R,L,TOR,MIN,S,2,,2,2,2025,,,,1,2,Top,,,,776567,,,5,4-Seam Fastball,0,1,1,0,Standard,Standard,-0.228,0.5800000000000001
FF,8/27/2025,93.1,"Lee, Brooks",686797,field_out,hit_into_play,3,R,L,TOR,MIN,X,9,fly_ball,1,2,2025,,670242,,2,1,Top,306,90.3,42,776567,0.008,3,4,4-Seam Fastball,0,1,1,0,Standard,Standard,-0.208,0.573
FF,8/27/2025,93,"Keaschall, Luke",807712,strikeout,called_strike,8,R,L,TOR,MIN,S,2,,3,2,2025,,670242,,1,1,Top,,,,776567,,,6,4-Seam Fastball,0,1,1,0,Standard,Standard,-0.295,0.617
ST,8/27/2025,87,"Buxton, Byron",621439,strikeout,swinging_strike,14,R,R,TOR,MIN,S,2,,3,2,2025,668885,666397,,2,8,Top,,,,776567,,,7,Sweeper,6,8,8,6,Strategic,Standard,-0.248,0.867
