"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","b_rbi","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_gnd_into_dp","b_hit_by_pitch","b_intent_walk","b_sac_bunt","b_sac_fly","xba","xslg","woba","xwoba","xobp","xiso","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Bailey, Patrick",672275,2024,25,401,448,94,69,16,1,8,100,39,22.3,8.7,".234",".339",".298","0.637","0.105","46","136","0","4","10","0","0","1","7",".255",".404",".281",".322",".322",".149","91.3","12.1",37.9,17,5.5,7.1,29.1,43,"100.739347483","94.770639073",23.4,48.1
"Contreras, William",661388,2024,26,595,679,167,105,37,2,23,139,78,20.5,11.5,".281",".466",".365","0.831","0.185","92","277","2","9","19","3","5","0","3",".265",".476",".359",".359",".352",".211","92.8","6.1",29,46,10,7.8,23.5,49.5,"103.875480043","96.642602527",27.8,47.4
"Springer, George",543807,2024,34,545,614,120,79,19,3,19,115,60,18.7,9.8,".220",".371",".303","0.674","0.151","56","202","1","16","16","6","0","0","2",".240",".412",".298",".325",".322",".171","87.5","9.4",29.2,40,9.3,4.4,21.5,37.4,"99.896868","94.046929394",25.3,49.1
"Rojas, Miguel",500743,2024,35,307,337,87,60,21,0,6,34,23,10.1,6.8,".283",".410",".337","0.747","0.127","36","126","2","8","8","3","0","2","2",".276",".360",".327",".312",".332",".085","85","9.7",33.2,7,2.5,2.2,30,27.8,"96.317826471","92.174445609",13.9,46.5
"Julien, Edouard",666397,2024,25,266,301,53,36,9,0,8,102,33,33.9,11,".199",".323",".292","0.615","0.124","21","86","0","6","2","2","0","0","0",".193",".355",".278",".288",".287",".162","87.8","11.9",38.4,16,9.8,7.9,22.6,37.8,"98.889968415","93.491651402",30.9,40.6
"Mitchell, Garrett",669003,2024,25,196,224,50,27,12,3,8,71,25,31.7,11.2,".255",".469",".342","0.811","0.214","21","92","4","11","1","1","0","2","0",".228",".372",".351",".311",".319",".145","88.8","2.8",34.6,11,8.7,6.3,24.4,37,"100.952074833","94.510744",34.8,44.4
"Lee, Korey",686676,2024,25,377,394,79,52,14,1,12,122,17,31,4.3,".210",".347",".244","0.591","0.137","37","131","3","6","12","0","0","0","0",".209",".342",".257",".258",".243",".133","88.3","9.6",34.1,19,7.5,4.7,21.6,37.6,"99.5141412","93.7992936",37.1,58.9
"Rodgers, Brendan",663898,2024,27,501,539,134,91,29,1,13,132,31,24.5,5.8,".267",".407",".314","0.721","0.140","54","204","0","1","12","4","1","1","2",".246",".382",".314",".299",".295",".136","89.3","4.9",33.1,21,5.6,7,22.8,44.1,"101.153269243","94.773964417",25.9,49.3
"Morel, Christopher",666624,2024,25,535,611,105,70,11,3,21,159,61,26,10,".196",".346",".288","0.634","0.150","60","185","7","8","15","10","3","0","5",".222",".401",".280",".316",".313",".180","89.2","14.2",27.6,39,10.2,4.5,21.8,40.4,"101.221222105","94.784090605",34.1,47
"Ahmed, Nick",605113,2024,34,210,228,48,39,6,1,2,51,11,22.4,4.8,".229",".295",".267","0.562","0.066","17","62","1","2","6","1","0","3","3",".226",".327",".248",".265",".265",".101","84.9","13.4",29.7,5,3,6.1,21.2,23,"95.399118608","91.729839045",26,54.8
"Tucker, Kyle",663656,2024,27,277,339,80,44,13,0,23,54,56,15.9,16.5,".289",".585",".408","0.993","0.296","49","162","0","11","5","1","3","0","2",".275",".546",".419",".402",".396",".271","91.1","21.2",40,29,12.9,7.6,24.4,44.9,"100.157901947","94.740150044",19,41.8
"Fraley, Jake",641584,2024,29,350,382,97,71,19,2,5,70,26,18.3,6.8,".277",".386",".330","0.716","0.109","26","135","5","20","6","3","0","0","3",".245",".330",".314",".290",".304",".085","84.3","11.1",34.6,9,3.2,3.5,25.1,24.7,"95.677326241","91.891008399",21.3,57.9
"Wong, Connor",657136,2024,28,447,487,125,87,24,1,13,114,28,23.4,5.7,".280",".425",".333","0.758","0.145","52","190","7","8","7","9","1","1","2",".229",".362",".330",".291",".288",".134","86.5","12.9",30.7,21,6.3,5.4,24.4,34.5,"98.745018171","93.452738532",28.8,51.6
"Ward, Taylor",621493,2024,30,585,663,144,91,26,2,25,163,63,24.6,9.5,".246",".426",".323","0.749","0.180","75","249","4","6","11","7","0","0","8",".246",".466",".325",".345",".326",".220","90.9","17.4",41.9,56,13,6.7,22.3,42.4,"100.017751581","94.464585641",25.5,43.2
"Pasquantino, Vinnie",686469,2024,26,496,554,130,79,30,2,19,71,40,12.8,7.2,".262",".446",".315","0.761","0.184","97","221","0","1","12","4","1","1","13",".264",".452",".325",".336",".320",".188","91","14.6",31.9,31,7.1,8.9,23.2,46.5,"100.997993151","94.970921142",14.5,47.8
"Refsnyder, Rob",608701,2024,33,272,307,77,49,16,1,11,78,28,25.4,9.1,".283",".471",".359","0.830","0.188","40","128","2","2","6","5","2","0","1",".248",".417",".358",".327",".329",".168","89.6","10.7",32.8,19,9.7,4.6,27.7,43.1,"101.623071856","95.034267165",28.1,46.2
"Trevino, Jose",624431,2024,31,209,234,45,32,5,0,8,41,20,17.5,8.5,".215",".354",".288","0.642","0.139","28","74","0","1","12","2","0","1","2",".200",".316",".284",".269",".276",".115","88.1","9.9",26.9,9,5.3,3.5,20.5,35.1,"97.968179176","93.099578353",18.7,40.5
"Acuña Jr., Ronald",660670,2024,26,192,222,48,35,8,1,4,53,27,23.9,12.2,".250",".365",".351","0.716","0.115","15","70","3","16","4","3","0","0","0",".256",".430",".322",".350",".357",".174","92.2","8.5",31.7,13,9.4,6.5,24.5,48.2,"103.064738696","96.113602174",27.5,47
"Arcia, Orlando",606115,2024,29,551,602,120,79,24,0,17,128,41,21.3,6.8,".218",".354",".271","0.625","0.136","46","195","0","2","16","2","1","1","7",".204",".332",".273",".266",".261",".128","88.2","8.6",29.9,23,5.3,6.5,18.6,37.8,"98.41985743","93.283896472",26.6,49.1
"Pagés, Pedro",686780,2024,25,202,218,48,36,3,2,7,58,13,26.6,6,".238",".376",".281","0.657","0.138","27","76","0","2","7","0","0","1","2",".223",".354",".286",".283",".273",".131","89","11.8",32,7,4.8,8.2,23.8,40.4,"99.177856111","93.608837639",26.1,51
"Lipscomb, Trey",702358,2024,24,190,211,38,34,3,0,1,40,16,19,7.6,".200",".232",".268","0.500","0.032","10","44","2","11","7","2","0","1","1",".228",".294",".231",".271",".294",".066","86.5","0.7",23,1,0.7,3.9,20.4,31.6,"97.923016133","92.984215",25.3,50.8
"Benintendi, Andrew",643217,2024,29,477,522,109,69,20,0,20,96,41,18.4,7.9,".229",".396",".289","0.685","0.167","64","189","2","3","12","1","1","0","3",".244",".407",".298",".310",".304",".164","88","16.1",36.5,24,6.3,8.3,23.7,34.4,"97.17823","92.764984068",21.1,48
"McCormick, Chas",676801,2024,29,242,267,51,39,6,1,5,72,17,27,6.4,".211",".306",".271","0.577","0.095","27","74","2","8","3","4","0","1","3",".221",".361",".257",".286",".282",".139","86.2","15.2",32.2,13,7.5,4,24.7,32.8,"97.920374118","93.001741775",31.3,53.2
"Jiménez, Leo",677870,2024,23,179,210,41,26,11,0,4,59,12,28.1,5.7,".229",".358",".329","0.687","0.129","19","64","0","0","6","16","0","0","3",".225",".368",".308",".313",".326",".143","87.6","12.3",40.7,10,8.1,7.3,26.8,33.3,"97.300784098","92.763416942",27,46.3
"Kelly, Carson",608348,2024,29,281,313,67,48,9,1,9,55,25,17.6,8,".238",".374",".313","0.687","0.136","37","105","0","0","6","6","0","0","1",".233",".410",".304",".318",".310",".177","87.6","13.6",27.3,15,6.6,7.9,22.5,39.4,"98.979228142","93.591084867",22.8,45.5
"Tovar, Ezequiel",678662,2024,22,655,695,176,101,45,4,26,200,23,28.8,3.3,".269",".469",".295","0.764","0.200","78","307","5","6","16","4","1","5","7",".231",".410",".324",".291",".261",".179","88.8","18.9",38.5,42,9,7.7,25.5,39.8,"99.306485852","93.964016332",33.5,62.3
"Frelick, Sal",686217,2024,24,475,524,123,95,22,4,2,78,39,14.9,7.4,".259",".335",".320","0.655","0.076","32","159","3","18","8","4","0","2","1",".246",".309",".292",".283",".308",".063","83.4","9.7",30,3,0.8,3.5,24.8,19.5,"94.439757846","91.272403907",12.9,41.5
"Meyers, Jake",676694,2024,28,461,513,101,65,20,3,13,117,35,22.8,6.8,".219",".360",".286","0.646","0.141","61","166","3","11","17","10","0","3","4",".233",".390",".285",".306",".301",".158","88.2","14.4",34.8,24,6.8,8.3,22.5,37,"99.317270058","93.726741906",27,49.1
"Kwan, Steven",680757,2024,26,480,540,140,107,16,3,14,51,53,9.4,9.8,".292",".425",".368","0.793","0.133","44","204","5","12","5","5","0","2","0",".283",".392",".349",".337",".361",".109","86.3","14.9",38.5,11,2.6,5.3,27.8,23.7,"95.04543782","91.531639359",8.2,39.1
"Garcia, Maikel",672580,2024,24,575,626,133,94,27,5,7,103,42,16.5,6.7,".231",".332",".281","0.613","0.101","58","191","2","37","7","0","0","4","5",".259",".373",".270",".305",".309",".114","90.4","6.4",34.1,18,3.7,4.8,26.6,42.8,"100.050927426","94.39492241",15.7,43.4
"Bellinger, Cody",641355,2024,28,516,569,137,93,23,3,18,89,45,15.6,7.9,".266",".426",".325","0.751","0.160","78","220","2","9","10","3","7","0","5",".241",".400",".322",".305",".304",".159","87.8","17.4",32.9,27,6.3,3.9,23.6,32.9,"97.314029213","92.768351065",22.2,49.8
"Polanco, Jorge",593871,2024,30,417,469,89,62,11,0,16,137,46,29.2,9.8,".213",".355",".296","0.651","0.142","45","148","2","4","16","4","3","0","2",".224",".406",".287",".310",".306",".182","88.3","17.9",35.8,25,8.9,5.3,26.2,37.2,"99.204331655","93.735130216",28.1,44.8
"Palacios, Richie",680700,2024,27,264,316,59,45,8,1,5,67,45,21.2,14.2,".223",".318",".346","0.664","0.095","21","84","1","19","5","5","2","0","1",".247",".342",".303",".325",".367",".096","86.2","14",36.4,7,3.5,4.5,29.3,30.3,"96.843483131","92.444278274",24.7,46.7
"García Jr., Luis",671277,2024,24,500,528,141,97,25,1,18,86,27,16.3,5.1,".282",".444",".318","0.762","0.162","70","222","5","22","12","0","2","0","1",".275",".461",".328",".335",".312",".186","89.1","8.2",32.8,33,8,5.8,23.9,41.7,"100.167127696","94.249397672",21.3,51.7
"McCarthy, Jake",664983,2024,26,442,495,126,98,13,7,8,78,31,15.8,6.3,".285",".400",".349","0.749","0.115","56","177","6","25","4","14","1","5","3",".265",".363",".329",".314",".333",".099","84.5","9.1",30.4,10,2.7,4.3,25.8,24.5,"95.637290857","91.834529486",17.6,49.3
"Espinal, Santiago",669289,2024,29,357,391,88,67,12,0,9,54,24,13.8,6.1,".246",".356",".295","0.651","0.110","45","127","1","11","7","2","1","4","4",".258",".355",".285",".295",".307",".097","85.9","15",35,6,1.9,4.2,29.3,24.1,"94.957566883","91.492088339",14.8,49
"Hoskins, Rhys",656555,2024,31,449,517,96,56,14,0,26,149,53,28.8,10.3,".214",".419",".303","0.722","0.205","82","188","0","3","11","7","1","0","6",".201",".402",".313",".306",".294",".201","88.7","20.8",29.7,39,12.7,6.2,20.3,42.2,"99.737434248","94.057895065",26.3,42.8
"Vientos, Mark",668901,2024,24,413,454,110,61,22,0,27,135,33,29.7,7.3,".266",".516",".322","0.838","0.250","71","213","0","0","6","3","0","0","5",".241",".470",".356",".333",".301",".229","91.2","11.4",34.6,40,14.1,7.1,23.3,46.6,"102.544746312","95.741575567",34.4,49.9
"Santander, Anthony",623993,2024,29,595,665,140,69,25,2,44,129,58,19.4,8.7,".235",".506",".308","0.814","0.271","102","301","0","2","9","7","3","0","5",".225",".458",".345",".327",".301",".234","89.8","22.7",35,55,11.7,9.1,18.5,41.6,"100.325476894","94.357156511",20,49.7
"Báez, Javier",595879,2024,31,272,289,50,32,12,0,6,69,12,23.9,4.2,".184",".294",".221","0.515","0.110","37","80","1","8","10","2","1","0","3",".218",".353",".224",".268",".256",".135","88.3","11.2",27.7,16,7.8,6.3,18.4,40,"100.532651165","94.368542976",30.2,52.4
"Butler, Lawrence",671732,2024,23,412,451,108,60,24,2,22,108,35,23.9,7.8,".262",".490",".317","0.807","0.228","57","202","0","18","8","0","0","0","4",".253",".473",".345",".341",".313",".221","91.1","11.3",35.1,34,11,5.8,26.9,47.4,"101.824301046","95.302256275",26.9,47.7
"Friedl, TJ",670770,2024,28,297,341,67,48,5,1,13,52,26,15.2,7.6,".226",".380",".310","0.690","0.154","55","113","1","9","1","12","0","2","4",".227",".327",".305",".297",".317",".100","86","16.7",29.9,8,3.2,5.6,21.9,31.5,"96.990036","92.527458326",17.9,43.4
"Díaz, Elias",553869,2024,33,325,351,86,60,20,0,6,69,20,19.7,5.7,".265",".382",".313","0.695","0.117","39","124","0","0","15","4","2","0","2",".237",".342",".303",".281",".289",".105","87.1","7.6",31,12,4.7,4.3,24.8,34.5,"99.032119063","93.543152344",27.8,53.8
"Chisholm Jr., Jazz",665862,2024,26,562,621,144,95,21,4,24,152,53,24.5,8.5,".256",".436",".324","0.760","0.180","73","245","10","40","6","4","5","0","2",".237",".419",".327",".317",".307",".183","89.7","11.4",29.6,40,9.7,5.8,22.3,41.1,"100.122466782","94.459141861",29.3,47.5
"Vargas, Ildemaro",545121,2024,32,272,303,67,50,16,0,1,31,19,10.2,6.3,".246",".316",".295","0.611","0.070","30","86","4","9","9","2","0","5","5",".255",".326",".271",".286",".306",".071","87","4",29.5,3,1.2,4,23.9,31.9,"97.073438667","92.579283167",12.6,46.4
"Varsho, Daulton",662139,2024,27,459,513,98,52,21,7,18,137,48,26.7,9.4,".214",".407",".293","0.700","0.193","58","187","2","10","2","4","1","1","1",".185",".326",".304",".265",".267",".141","86.1","24.4",30.2,20,6.2,9,19.1,34,"98.537583503","93.276618121",27,47.6
"Heim, Jonah",641680,2024,29,459,491,101,75,12,1,13,90,26,18.3,5.3,".220",".336",".267","0.603","0.116","59","154","1","1","13","4","0","0","2",".226",".365",".265",".281",".272",".140","88.5","14.5",29.9,22,5.9,5.9,24,36.4,"98.507122973","93.44020477",20.7,54.3
"Suwinski, Jack",669261,2024,25,247,277,45,28,8,0,9,79,27,28.5,9.7,".182",".324",".264","0.588","0.142","26","80","1","9","3","1","2","1","1",".218",".370",".260",".298",".298",".152","88.9","12.9",28.8,15,8.8,4.7,22.9,38.2,"100.854161429","94.49330497",27.4,46.5
"Perez, Salvador",521692,2024,34,590,652,160,105,28,0,27,129,44,19.8,6.7,".271",".456",".330","0.786","0.185","104","269","0","0","17","11","9","0","6",".271",".530",".335",".361",".331",".259","91.1","19",39.4,57,12.2,6.6,23.1,44.8,"101.856275647","95.341857371",27.8,57.8
"Nootbaar, Lars",663457,2024,26,348,405,85,52,18,3,12,79,52,19.5,12.8,".244",".417",".342","0.759","0.173","45","145","3","7","10","1","2","1","3",".261",".466",".331",".358",".356",".206","91.8","6",32.2,27,9.9,8.1,22.7,49.5,"102.282162353","95.717855683",19,37.2
"Merrifield, Whit",593160,2024,35,293,335,65,49,9,3,4,52,35,15.5,10.4,".222",".314",".311","0.625","0.092","15","92","3","17","7","3","0","4","0",".242",".323",".283",".300",".330",".081","84.1","12.9",34.3,6,2.4,3.3,27.3,21.6,"94.385287083","91.220749372",18.7,45.4
"Tellez, Rowdy",642133,2024,29,383,421,93,62,18,0,13,89,31,21.1,7.4,".243",".392",".299","0.691","0.149","56","150","0","1","12","2","0","0","5",".234",".403",".301",".305",".294",".169","89.4","17",32.4,24,8,5.7,24.1,36.5,"100.611958926","94.350585034",21.9,43.3
"Caratini, Victor",605170,2024,30,245,274,66,49,8,1,8,53,23,19.3,8.4,".269",".408",".336","0.744","0.139","30","100","1","0","6","3","1","0","3",".261",".404",".324",".326",".331",".143","91.2","9.3",35.9,11,5.6,6.2,27.2,43.1,"100.532909694","94.888518923",23.3,47.2
"Lindor, Francisco",596019,2024,30,618,689,169,96,39,1,33,127,56,18.4,8.1,".273",".500",".344","0.844","0.227","91","309","4","29","7","12","0","0","3",".278",".539",".363",".381",".349",".260","90.9","17",35.4,67,13.6,5.7,26.3,47.4,"101.098117236","95.07615815",23.7,48.7
"Melendez, MJ",669004,2024,25,412,451,85,42,23,3,17,113,35,25.1,7.8,".206",".400",".273","0.673","0.194","44","165","4","4","3","3","1","0","0",".237",".434",".292",".321",".302",".197","91.1","14.6",29.1,25,8.4,9,20.7,45.2,"101.49620396","95.196771409",29.5,52.5
"Rivera, Emmanuel",656896,2024,28,265,302,63,47,9,2,5,69,26,22.8,8.6,".238",".343",".312","0.655","0.105","29","91","0","2","7","5","0","1","5",".248",".393",".291",".322",".325",".146","89.7","8.7",33.7,16,7.9,5.9,27.7,44.1,"99.97328099","94.404966716",28.3,48.6
"Drury, Brandon",592273,2024,31,325,360,55,44,7,0,4,81,27,22.5,7.5,".169",".228",".242","0.470","0.059","15","74","0","1","13","5","0","0","3",".201",".295",".217",".264",".275",".094","87.6","6",25.9,9,3.6,6.1,19.8,35.6,"99.062132195","93.550623821",24.4,46.7
"Jankowski, Travis",608671,2024,33,190,207,38,32,5,0,1,44,12,21.3,5.8,".200",".242",".266","0.508","0.042","12","46","1","11","3","5","0","0","0",".207",".256",".234",".245",".272",".049","85.4","5.9",25.3,1,0.7,2.7,18.5,24.7,"95.346098056","91.700885874",20.7,44.8
"Reynolds, Bryan",668804,2024,29,622,692,171,115,29,3,24,156,57,22.5,8.2,".275",".447",".344","0.791","0.172","88","278","2","10","7","10","3","0","3",".268",".472",".343",".353",".339",".204","89.9","9.4",37.5,45,9.6,7.2,25.8,45.4,"100.987209316","94.867542484",29.4,50.4
"Jones, Nolan",666134,2024,26,256,297,58,41,13,1,3,91,36,30.6,12.1,".227",".320",".321","0.641","0.093","28","82","4","5","7","1","2","1","3",".209",".331",".287",".291",".308",".122","88.2","7.8",34.3,10,5.9,6.5,26.6,44.4,"100.556302024","94.528500893",25.6,40
"Harris II, Michael",671739,2024,23,440,470,116,83,14,3,16,94,23,20,4.9,".264",".418",".304","0.722","0.154","48","184","6","10","6","4","1","0","3",".280",".468",".312",".346",".322",".188","90.5","7.5",33.5,35,10,8.3,21.8,47,"103.329018908","96.053474224",25.1,55.1
"Rojas, Johan",679032,2024,23,338,363,82,64,12,3,3,69,13,19,3.6,".243",".322",".279","0.601","0.079","32","109","4","25","7","4","0","8","0",".225",".304",".265",".258",".263",".078","85.7","4.8",22,7,2.5,3.6,19.5,27.4,"97.163679462","92.590351731",22.7,48.8
"Renfroe, Hunter",592669,2024,32,385,424,88,55,18,0,15,84,36,19.8,8.5,".229",".392",".297","0.689","0.163","52","151","1","1","10","2","0","0","1",".219",".369",".302",".294",".289",".149","88.5","16.7",27.8,20,6.6,6.3,22.2,39.4,"100.265103311","94.256549636",23.4,44.4
"Canha, Mark",592192,2024,35,393,462,95,68,20,0,7,96,51,20.8,11,".242",".346",".344","0.690","0.104","42","136","0","7","10","13","2","0","5",".211",".314",".310",".293",".321",".103","88.4","9.6",31.5,10,3.3,5,22.8,37.4,"98.159166424","93.219326921",21.8,41.6
"Pages, Andy",681624,2024,23,403,443,100,63,23,1,13,108,29,24.4,6.5,".248",".407",".305","0.712","0.159","46","164","2","1","8","6","0","0","4",".247",".433",".310",".324",".307",".186","88.6","20.8",40.8,32,10.7,6.4,26.1,40.1,"100.310081745","94.262423423",26.1,51
"Schuemann, Max",680474,2024,27,396,459,87,66,14,0,7,119,47,25.9,10.2,".220",".308",".311","0.619","0.088","34","122","1","14","8","7","0","5","4",".221",".350",".281",".300",".314",".129","89","16.6",39.5,16,5.6,7,24.8,37.4,"97.729409209","93.097394065",28.5,42.5
"Velázquez, Nelson",676369,2024,25,205,230,41,24,8,1,8,61,19,26.5,8.3,".200",".366",".274","0.640","0.166","27","75","0","2","6","3","0","0","3",".213",".403",".280",".307",".289",".190","88.2","17.4",29.9,13,8.8,6.8,20.4,38.1,"99.364038514","93.836443129",35.5,46.5
"Paredes, Isaac",670623,2024,25,542,641,129,84,25,1,19,105,76,16.4,11.9,".238",".393",".346","0.739","0.155","80","213","1","1","17","17","2","0","6",".221",".350",".327",".309",".333",".130","85","22.4",37,20,4.5,7.2,23.9,27.1,"95.875582928","91.952619865",17.2,44.7
"Raleigh, Cal",663728,2024,27,546,628,120,70,16,0,34,176,70,28,11.1,".220",".436",".312","0.748","0.216","100","238","1","6","7","6","4","0","6",".229",".483",".323",".347",".323",".253","91","21.2",35.6,58,15.4,6.9,23.4,48.1,"102.032071755","95.508789467",31,52.3
"Chourio, Jackson",694192,2024,20,528,573,145,91,29,4,21,121,39,21.1,6.8,".275",".464",".327","0.791","0.189","79","245","7","22","7","3","4","1","2",".267",".431",".339",".327",".320",".165","89.7","7.6",33.2,32,7.8,6.6,23.9,44.9,"100.832969557","94.831073407",27.1,48.8
"Burger, Jake",669394,2024,28,535,579,134,81,23,1,29,150,31,25.9,5.4,".250",".460",".301","0.761","0.210","76","246","1","1","11","9","2","0","4",".253",".483",".325",".339",".305",".230","91.3","13",32.4,48,12.3,7.7,23.7,46.8,"103.619986856","96.171144407",30.1,52.4
"Stallings, Jacob",607732,2024,34,243,281,64,37,17,1,9,65,27,23.1,9.6,".263",".453",".357","0.810","0.190","36","110","0","0","10","9","1","1","1",".231",".389",".353",".321",".330",".159","86.6","12.8",38.9,13,7.2,7.2,27.2,34.4,"97.816675843","92.986677006",29.8,45.4
"Solano, Donovan",456781,2024,36,283,309,81,60,13,0,8,65,22,21,7.1,".286",".417",".343","0.760","0.131","35","118","1","2","6","3","0","0","1",".256",".391",".333",".313",".316",".135","87.3","13.7",37,8,3.7,7.3,31.5,37.4,"98.057695046","93.167454908",23.5,47.2
"Toro, Abraham",647351,2024,27,337,364,81,57,17,1,6,62,20,17,5.5,".240",".350",".293","0.643","0.110","26","118","2","4","4","5","1","2","0",".244",".374",".283",".297",".297",".130","87.2","12.2",33.2,12,4.3,5.4,22.4,29.6,"97.476845145","92.798620509",17.4,48.1
"Adames, Willy",642715,2024,28,610,688,153,88,33,0,32,173,74,25.1,10.8,".251",".462",".331","0.793","0.211","112","282","4","21","12","1","3","0","3",".240",".468",".342",".341",".322",".228","88.6","20.6",38.2,53,12,8.6,21.4,40.7,"99.769639045","94.108759136",29.5,49.5
"Nevin, Tyler",663527,2024,27,245,278,50,33,10,0,7,64,25,23,9,".204",".331",".288","0.619","0.127","20","81","0","1","5","5","0","0","3",".215",".384",".276",".304",".299",".169","89.8","10.7",37,16,8.7,7.1,19.6,40.8,"99.059252088","93.891727514",25.6,47.3
"Lowe, Josh",666139,2024,26,353,387,85,54,19,2,10,123,32,31.8,8.3,".241",".391",".302","0.693","0.150","34","138","1","25","2","0","4","0","2",".225",".396",".299",".297",".289",".172","90.8","16.9",37.9,24,10.3,6.5,25.9,46.1,"100.893361034","94.928910905",31.9,51.6
"Kim, Ha-Seong",673490,2024,28,403,470,94,64,16,3,11,77,58,16.4,12.3,".233",".370",".330","0.700","0.137","47","149","5","22","8","2","4","4","3",".245",".359",".308",".319",".344",".115","87.9","15.1",36.6,16,4.8,4.8,23.7,35.4,"98.621780994","93.412597329",16.1,38
"Schanuel, Nolan",694384,2024,22,519,607,130,98,19,0,13,103,68,17,11.2,".250",".362",".343","0.705","0.112","54","188","1","10","14","9","0","3","7",".253",".361",".315",".322",".348",".107","86.1","10.3",36.4,15,3.5,4,30.8,25.4,"95.305191333","91.662606993",14.4,41.8
"Robert Jr., Luis",673357,2024,26,393,425,88,55,19,0,14,141,28,33.2,6.6,".224",".379",".278","0.657","0.155","35","149","6","23","8","2","2","0","1",".211",".378",".285",".283",".268",".167","90.1","13.5",35.6,25,9.9,5.1,25.3,40.7,"101.232868968","94.886076944",36.1,53.1
"Naylor, Josh",647304,2024,27,563,633,137,79,27,0,31,105,58,16.6,9.2,".243",".456",".320","0.776","0.213","108","257","2","6","17","7","7","0","4",".254",".451",".332",".338",".330",".197","89.9","11.1",30.1,39,8.4,6.1,22.9,40.9,"100.815360087","94.680816725",22.4,50.3
"Gordon, Nick",624503,2024,28,260,275,59,39,11,1,8,67,11,24.4,4,".227",".369",".258","0.627","0.142","32","96","5","5","5","1","0","0","3",".217",".355",".271",".267",".251",".137","86.1","6.5",34.7,12,6.1,3.1,23,29.6,"96.567867732","92.321775928",32,59.8
"Bruján, Vidal",660644,2024,26,248,278,55,37,14,2,2,54,25,19.4,9,".222",".319",".303","0.622","0.097","16","79","6","5","5","4","3","1","0",".218",".292",".276",".268",".300",".074","85.1","8",29.7,3,1.5,4.1,23.6,22.6,"95.193229158","91.616436508",24.4,52
"Jansen, Danny",643376,2024,29,278,324,57,35,13,0,9,61,40,18.8,12.3,".205",".349",".309","0.658","0.144","24","97","0","0","4","3","0","0","3",".198",".345",".294",".293",".305",".147","86.6","21.7",34.1,14,6.4,5.9,19.5,29.7,"97.185697545","92.627349132",20.9,40.6
"Siri, Jose",642350,2024,28,402,448,75,40,16,1,18,170,31,37.9,6.9,".187",".366",".255","0.621","0.179","47","147","7","14","5","7","0","2","4",".197",".419",".271",".299",".266",".222","87.5","15.4",35.7,35,14.7,8.8,18.1,41.6,"100.732893305","94.47103983",41.9,50.9
"Abrams, CJ",682928,2024,23,541,602,133,78,29,6,20,128,40,21.3,6.6,".246",".433",".314","0.747","0.187","65","234","12","31","4","16","3","1","4",".243",".413",".322",".320",".314",".169","88.2","15.1",33,29,6.9,9.6,24.4,40.7,"99.496479615","93.910198048",24.7,53.3
"Busch, Michael",683737,2024,26,496,567,123,72,28,2,21,162,63,28.6,11.1,".248",".440",".335","0.775","0.192","65","218","1","2","9","4","1","0","4",".217",".432",".336",".324",".309",".216","89.9","17.2",36.4,38,11.2,6.5,20.7,39.9,"99.992212321","94.35127744",28.4,45.2
"Meadows, Parker",678009,2024,24,270,298,66,39,12,6,9,76,25,25.5,8.4,".244",".433",".310","0.743","0.189","28","117","4","9","0","1","0","1","1",".229",".388",".321",".301",".296",".159","87","18.5",34.7,15,7.7,6.1,23,32.3,"97.956970619","93.056795751",27,45.5
"Volpe, Anthony",683011,2024,23,637,689,155,109,27,7,12,156,42,22.6,6.1,".243",".364",".293","0.657","0.121","60","232","7","28","9","4","1","2","3",".232",".335",".287",".278",".285",".103","87.7","8.4",33.3,19,3.9,5.6,27.4,35.4,"98.177841555","93.206482989",22.6,48.1
"Tauchman, Mike",643565,2024,33,298,350,74,54,12,1,7,70,47,20,13.4,".248",".366",".357","0.723","0.118","29","109","2","6","7","4","0","0","1",".237",".392",".325",".332",".348",".156","89","15.5",34.9,17,7.4,4.8,26.2,41,"99.141927105","93.788317412",22.5,46
"Burleson, Alec",676475,2024,25,547,595,147,106,20,0,21,76,35,12.8,5.9,".269",".420",".314","0.734","0.151","78","230","4","9","8","4","0","1","6",".270",".444",".319",".333",".317",".174","89.7","13.6",34.3,31,6.5,7.1,26.6,41.7,"99.381927173","94.012155751",19.2,55.7
"Hays, Austin",669720,2024,28,235,255,60,37,18,0,5,59,9,23.1,3.5,".255",".396",".303","0.699","0.141","20","93","2","2","2","8","1","1","2",".232",".380",".303",".294",".284",".148","88.9","14.9",30.2,12,6.7,7.8,21.2,40.2,"100.415422697","94.347982429",29.1,54.4
"Conforto, Michael",624424,2024,31,438,488,104,54,27,3,20,118,42,24.2,8.6,".237",".450",".309","0.759","0.213","66","197","1","0","16","5","1","0","3",".254",".488",".327",".353",".326",".235","90.2","14.8",33.7,38,11.8,9,23.2,46,"101.95530559","95.249550592",25.2,44.8
